"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Parafia Świętego Mateusza","83-200","Starogard Gdański","83-200 Starogard Gdański, gen. J. Hallera 3","","","58 562 28 75, www.swietymateusz.starogard.pl","ks. Eugeniusz Stencel","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=376:Parafia-Swietego-Mateusza"
"Parafia Miłosierdzia Bożego","83-200","Starogard Gdański","83-200 Starogard Gdański, Lubichowska 56","","","kom. 501 890 751","ks. Grzegorz Weis","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=377:Parafia-Milosierdzia-Bozego"
"Parafia Najświętszej Maryi Panny Matki Kościoła","83-200","Starogard Gdański","83-200 Starogard Gdański, Bohaterów Getta 4","","","58 562 99 19","ks. Ryszard Wiśniewski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=378:Parafia-Najswietszej-Maryi-Panny-Matki-Kosciola"
"Parafia Najświętszego Serca Pana Jezusa","83-200","Starogard Gdański","83-200 Starogard Gdański, bpa K. Dominika 8","","","58 562 22 07, fax 58 561 16 50","ks. Józef Pick","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=379:Parafia-Najswietszego-Serca-Pana-Jezusa"
"Parafia Świętego Wojciecha","83-200","Starogard Gdański","83-200 Starogard Gdański, Pomorska 4a","","","58 562 28 81, www.wojciechstarogard.pl","ks. Janusz Lipski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=380:Parafia-Swietego-Wojciecha"
"Parafia Jezusa Chrystusa Króla Wszechświata","83-200","Starogard Gdański","83-200 Starogard Gdański, Skośna 36","","","58 561 21 23, fax 58 586 72 54,","ks. Stanisław Piastowski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=381:Parafia-Jezusa-Chrystusa-Krola-Wszechswiata"
"Parafia Świętej Katarzyny Aleksandryjskiej","83-322","Stężyca","83-322 Stężyca, Jana III Sobieskiego 14","","","58 684 33 09","ks. Bogdan Lipski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=388:Parafia-Swietej-Katarzyny-Aleksandryjskiej"
"Parafia Świętego Stanisława Biskupa i Męczennika","76-220","Stowięcino","76-220 Stowięcino, Stowięcino 17","","","59 811 66 69","ks. Piotr Sławomir Szuta, mgr teol.","godz. 8.00 (Rzechcino), 10.00, 11.30 ","godz. 17.00 (zimą), 18.00 (latem) we wtorki w Rzechcinie","godz. 10.00, 16.30 (Rzechcino), 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=202:Parafia-Swietego-Stanislawa-Biskupa-i-Meczennika"
"Parafia Świętej Marii Magdaleny","84-223 Linia","Strzepcz","84-223 Linia Strzepcz, ks. Rotty 9","","","58 676 82 20","ks. Andrzej Kmiecik","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=348:Parafia-Swietej-Marii-Magdaleny"
"Subkowy - Parafia Świętego Stanisława Biskupa i Męczennika","83-120 Subkowy","Subkowy","83-120 Subkowy Subkowy, Kościelna 8","","","58 536 85 19, kom. 696 438 379","ks. Feliks Kamecki","godz. 7.30, 9.00, 10.15 (Brzuśce), 11.30 ","godz. 18.15, 17.00 (XII-III) godz. 16.00 (sobota – Gniszewo)","godz. 9.00, 16.00 (Brzuśce), 17.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=404:Subkowy-Parafia-Swietego-Stanislawa-Biskupa-i-Meczennika"
"Parafia Świętego Maksymiliana Marii Kolbego Kapłana i Męczennika","89-525","Sucha na Pomorzu","89-525 Sucha na Pomorzu, Słoneczna 2","","","52 334 90 61","ks. Czesław Kubera","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=290:Parafia-Swietego-Maksymiliana-Marii-Kolbego-Kaplana-i-Meczennika"
"Parafia Trójcy Świętej","83-320","Sulęczyno","83-320 Sulęczyno, Zwycięstwa 8","","","58 684 40 30, kom. 606 630 748","ks. Andrzej Bolesław Karliński","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=389:Parafia-Trojcy-Swietej"
"Parafia Świętego Jana Chrzciciela","83-200","Sumin","83-200 Sumin","","","58 562 10 81","ks. Stefan Rogowski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=382:Parafia-Swietego-Jana-Chrzciciela"
"Swarożyn - Parafia Świętego Andrzeja Boboli","83-115","Swarożyn","83-115 Swarożyn, Wyzwolenia 15","","","58 536 93 96","Ks. Piotr MALINOWSKI, dr teol.","godz. 7.30, 9.30, 11.30 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 9.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=405:Swarozyn-Parafia-Swietego-Andrzeja-Boboli"
"Parafia Świętej Barbary","89-608 Swornegacie","Swornegacie","89-608 Swornegacie Swornegacie, Mestwina 18","","","52 398 11 21","ks. Wojciech Książkiewicz","godz. 8.00, 10.00, 18.00 (latem) ","godz. 8.00 lub 18.00 (IV-X) godz. 8.00 lub 17.00 (XI-III)","godz. 8.00, 18.00 ","53.861400626365,17.500483879688","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=142:Parafia-Swietej-Barbary"
"Parafia Świętych Apostołów Szymona i Judy Tadeusza","83-250","Szczodrowo","83-250 Szczodrowo","","","58 588 08 98","ks. Ryszard Jędrzejak","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=359:Parafia-Swietych-Apostolow-Szymona-i-Judy-Tadeusza"
"Parafia Najświętszego Serca Jezusowego","83-242 Osieczna","Szlachta","83-242 Osieczna Szlachta, 3 Maja 77","","","58 588 13 24","ks. Andrzej Wałdoch, dziekan","godz. 7.30, 9.00, 10.30 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 9.00, 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=185:Parafia-Najswietszego-Serca-Jezusowego"
"Parafia Świętej Teresy od Dzieciątka Jezus","83-315","Szymbark","83-315 Szymbark, Długa 18","","","58 684 38 21","ks. Grzegorz Fąferko","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=390:Parafia-Swietej-Teresy-od-Dzieciatka-Jezus"
"Tczew - Parafia Świętego Józefa","83-110","Tczew","83-110 Tczew, Gdańska 6","","","58 531 33 12, 58 531 54 74 (biuro)","ks. Antoni Dunajski, dr teol.","godz. 6.30, 7.45, 9.30, 11.00, 12.30 godz. 18.00, 19.00 (latem) ","godz. 6.30, 7.00, 8.00, 18.30","godz. 6.30, 7.00, 8.00, 10.00, 17.00, 18.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=406:Tczew-Parafia-Swietego-Jozefa"
"Tczew - Parafia Podwyższenia Krzyża Świętego","83-110","Tczew","83-110 Tczew, Stefana Kard. Wyszyńskiego 13","","","58.5312518","ks. Piotr Wysga, www.fara.tczew.pl","godz. 6.30, 8.00, 9.30, 11.00, 12.30, 18.00 kościół filialny: godz. 10.00, 12.30 kaplica: godz. 8.00, 9.15 ","godz. 6.30, 8.00, 18.30","godz. 6.30, 8.00, 10.00, 17.00, 18.30 ","54.0879985,18.7991117","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=407:Tczew-Parafia-Podwyzszenia-Krzyza-Swietego"
"Tczew - Parafia Świętego Maksymiliana Marii Kolbego","83-110","Tczew","83-110 Tczew, Spółdzielcza 1c","","","58 531 25 17","ks. Krzysztof Stoltmann, mgr teol.","godz. 8.00, 9.30, 11.30 ","godz. 18.00","godz. 8.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=408:Tczew-Parafia-Swietego-Maksymiliana-Marii-Kolbego"
"Tczew - Parafia Najświętszej Maryi Panny Matki Kościoła","83-110","Tczew","83-110 Tczew, Rokicka 1","","","58 531 66 33 www.nmp-tczew.pelplin.opoka.org.pl","ks. Stanisław Cieniewicz, dziekan","godz. 7.00, 11.30, 17.00 – kościół dolny godz. 8.30, 10.00, 11.30, 13.00, 18.00 – kościół górny ","godz. 6.30, 8.00, 18.30 – kościół dolny","godz. 6.30, 8.00, 10.00, 17.00, 18.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=409:Tczew-Parafia-Najswietszej-Maryi-Panny-Matki-Kosciola"
"Tczew - Parafia Świętego Franciszka z Asyżu","83-110","Tczew","83-110 Tczew, Nałkowskiej 10","","","58 531 00 03","ks. Jan Buk, kanonik honorowy","godz. 8.00, 11.00, 16.00 ","godz. 18.00 (zimą), 18.30 (latem)","godz. 10.00, 18.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=410:Tczew-Parafia-Swietego-Franciszka-z-Asyzu"
"Tczew - Parafia Jezusa Chrystusa Króla Wszechświata","83-110","Tczew","83-110 Tczew, Jodłowa 15","","","58 533 89 29","ks. Janusz Gojke, mgr teol.","godz. 7.00, 8.30, 10.00, 11.30, 13.00, 18.00 ","godz. 7.00, 18.00","godz. 7.00, 10.00, 16.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=411:Tczew-Parafia-Jezusa-Chrystusa-Krola-Wszechswiata"
"Topolno - Parafia Nawiedzenia Najświętszej Maryi Panny - Sanktuarium Maryjne","86-120 Pruszcz","Topolno","86-120 Pruszcz Topolno","","","52 332 06 93","ks. Andrzej Regent","godz. 8.00, 10.30 ","godzina uzależniona od pory roku","godz. 8.00, 17.00 (zimą), 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=400:Topolno-Parafia-Nawiedzenia-Najswietszej-Maryi-Panny-Sanktuarium-Maryjne"
"Parafia Matki Boskiej Częstochowskiej","83-340 Sierakowice","Tuchlino","83-340 Sierakowice Tuchlino","","","58 681 61 31","ks. Jarosław Dunajski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=349:Parafia-Matki-Boskiej-Czestochowskiej"
"Parafia Bożego Ciała","89-500","Tuchola","89-500 Tuchola, Świecka 24","","","52 336 38 21 (biuro parafialne)","ks. Ireneusz Kalf","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=415:Parafia-Bozego-Ciala"
"Parafia Świętego Bartłomieja Apostoła","89-501","Tuchola","89-501 Tuchola, Wincentego Witosa 3","","","52 559 03 43","ks. Grzegorz Kielas","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=416:Parafia-Swietego-Bartlomieja-Apostola"
"Parafia Świętego Jakuba Apostoła","89-500","Tuchola","89-500 Tuchola, pl. Wolności 30","","","52 334 35 23","ks. Jan Pałubicki","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=417:Parafia-Swietego-Jakuba-Apostola"
"Parafia Opatrzności Bożej","89-500","Tuchola Rudzki Most","89-500 Tuchola Rudzki Most, Jana Pawła II 1","","","52 334 86 96","ks. Wiesław Herold","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=418:Parafia-Opatrznosci-Bozej"
"Parafia Świętego Michała Archanioła","77-133","Tuchomie","77-133 Tuchomie, Kościelna 1","","","59 821 50 20","ks. Franciszek Pudlewski, mgr teol.","godz. 8.00 (Nowe Huty), 9.30 godz. 11.00, 12.30 (Modrzejewo) ","godz. 18.00","godz. 8.00, 9.30, 11.00, 18.00 ","54.114873188602,17.336379689038","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=167:Parafia-Swietego-Michala-Archaniola"
"Parafia Matki Bożej Nieustającej Pomocy","83-113","Turze","83-113 Turze","","","58 536 77 77","ks. Mirosław Przechowski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=360:Parafia-Matki-Bozej-Nieustajacej-Pomocy"
"Parafia Świętego Michała Archanioła","83-140","Tymawa","83-140 Tymawa","","","58 535 19 45","ks. Janusz Kropiewnicki, dr teol.","godz. 8.00, 10.30 ","godz. 16.30 (zimą), 18.00","godz. 8.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=220:Parafia-Swietego-Michala-Archaniola"
"Parafia Świętej Marii Magdaleny","77-143","Ugoszcz","77-143 Ugoszcz","","","59 821 47 94","ks. Bolesław Liss, kanonik honorowy","godz. 8.00, 10.45 Sominy: godz. 9.30, 11.00 (latem) Studzienice: godz. 8.00, 9.30, 12.00 ","godz. 17.00 (zimą), 19.00 (latem) Studzienice: godz. 18.00","godz. 11.00, 17.00 (zimą), 19.00 (latem) Sominy: godz. 16.00 Studzienice: godz. 10.00, 18.00 ","54.1249172,17.5287652","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=168:Parafia-Swietej-Marii-Magdaleny"
"Parafia Wniebowzięcia Najświętszej Maryi Panny","83-406 Wąglikowice","Wąglikowice","83-406 Wąglikowice Wąglikowice","","","58 686 12 78","ks. Dariusz Jereczek","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=272:Parafia-Wniebowziecia-Najswietszej-Maryi-Panny"
"Parafia Niepokalanego Serca Maryi","86-160","Warlubie","86-160 Warlubie, Dworcowa 24","","","52 332 60 11","ks. Mirosław Kopyto, mgr teol.","godz. 7.30, 9.15, 10.45, 16.00 ","godz. 9.00, 17.00 (zimą), 18.00 (latem)","godz. 9.00, 17.00 (zimą), 18.00 (latem) ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=321:Parafia-Niepokalanego-Serca-Maryi"
"Parafia Świętego Mateusza Apostoła i Ewangelisty","89-405","Wałdowo","89-405 Wałdowo","","","52 388 44 87, http://parafia-waldowo.cba.pl/","ks. Sławomir Maciejewski, mgr teol.","godz. 8.00, 11.00 godz. 9.15 (Obodowo), 9.15 (Skarpa) godz. 10.30 (Włościbórz), 1:315 (Komierowo) ","godz. 17.00","godz. 9.00, 17.30 godz. 15.30 (Skarpa), 16.30 (Obodowo) godz. 17.00 (Włościbórz) godz. 18.00 (Komierowo) ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=238:Parafia-Swietego-Mateusza-Apostola-i-Ewangelisty"
"Parafia Najświętszego Serca Pana Jezusa","83-240 Lubichowo","Wda","83-240 Lubichowo Wda, Główna 4","","","58 582 13 92","ks. Mariusz Herold","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=372:Parafia-Najswietszego-Serca-Pana-Jezusa"
"Parafia Świętego Mikołaja - Sanktuarium Kalwaryjskie","83-441 Wiele","Wiele","83-441 Wiele Wiele, Derdowskiego 1","","","58 687 34 91","ks. Jan Flisikowski","godz. 8.00, 10.00, 11.30, 16.00 19.00 (1.06-30.08) święta zniesione: godz. 10.00, 17.00, 18.30 (Wdzydze Tuchol.) dni powszednie: godz. 7.30, 17.00­, 18.00 (1.06-30.08) Wdzydze Tucholskie: godz. 18.30 (sobota) godz. 13.00 (niedziela: 1.06-31.08)","godz. 7.30, 17.00­, 18.00 (1.06-30.08) Wdzydze Tucholskie: godz. 18.30 (sobota) godz. 13.00 (niedziela: 1.06-31.08)","","53.923499299028,17.864814329981","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=152:Parafia-Swietego-Mikolaja-Sanktuarium-Kalwaryjskie"
"Parafia Narodzenia Najświętszej Maryi Panny","89-520 Gostycyn","Wielka Klonia","89-520 Gostycyn Wielka Klonia","","","52 334 65 14","ks. Kazimierz Jerzy Ostrowski","godz. 8.00, 10.00 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 10.00, 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=239:Parafia-Narodzenia-Najswietszej-Maryi-Panny"
"Parafia Niepokalanego Poczęcia Najświętszej Maryi Panny","83-121 Rudno","Wielki Garc","83-121 Rudno Wielki Garc","","","58 536 11 09","ks. Wojciech Jan Gruba, dr teol. moralnej","godz. 7.30, 9.05 (Rudno), 11.00 ","godz. 16.30 sobota: godz. 16.30 (Rudno)","godz. 10.00, 16.00 (Rudno), 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=330:Parafia-Niepokalanego-Poczecia-Najswietszej-Maryi-Panny"
"PARAFIA Świętej Rodziny","83-423","Wielki Klincz","83-423 Wielki Klincz, Klasztorna 5","","","58 686 14 85, fax 58 686 44 99, http://www.msf.opoka.org.pl/wielkiklincz.html","ks. Roman Ruciński MSF","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=273:PARAFIA-Swietej-Rodziny"
"Parafia Świętego Bartłomieja Apostoła","86-161","Wielki Komorsk","86-161 Wielki Komorsk, Warlubska 4","","","52 332 65 25","ks. Jerzy Dampc","godz. 8.00, 9.30 (Mały Komorsk), 11.00 ","godz. 16.00 (zimą), 18.00 (latem)","godz. 10.00, 17.00 (Mały Komorsk), 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=322:Parafia-Swietego-Bartlomieja-Apostola"
"Parafia Świętego Jakuba Apostoła","86-134 Dragacz","Wielki Lubień","86-134 Dragacz Wielki Lubień","","","52 332 51 81","ks. Józef Kortas","godz. 9.00, 1:100 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 9.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=323:Parafia-Swietego-Jakuba-Apostola"
"Parafia Świętego Stanisława Biskupa i Męczennika","89-520","Wielki Mędromierz","89-520 Wielki Mędromierz","","","52 336 11 24","Ks. Arkadiusz KUJAWA","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=419:Parafia-Swietego-Stanislawa-Biskupa-i-Meczennika"
"Parafia Ścięcia Świętego Jana Chrzciciela","83-122","Wielkie Walichnowy","83-122 Wielkie Walichnowy","","","58 535 16 94","ks. Henryk Karolewski","godz. 9.00, 10.30 ","godz. 18.00","godz. 9.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=221:Parafia-Sciecia-Swietego-Jana-Chrzciciela"
"Parafia Matki Bożej Szkaplerznej","77-300","Wierzchowo Człuchowskie","77-300 Wierzchowo Człuchowskie, Wierzchowo Człuchowskie 16","","","59 833 77 92, http://salezjanie.pl/wierzchowo","ks. Zenon Mach SDB, mgr teol.","godz. 7.45, 9.15 (Bukowo), 10.30, 12.00 ","godz. 17.00, 18.00; zimą: 16.00, 17.00","godz. 17.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=195:Parafia-Matki-Bozej-Szkaplerznej"
"Parafia Najświętszego Serca Pana Jezusa","84-113","Wierzchucino","84-113 Wierzchucino, Abrahama 18","","","58 673 50 35, http://www.pelplin.home.pl/wierzchucino/","ks. Tadeusz Knut, lic. teol.","godz. 7.00, 10.00, 11.30 ","godz. 18.00","godz. 7.00, 10.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=212:Parafia-Najswietszego-Serca-Pana-Jezusa"
"Parafia Przemienienia Pańskiego","76-200","Wrzeście","76-200 Wrzeście, Wrzeście 22a","","","59 846 26 23","ks. Andrzej Osowski","godz. 8.30, 10.00 (Żelkowo), 12.00 godz. 13.30 (III i IV niedziela m-ca Żoruchowo) godz. 13.30 (I i II niedziela m-ca Lubuczewo) ","godz. 7.00, 16.00 (jesień-zima) godz. 19.00 (piątek, sobota) godz. 17.30 (piątek, sobota – Żelkowo) godz. 17.30 (czwartek – Żoruchowo)","godz. 9.00, 19.00 Żelkowo: godz. 10.00, 17.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=203:Parafia-Przemienienia-Panskiego"
"Parafia Świętej Barbary","86-022","Wudzyn","86-022 Wudzyn","","","52 381 92 78","ks. Antoni Bunikowski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=262:Parafia-Swietej-Barbary"
"Parafia Świętego Józefa","83-335 Borzestowo","Wygoda","83-335 Borzestowo Wygoda","","","58 684 27 67","ks. Bogdan Marian Drozdowski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=391:Parafia-Swietego-Jozefa"
"Parafia Wszystkich Świętych","83-421","Wysin","83-421 Wysin, Kościelna 1","","","58 687 88 01","ks. Andrzej Żur","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=361:Parafia-Wszystkich-Swietych"
"Parafia Świętego Józefa","76-231","Zagórzyca","76-231 Zagórzyca, Zagórzyca 41","","","59 811 30 17","ks. Henryk Jereczek, mgr teol.","godz. 9.00, 12.00 Damnica: godz. 7.30, 10.30 Domaradz: godz. 13.30 ","godz. 17.00","godz. 16.00 (Domaradz), 17.00 godz. 18.00 (Damnica) ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=204:Parafia-Swietego-Jozefa"
"Parafia Narodzenia Najświętszej Maryi Panny Sanktuarium Matki Bożej Szkaplerznej","89-430","Zamarte","89-430 Zamarte, Klasztorna 2","","","kom. 661 748 728, http://karmelicibosi.pl/Zakon?zakon=bracia&subkat=zamarte","o. Tomasz Litwiejko OCD","godz. 7.15, 9.00, 11.00 ","godz. 8.30, 18.00","godz. 8.30, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=240:Parafia-Narodzenia-Najswietszej-Maryi-Panny-Sanktuarium-Matki-Bozej-Szkaplerznej"
"Parafia Chrystusa Króla","77-130 Lipnica","Zapceń","77-130 Lipnica Zapceń, Zapceń","","","59 821 87 82","ks. Jacek Somerski","godz. 8.00, 9.30 (Mielno), 11.00 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 9.00, 10.30 (Mielno), 18.00 ","53.992916004468,17.476984950195","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=143:Parafia-Chrystusa-Krola"
"Parafia Świętego Michała Archanioła","83-210","Zblewo","83-210 Zblewo, Kościelna 2a","","","58 588 42 04","ks. Zenon Górecki, mgr teol., wicedziekan","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=428:Parafia-Swietego-Michala-Archaniola"
"Parafia Świętego Mateusza Apostoła i Ewangelisty","89-505 Małe Gacno","Zdroje","89-505 Małe Gacno Zdroje","","","52 336 10 17","ks. Sylwester Dober","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=420:Parafia-Swietego-Mateusza-Apostola-i-Ewangelisty"
"Parafia Świętego Józefa Oblubieńca Najświętszej Maryi Panny","84-210","Zwartowo","84-210 Zwartowo","","","58 676 39 23","ks. Alojzy Kąkolewski","godz. 8.30, 11.00 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=213:Parafia-Swietego-Jozefa-Oblubienca-Najswietszej-Maryi-Panny"
