"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia św. Barbary i św. Maurycego &ndash; Wojskowa","88-100 Inowrocław, Al. Kopernika 16","","","52/357.39.65","ks. kapelan płk Bogdan RADZISZEWSKI","8.30, 10.00, 12.00","17.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_ii/inowroclaw_par._pw._sw._barbary_i_sw._maurycego__wojskowa.html"
"Parafia pw. św. Jadwigi Kr&oacute;lowej","88-100 Inowrocław, Al. Wojska Polskiego 20","www.jadwiga.parafia.info.pl/","parafia@autograf.pl","52/352.22.20","ks. Jan MAĆKOWIAK","7.00, 8.00, 9.30, 11.00, 12.30, 16.00 (20.00), 18.00","7.00, 8.00, 18.00","7.00, 8.00, 9.00, 17.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_i/inowroclaw_par._pw._sw._jadwigi_krolowej.html"
"Parafia pw. św. J&oacute;zefa Oblubieńca NMP","88-100 Inowrocław, ul. Sienkiewicza 48","www.parafiajozef.pl/","kontakt@parafiajozef.pl","52/357.37.02","ks. Radosław ORCHOWICZ","7.00, 8.00, 9.30, 11.00, 12.15, 17.00, 18.30","7.00, 8.00, 17.00, 18.30; lipiec-sierpień: 7.00, 8.00, 19.00; styczeń: 7.00, 8.00, 18.30","7.00, 8.00, 11.00, 17.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_ii/inowroclaw_par._pw._sw._jozefa_oblubienca_nmp.html"
"Parafia pw. św. Mikołaja &ndash; Fara","88-100 Inowrocław, ul. Ks. Bogdana Gordona 4, 52/357.91.75, e-mail:, www.inofara.pl, ","www.inofara.pl/","inofara@gniezno.opoka.org.pl","fax 52/357.91.75","ks. Romuald DRĄŻKOWSKI","7.00, 9.00, 11.00, 12.15 (wrzesień-czerwiec),","8.00, 17.30","8.00, 10.00, 17.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_i/inowroclaw_par._pw._sw._mikolaja__fara.html"
"Parafia pw. Świętego Ducha","88-100 Inowrocław, ul. Jagiellońska 2","www.swietyduch.pl/index.php","parafia@swietyduch.pl","052/357.45.34","ks. Aleksander SOBCZAK","6.30, 8.00, 9.30, 11.00, 12.30, 16.00, 17.00","7.00, 8.00, 18.00","7.00, 8.00, 10.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_i/inowroclaw_par._pw._swietego_ducha.html"
"Parafia pw. Świętego Krzyża","88-100 Inowrocław, ul. Kościuszki 3","www.krzyz.parafia.info.pl/","jacekpaw@o2.pl","052/357.57.81","ks. Sławomir RYDZ","8.00, 9.30, 11.00, 12.15, 18.00","czas letni: 7.30, 18.00; czas zimowy (listopad-grudzień): 7.30, 17.00","7.30, 9.30, 17.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_ii/inowroclaw_par._pw._swietego_krzyza.html"
"Parafia pw. Zwiastowania NMP","88-100 Inowrocław, ul. Plebanka 10","www.zwiastowanie.pl","biuro@zwiastowanie.pl","52/357.72.24,","ks. Leszek KACZMAREK","7.30. 9.00, 10.30, 12.00, 15.00, 18.00","czas letni: 7.00, 8.00; czas zimowy: 18.00","7.00, 8.00, 10.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_ii/inowroclaw_par._pw._zwiastowania_nmp.html"
"Parafia pw. św. Michała Archanioła","62-285 Popowo Kościelne , Raczkowo 37","","","61/427.93.17",":","9.30","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kiszkowski/jablkowo_par._pw._sw._michala_archaniola.html"
"Parafia pw. NMP R&oacute;żańcowej","89‑210 Łabiszyn, Chomętowo, Jabł&oacute;wko 17","","","52/384.46.87","ks. Artur SREBERSKI","9.00, 11.00","czas letni: 19.00, czas zimowy: 16.30","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/jablowko_par._pw._nmp_rozancowej.html"
"Parafia pw. św. Marcina Bp.","88-181 Jaksice, ul. Powstańc&oacute;w Wlkp. 6","","xadamm@wp.pl","52/351.16.66","ks. Adam MELLER","8.00, 9.30, 11.30","czas letni: 18.00; czas zimowy: 17.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zlotnicki/jaksice_par._pw._sw._marcina_bp..html"
"Parafia pw. bł. Michała Kozala BM","88‑160 Janikowo, ul. bp. Michała Kozala 1","www.janikowokozal.parafia.info.pl","","52/351.35.76","ks. Ireneusz DOROSZEWSKI","7.00, 9.00, 10.30, 12.00, 17.00","7.00, 18.00","7.00, 9.00, 16.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/janikowo_par._pw._bl._michala_kozala.html"
"Parafia pw. Najświętszego Serca Pana Jezusa","88‑160 Janikowo, ul. Szkolna 5","","","52/351.35.77","ks. Antoni MICHALAK","8.00, 10.30, 17.00","czas letni: 18.00, czas zimowy: 17.00","9.00, 18.00, czas zimowy: 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/janikowo_par._pw._najswietszego_serca_pana_jezusa.html"
"Parafia pw. św. Jana Chrzciciela","88‑160 Janikowo, ul. Przyjezierna 11","","oaza@archidiecezja.pl","52/351.32.57","ks. Marek SIWKA","9.00, 11.00","czas letni: 18.00, czas zimowy: 17.00","czas letni: 18.00, czas zimowy: 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/janikowo_par._pw._sw._jana_chrzciciela.html"
"Parafia pw. św. Mikołaja","88-430 Janowiec Wlkp., Plac Wolności 21","","","52/302.30.57","ks. Andrzej SZCZEPANIAK","7.00, 9.00, 10.30, 12.00, 18.00","9.00, 18.00","9.00, 10.30, 16.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogowski/janowiec_wlkp._par._pw._sw._mikolaja.html"
"Parafia pw. św. Marcina","62-220 Niechanowo , Jarząbkowo 2","","","61/427.41.82","ks. Jerzy CYTRYŃSKI","7.30, 9.00, 11.00","18.00","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_wrzesinski_i/jarzabkowo_par._pw._sw._marcina.html"
"Parafia pw. Niepokalanego Poczęcia NMP","62-235 Kruchowo","","","",":","10.00","środy, piątki, soboty: 14.30; czas letni: 16.30","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_trzemeszenski/jastrzebowo_par._pw._niepokalanego_poczecia_nmp.html"
"Parafia pw. Niepokalanego Serca NMP","62-007 Biskupice Wlkp., Jerzykowo, ul. Okrężna 31","","parafiajerzykowo@neostrada.pl","61/815.53.27","ks. Jan BRODA","8.00, 10.00, 12.00","czas letni: 18.00; czas zimowy: 17.00","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_pobiedziski/jerzykowo_par._pw._niepokalanego_serca_nmp.html"
"Parafia pw. św. Małgorzaty","88‑430 Janowiec Wlkp., Juncewo 58","","","52/302.91.90","ks. Andrzej MINGE","8.30, 11.00","czas letni: 18.00; czas zimowy: 17.00","11.00, 17.00/18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_damaslawski/juncewo_par._pw._sw._malgorzaty.html"
"Parafia pw. św. Marcina","62-303 Kaczanowo, ul. Kościelna 37","parafia.kaczanowo.pl/","","61/438.92.07","ks. Tomasz KRUSZELNICKI","9.00, 11.00","czas letni: 18.00; czas zimowy: 17.00","11.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_wrzesinski_ii/kaczanowo_par._pw._sw._marcina.html"
"Parafia pw. św. Andrzeja Boboli","62-113 Żelice , Kamienica 8","","","67/261.68.04","ks. Grzegorz BRYGMAN","8.30, 11.00, 15.00; wakacje: 18.00","17.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_wagrowiecki/kamienica_par._pw._sw._andrzeja_boboli.html"
"Parafia pw. św. Jakuba Większego","62‑235 Trzemżal, Kamieniec 7","","","61/415.46.13","ks. Jerzy MOSTOWSKI","8.00,","9.00/18.00","10.00, 18.00; Skurbaczewo, DPS: 16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_trzemeszenski/kamieniec_par._pw._sw._jakuba_wiekszego.html"
"Parafia pw. MB Pocieszenia","Kawnice 4, 62‑590 Golina","kawnice.pl/index.php/archives/category/historia","kawnice@salezjanie.pl","63/241.71.03","ks. Piotr ZIÓŁKOWSKI SDB","8.00, 10.00, 12.00, 18.00, zima: 17.00;","lato: 18.00, zima: 17.00","8.00, 10.00, 18.00; zima: 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_golinski/kawnice_par._mb_pocieszenia.html"
"Parafia pw. św. Andrzeja Ap.","62-220 Niechanowo , Kędzierzyn","","","61/427.21.67","ks. Henryk SOBIEREISKI","8.30, 11.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_witkowski/kedzierzyn_par._pw._sw._andrzeja_ap..html"
"Parafia pw. Nawiedzenia NMP i Wszystkich Świętych","88-400 Żnin , Kierzkowo 12","","","52/302.96.05","ks. Zbigniew GARCZAREK","8.30, 11.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zninski/kierzkowo_par._pw._nawiedzenia_nmp_i_wszystkich_swietych.html"
"Parafia pw. św. Jana Chrzciciela","62-280 Kiszkowo, ul. Gnieźnieńska 9","","parafiakiszkowo@op.pl","61/427.60.56","ks. Romuald SZCZEPANIAK","8.30, 11.00, 12.15, 17.00","9.00, 18.00","9.00, 16.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kiszkowski/kiszkowo_par._pw._sw._jana_chrzciciela.html"
"Parafia pw. św. Andrzeja Ap.","62-540 Kleczew, ul. Kościelna 8","parafia.kleczew.pl/","","63/270.10.12","ks. Krzysztof OPIOŁA","7.00, 8.30, 10.00, 11.30, 16.00","czas letni: 7.30, 18.00; czas zimowy: 7.30, 17.00","7.30, 9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kleczewski/kleczew_par._pw._sw._andrzeja_ap..html"
"Parafia pw. św. Jerzego i św. Jadwigi","62-270 Kłecko, ul. Kościelna 1","www.parafiaklecko.pl/","klecko@wp.pl","61/427.00.23","ks. Mirosław KĘDZIERSKI","7.00, 8.30, 10.00, 11.30, 18.00","7.00, 18.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_klecki/klecko_par._pw._sw._jerzego_i_sw._jadwigi.html"
"Parafia pw. św. Ap. Szymona i Judy Tadeusza","62-306 Kołaczkowo, ul. Wrzesińska 22","","","61/438.53.29","ks. Artur JANOWICZ","9.00, 11.30, 15.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_miloslawski/kolaczkowo_par._pw._sw._ap._szymona_i_judy_tadeusza.html"
"Parafia pw. św. Jana Chrzciciela","88-430 Janowiec Wlkp. , Kołdrąb 3","","","52/302.60.23","ks. Jan BROŃCZYK","Kołdrąb: 8.00, 11.00; Sk&oacute;rki: 9.30","czas letni: 18.00; czas zimowy: 17.00","Kołdrąb: 10.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogowski/koldrab_par._pw._sw._jana_chrzciciela.html"
"Parafia pw. św. J&oacute;zefa","88‑160 Janikowo, Kołodziejewo, ul. ks. Kazimierza Mellera 5","","","52/351.31.71","ks. Jan WOŹNIAK","8.00, 9.45, 11.00","czas letni: 18.00; czas zimowy: 17.00","10.00, 18.00/17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/kolodziejewo_par._pw._sw._jozefa.html"
"Parafia pw. św. Bartłomieja","62-400 Słupca , Koszuty Małe 5","","koszuty@koszuty.slupca.pl","63/277.25.35","ks. Ksawery WILCZYŃSKI","8.00, 10.00, 12.00","18.00","18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_slupecki/koszuty_male_par._pw._sw._bartlomieja.html"
"Parafia pw. św. Małgorzaty","Kościelec, 88-170 Pakość","","","52/351.14.13","ks. Maciej KUCZYŃSKI","8.30, 11.00","czas letni: 18.00; czas zimowy: 17.00","9.00, 17.00; czas letni 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_i/koscielec_par._pw._sw._malgorzaty.html"
"Parafia pw. św. Anny","88-324 Jeziora Wielkie, Kościeszki 18","","","52/318.76.25","ks. Henryk LĄG","8.15, 10.00, 15.00","czas letni: 8.00/18.00; czas zimowy: 8.00/17.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kruszwicki/koscieszki_par._pw._sw._anny.html"
"Parafia pw. św. Ap. Piotra i Pawła","62-400 Słupca, Kowalewo Opactwo 2","","","63/275.16.03","ks. Stefan SZTUBA SDB","9.00, 11.30","czas letni: 17.00; czas zimowy: 16.00","17.00 lub 16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_slupecki/kowalewo_par._pw._sw._ap._piotra_i_pawla.html"
"Parafia pw. św. J&oacute;zefa","62‑110 Damasławek, Kozielsko 9","","ks.bogdan.lybek@op.pl","67/261.45.10","ks. Bogdan ŁYBEK","9.00, 11.00","18.00","11.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_damaslawski/kozielsko_par._pw._sw._jozefa.html"
"Parafia pw. św. Michała Archanioła","62-580 Grodziec , Kr&oacute;lik&oacute;w 78 a","","","63/249.65.39","ks. Grzegorz GROSZKOWSKI","8.00, 10.00, 12.00, 16.00","czas letni: 8.00, 18.00; czas zimowy: 8.00, 16.00","9.00, 18.00; czas zimowy: 16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zagorowski/krolikow_par._pw._sw._michala_archaniola.html"
"Parafia pw. Wszystkich Świętych","62-237 Kruchowo","","","61/415.62.90","ks. Ryszard SKRZYPCZAK","8.00, 11.00, 16.30","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_trzemeszenski/kruchowo_par._pw._wszystkich_swietych.html"
"Parafia pw. św. Ap. Piotra i Pawła","88-153 Kruszwica, ul. Kolegiacka 26","www.kolegiatakruszwica.pl/informacje.html","luktwar@wp.pl","52/351.60.40","ks. Roman KOTECKI","8.00, 10.00, 12.00, 16.00","7.00, 18.00","8.00, 12.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kruszwicki/kruszwica_par._pw._sw._ap._piotra_i_pawla.html"
"Parafia pw. św. Teresy od Dzieciątka Jezus","88-150 Kruszwica, ul. Rynek 7","","","52/351.53.81","ks. Wojciech DANECKI","7.00, 9.00, 11.00, 12.15, 18.00","czas letni: 7.00, 18.00; czas zimowy: 7.00, 16.30","7.00, 9.00, 11.00, 17.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kruszwicki/kruszwica_par._pw._sw._teresy_od_dzieciatka_jezus.html"
"Parafia pw. św. Marii Magdaleny","88-321 Kwieciszewo 1","www.kwieciszewo.parafia.info.pl/","biuro@parafia-kwieciszewo.pl","52/315.83.76","ks. Krzysztof PRUS","8.00, 9.30, 11.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/kwieciszewo_par._pw._sw._marii_magdaleny.html"
"Parafia pw. św. Mikołaja i NMP","62-405 Lądek, Ląd n. Wartą 101","wsdts.pl/","parochuslandensis@gmail.com","63/276.33.25","ks. Piotr PRZYBORSKI SDB","8.00, 9.30, 11.30, 16.30","18.00","9.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zagorowski/lad_n._warta_par._pw._nmp.html"
"Parafia pw. św. Mikołaja Bp.","62‑406 Lądek, ul. Rynek 1","www.parafiawladku.pl","","63/276.30.67","ks. Dariusz KOLSKI","8.30, 12.00; Sługocin: 10.00","18.00","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_golinski/ladek_par._pw._sw._mikolaja_bp..html"
"Parafia pw. św. Marii Magdaleny i św. Wojciecha","88-180 Złotniki Kujawskie , Lisewo Kościelne 56","","grzemak@poczta.onet.pl","52/351.76.29","ks. Grzegorz MAKOWSKI","9.00, 11.00, 14.30","czas letni: 18.00; czas zimowy: 17.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zlotnicki/lisewo_koscielne_par._pw._sw._marii_magdaleny_i_sw._wojciecha.html"
"Parafia pw. św. Anny","88-180 Złotniki Kujawskie , Liszkowo 34","","","52/353.63.21","ks. Bogdan ŁABĘDZKI","8.00, 9.30, 11.30","czas letni: 18.00; czas zimowy: 17.00","10.00, 17.00, czas letni: 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zlotnicki/liszkowo_par._pw._sw._anny.html"
"Parafia pw. św. Mateusza","88-420 Rogowo, Lubcz 8","","xtomekk@wp.pl","52/302.74.03","ks. Tomasz KOŁODZIEJ","7.45, 9.15, 10.30","czas letni: 17.00; czas zimowy: 18.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogowski/lubcz_par._pw._sw._mateusza.html"
"Parafia pw. św. Urszuli Led&oacute;chowskiej","89‑210 Łabiszyn, Lubostroń 2a","","parafialubostron@o2.pl","52/384.46.66","ks. Artur SREBERSKI","8.00, 10.30, 12.00","czas letni: 18.00, czas zimowy: 17.00","10.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/lubostron_par._pw._sw._urszuli_ledochowskiej.html"
"Parafia pw. św. Mikołaja","Ludzisko, 88-160 Janikowo","","","52/353.10.10","ks. Piotr DUŁAK","8.30, 11.00","18.00","8.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_i/ludzisko_par._pw._sw._mikolaja.html"
"Parafia pw. Bożego Ciała","62-272 Łagiewniki Kościelne","","","61/427.71.86","ks. Paweł KRZEWIŃSKI","8.00, 11.30","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kiszkowski/lagiewniki_koscielne_par._pw._bozego_ciala.html"
"Parafia pw. św. Ap. Piotra i Pawła","62-105 Łekno, ul. Poprzeczna 3","","","67/261.60.84","ks. Marek REREK","8.00, 11.00; kaplica w Kołybkach: 12.30","18.00","11.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_wagrowiecki/lekno_par._pw._sw._ap._piotra_i_pawla.html"
"Parafia pw. Wniebowzięcia NMP","62-213 Łopienno","","","61/427.08.94","ks. Robert WASZAK","8.00, 9.30; Laskowo: 11.00","czas letni: 18.00; czas zimowy: 17.00","9.00, 18.00, Laskowo: 16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_klecki/lopienno_par._pw._wniebowziecia_nmp.html"
"Proboszcz","","www.parafialubowo.pl/","parafialubowo@neostrada.pl","61/427.51.19","ks. Jan ŁYKOWSKI","8.00, 9.30, 11.30","czas letni: 18.00; czas zimowy: 17.00","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_pobiedziski/lubowo_par._pw._sw._mikolaja.html"
"Parafia pw. św. Wojciecha","64‑830 Margonin, ul. Kościelna 8","parafia.margonin.pl/","","67/283.51.30","ks. Rafał WNUK","7.15, 8.30, 11.15, 17.00; lipiec-sierpień: 20.00","17.30, 18.30","7.00, 10.00, 17.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_chodzieski/margonin_par._pw._sw._wojciecha.html"
"Parafia pw. św. Mikołaja","62-301 Marzenin, ul. ks. Twardego 32","","jacekfelcyn@mail.com","61/438.80.84","ks. Jacek FELCYN","7.30, 9.00, 11.00","czas letni: 18.00; czas zimowy: 17.00","11.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_wrzesinski_i/marzenin_par._pw._sw._mikolaja.html"
"Parafia pw. Wszystkich Świętych","62-230 Witkowo, ul. Kościelna 15","www.parafiamielzyn.pl/","witkowo3@archidiecezja.pl","61/477.50.08","ks. Krzysztof DOMAGALSKI","8.00, 10.00, 11.30","czas letni: 18.00; czas zimowy: 17.00","9.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_witkowski/mielzyn_par._pw._wszystkich_swietych.html"
"Parafia pw. św. Michała Archanioła","62-290 Mieścisko, ul. Kościelna 1","www.miescisko.mojaparafia.org/ogolne-dane.html","spodlewski@mojaparafia.org","61/427.80.08","ks. Andrzej PANASIUK","7.30, 9.00, 11.00, 17.00","7.00, 18.00","7.00, 10.00, 17.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_klecki/miescisko_par._pw._sw._michala_archaniola.html"
"Parafia pw. św. Jakuba Większego Ap.","62-320 Miłosław, ul. Kościelna 8","www.parafiamiloslaw.pl/","proboszcz@parafiamiloslaw.wp.pl","61/438.31.66","proboszcz@parafiamiloslaw.wp.pl","7.00, 9.00, 10.30, 12.00, 18.00","czas letni: 7.00, 18.00; czas zimowy: 8.00, 18.00","7.00 lub 8.00, 10.00, 16.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_miloslawski/miloslaw_par._pw._sw._jakuba_wiekszego_ap..html"
"Parafia pw. św. Mikołaja","62-400 Słupca , Młodojewo 1","","","63/275.71.25","ks. Tadeusz STASIAK","7.30, 9.30, 11.30","8.00/18.00","9.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_slupecki/mlodojewo_par._pw._sw._mikolaja.html"
"Parafia pw. św. Jakuba Ap.","62‑200 Gniezno, Modliszewko 28","","bratandy@o2.pl","61/427.18.62","ks. Andrzej JANUCHOWSKI","8.30, 11.45; Mielno: 10.00","17.30","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gnieznienski_ii/modliszewko_par._pw._sw._jakuba_ap..html"
"Parafia pw. MB Nieustającej Pomocy","88-300 Mogilno, ul. Jana Pawła II 3","www.parafiambnp.com/index.html","","52/315.14.06","ks. Eugeniusz JAWORSKI","7.00, 9.00, 10.30, 12.00, 18.00","czas letni: 8.00, 19.00; czas zimowy: 8.00, 17.00","7.00, 9.00, 10.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/mogilno_par._pw._mb_nieustajacej_pomocy.html"
"Parafia pw. św. Faustyny","88-300 Mogilno, ul. Reja 22","faustyna-mogilno.pl/","","52/551.31.75","ks. Tomasz WALTERBACH","7.00, 9.00, 11.00, 12.30, 19.00","poniedziałki, czwartki, piątki: 17.00, 18.00;","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/mogilno_par._pw._sw._faustyny.html"
"- Fara","88-300 Mogilno, ul. Benedyktyńska 12","","jakubpar@neostrada.pl","52/315.24.05","ks. Zenon LEWANDOWSKI","7.00, 9.00, 10.30, 12.00, 16.00","czas letni: 7.00, 18.30; czas zimowy: 7.00, 17.30","7.00, 9.00, 16.00, 17.30; czas letni: 17.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/mogilno_par._pw._sw._jakuba_wiekszego_ap.__fara.html"
"Parafia pw. św. Jana Apostoła","88-300 Mogilno, ul. Benedykta XVI nr 1","www.klasztor.mogilno.com.pl/php-files/news.php","biuro@klasztor.mogilno.com.pl","52/315.24.08","o. Krzysztof LEWANDOWSKI OFM Cap","8.00, 9.30, 11.00, 12.30, 18.00","8.00, 18.00","8.00, 9.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/mogilno_par._pw._sw._jana_ap..html"
"Parafia pw. Najwyższego Arcykapłana Jezusa Chrystusa","62‑095 Murowana Goślina, ul. Kościelna 16","www.arcykaplan.pl","dgoslina@archpoznan.org.pl","61/812.29.00","ks. Marek CHMARA","7.15, 9.00, 10.30, 12.00, 17.00, 19.00; lipiec-sierpień: 7.15, 9.00, 11.00, 20.00","czas letni: 7.30, 19.00; czas zimowy: 7.30, 18.00","7.15, 9.00, 17.00, 19.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_goslinski/murowana_goslina_par._pw._najwyzszego_arcykaplana_jezusa_chrystusa.html"
"Parafia erygowana w XIII wieku. Kości&oacute;ł wzniesiony w wieku XII, wielokrotnie przebudowywany, z elementami stylu romańskiego, p&oacute;źnogotyckiego i barokowego.","","","","61/ 815.48.00","ks. Sławomir JESSA","7.00, 8.30, 9.30, 11.00, 12.00, 18.00","8.00, 18.00","8.00, 10.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_goslinski/murowana_goslina_par._pw._sw._jakuba_ap..html"
"Parafia pw. św. Mateusza Ew. i Ap.","88‑140 Gniewkowo, Murzynno 12","","","52/351.24.28","ks. Arkadiusz WZIĘCH","Warzyn: 8.00, 9.30; Murzynno: 11.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gniewkowski/murzynno_par._pw._sw._mateusza_ew._i_ap..html"
"Parafia pw. św. Mateusza Ap.","62‑590 Golina, Myślib&oacute;rz 5","","","63/241.80.66","ks. Andrzej CZUBASZEWSKI","9.00, 11.30","czas letni: 18.30; czas zimowy: 16.00","9.00, 16.00 lub 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_golinski/mysliborz_par._pw._sw._mateusza_ap..html"
"Parafia pw. św. Andrzeja Ap.","62-330 Nekla, ul. Poznańska 36","","","61/438.65.01","ks. Wojciech SCHEJN","8.00, 9.15, 10.15, 11.30, 17.00","7.00, 18.00","9.00, 16.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_wrzesinski_i/nekla_par._pw._sw._andrzeja_ap..html"
"Parafia pw. św. Jakuba Ap.","62-220 Niechanowo, ul. R&oacute;żana 54","","","61/427.21.89","ks. Andrzej ZIÓŁKOWSKI","8.30, 11.00, 15.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_witkowski/niechanowo_par._pw._sw._jakuba_ap..html"
"Parafia pw. Wniebowzięcia NMP","62‑110 Niemczyn, Niemczyn 64a","","","67/261.45.44","w pobliskim Kozielsku. Ostateczne podział i usamodzielnienie Niemczyna miało miejsce w 1997 roku.","8.00, 10.00","czas letni: 18.00; czas zimowy: 17.00","10.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_damaslawski/niemczyn_par._pw._wniebowziecia_nmp.html"
"Parafia pw. św. Michała Archanioła","Niestronno, 88-300 Mogilno","","niestronno@gniezno.opoka.org.pl","52/315.85.12","ks. Jerzy ZIĘTEK","8.00, 10.30","17.30","9.30, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/niestronno_par._pw._sw._michala_archaniola.html"
"Parafia pw. św. Andrzeja Ap.","62-300 Września ","","","",":","10.00","poniedziałki, środy, soboty: 16.00","16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_miloslawski/nowa_wies_krolewska_par._pw._sw._andrzeja_ap..html"
"Parafia pw. Niepokalanego Poczęcia NMP","86-060 Nowa Wieś Wielka, ul. Bydgoska 12","","parafia.nowawieswielka@wp.pl","52/381.23.10","ks. Michał STOLARSKI","8.00, 10.00, 11.30, 17.30","czas letni: 8.00, 18.00; czas zimowy: 8.00, 17.00święta zniesione: 8.00, 10.00, 17.00","8.00, 10.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zlotnicki/nowa_wies_wielka_par._pw._niepokalanego_poczecia_nmp.html"
"Parafia pw. św. Katarzyny","62-330 Nekla, Opat&oacute;wko","www.opatowko.pl/","andi@gniezno.opoka.org.pl","61/438.68.10","ks. Andrzej BOHDANOWICZ","8.00, 10.30","17.00","9.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_wrzesinski_i/opatowko_par._pw._sw._katarzyny.html"
