"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. św. Marcina","62-066 Granowo, ul. Szkolna 2","","","61 447-20-15","ks. Jan  Jarzembowski","8:00, 10:00, 12:00, 17:00","18:00, 19:00, pon. 8:00 i 18:00","8:00, 10:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=310"
"Parafia pw. Najświętszego Serca Pana Jezusa","62-065 Grodzisk Wlkp.,Powstańców Chocieszyńskich 1","www.nspj-grodzisk.eu","","61 442-11-12","ks. Władysław  Łapawa","","poniedziałek-piątek,  godz. 17.30 i godz. 18.30","godz. 7.00, godz. 9.00, godz. 10.15, godz.17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=66"
"Parafia pw. św. Faustyny","62-065 Grodzisk Wlkp., os. Wojska Polskiego 108","www.faustynagr.pl","faustyna.gr@archpoznan.pl","61 444-02-44","ks. Jacek  Maćkowiak","godz. 8.00, godz. 11.00, godz. 15.00, Słocin godz. 9.45 lipiec-sierpień godz. 8.00, godz. 11.00, godz. 18.00; Słocin godz. 9.45","godz. 17.30","godz. 10.00, godz. 17.30, godz. 18.30, Słocin 16.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=65"
"Parafia pw. św. Jadwigi","62-065 Grodzisk Wlkp., ul. Kościelna 1","www.jadwigagrodzisk.eu","","61 444-54-45","ks. Marek  Sobkowiak","Klasztor: 10:15 - dla młodzieży, 11:30 - dla dzieci; Fara: 7:00, 8:30, 9:45, 11:00, 12:30, 18:30","Klasztor: 7:30; Fara: 18:30","Klasztor: 7:30, 17:00; Fara: 9:00, 11:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=64"
"Parafia pw. św. Jana Chrzciciela","63-012 Grodziszczko, ul. Centralna 1","","parafiadominowo@wp.pl","61 285-92-76","ks. Zbigniew  Nowaczewski","godz. 11.30","środa godz. 16.00","godz. 11.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=84"
"Parafia pw. św. Barbary","64-000 Kościan, Gryżyna, ul. Zielona 22","","plemar@archpoznan.pl","65 513-02-27","ks. Marian  Plewa","godz. 8.00, godz. 10.00, w m-cu VII i VIII o godz. 11.30 w Ośrodku Wypoczynkowym w Nowym Dębcu","","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=96"
"Parafia pw. św. Apostołów Piotra i Pawła","64-730  Wieleń, Gulcz, ul. Czarnkowska 8","www.parafia-gulcz.pl","","67 256-37-87","ks. Andrzej  Drobiński","godz. 8.00, godz. 11.00","zimą godz. 18.00, latem godz. 19.00","godz. 9.00, zimą godz. 18.00, latem godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=377"
"Parafia pw. św. Kazimierza","62-025 Gułtowy, ul. Pałacowa 8","","","61 818-04-64","ks. Edmund  Jaworski","8:30, 11:00, 15:00","pon.-pt. 17:00; sob. 19:00","10:00, 16:00, 20:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=83"
"Parafia pw. św. Andrzeja Ap.","62-053 Iłówiec 14","www.ilowiec.archpoznan.pl","ilowiec@archpoznan.pl","61 282-61-29","ks. Stanisław  Wiatrowski","sobota godz. 17.30 (pora letnia 18.30); niedziela: godz. 8.30, godz. 11.00","godz. 18.30 (pora zimowa godz. 17.30)","godz. 10.00, godz. 18.30 (pora zimowa 17.30)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=309"
"Parafia pw. NMP Szkaplerznej","62-025 Iwno, ul. Zdrojowa 2","","","61 817-85-21","ks. Mariusz  Janc","9:00, 11:00","18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=82"
"Parafia pw. Najświętszego Serca Pana Jezusa","64-308 Jabłonna, ul. Kościelna 10","","jablonna@archpoznan.pl","61 444-31-95","ks. Stanisław  Wieszczeciński","08:00, 11:00","18:00, środa 7:30","10:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=63"
"Parafia pw. św. Marii Magdaleny","63-233 Jaraczewo, ul. Jarocińska 16","","","62 740-80-12","ks. Stefan  Czarnecki","godz. 8.30, godz. 10.30, godz. 18.00","godz. 18.00","godz. 8.30, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=19"
"Parafia pw. Matki Boskiej Królowej Korony Polskiej","64-334 Jastrzębsko Stare, ul. Szeroka 5","","","61 441-12-26","ks. Jędrzej  Pochylski","8:30, 10:30","w środę o 7:00 w pozostałe dni tygodnia o 18:00","10:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=151"
"Parafia pw. św. Barbary","63-111 Jaszkowo, ul. Parkowa 4","www.jaszkowo-manieczki.pl/","parafia@jaszkowo-manieczki.pl","61 282-08-64","ks. Wojciech  Kryza","Manieczki godz. 8.00, godz. 11.00; Jaszkowo godz. 9.30","Manieczki: godz. 18.00 lato; godz. 17.00 zima; Jaszkowo w czwartek godz. 19.00 lato; godz. 18.00 zima","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=358"
"Parafia pw. św. Kazimierza","64-010 Krzywiń, Jerka, ul. 3 Maja 17","","","65 517-83-68","ks. Krzysztof  Królik","8:00, 11:00; Zbęchy 9:30","poniedziałek, środa, piątek, sobota - 18:00; wtorek czwartek - 8:30","10:00, 16:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=121"
"Parafia pw. św. Michała Archanioła","64-117 Jezierzyce Kościelne 61","","","65 533-15-78","","18.00 (w sobotę), 9.00","wtorek, czwartek - 18.00","16.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=370"
"Parafia pw. Wszystkich Świętych","63-810 Borek Wlkp., Jeżewo 9","","jezewo@archpoznan.pl","65 571-66-64","ks. Marek  Brdęk","8:30, 10:30","17:00 (XI-II), 18:00 (III-X)","10:00 i 18:00 w okresie letnim; 17:00 w okresie zimowym","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=17"
"Parafia pw. św. Elżbiety","63-930 Jutrosin, ul. Kościuszki 10","","jutrosin@go2.pl","65 547-14-09","ks. Tadeusz  Jaskuła","7:30, 9:00, 10:30, 16.00","latem: 18:00, 19:00; sobota: 17:30, 19:00; zimą: 17:00, 18:00; sobota: 17:00, 18:30","7:00, 10:00; latem: 17:00, 19:00; zimą: 16:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=74"
"Parafia pw. św. Marcina","64-131 Kaczkowo 9","www.videa.com.pl/kaczkowo","prostak@archpoznan.pl","65 538-81-65","ks. Piotr  Derda","8:00, 11:00; Jabłonna: 9:30","01.V-30.IX 18:30; 01.X-30.IV 18:00","9:00, 18:00 (lub 18:30 - zależnie od terminu); Jabłonna: 17:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=297"
"Parafia pw. św. Wawrzyńca","64-061 Kamieniec Poznański, ul. Grodziska 4","","","61 443-00-20","ks. Krzysztof  Rozmiarek","jesień-zima godz. 7.30, godz. 10.30 wiosna-lato godz. 7.30, godz. 10.30","jesień-zima godz. 18.00 wiosna-lato godz. 19.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=62"
"Parafia pw. Bł. Matki Teresy z Kalkuty","62-023 Kamionki, ul. Mostowa 45","http://www.mtkamionki.pl","","+48 61 87-88-010","ks. Jakub  Lechniak","o godz. 8.00 (z wyjątkiem I dnia świąt Bożego Narodzenia i Wielkanocy), 10.00, 12.00 (z udziałem dzieci) i 19.00","19.00 (Roraty o 18.00)","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1210"
"Parafia pw. Narodzenia NMP","64-421 Kamionna, il. Kościelna 5","","","95 748-18-11","ks. Rafał  Jarmuż","8:30, 11:30; Głażewo 10:00","18:00","18:00; Głażewo 16:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=161"
"Parafia pw. św. Wojciecha","64-234 Przemęt, Kaszczor, ul. Cysterska 4","","","65 549-90-89","ks. Marian  Szymański","Kaszczor: 8:00, 18:00; Wieleń 10:30 (w lipcu i sierpniu także o 19:00)","Kaszczor: 18:00; Wieleń w lipcu i sierpniu o 19:30","Kaszczor: 8:00, 18:00; Wieleń 10:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=269"
"Parafia pw. Narodzenia NMP","64-530 Kaźmierz, ul. Kościelna 4","www.parafiakazmierz.pl","","61 291-82-96","ks. Krzysztof  Musiał","godz. 7.00, godz. 9.00, godz. 10.45, godz. 12.15, godz. 18.00","godz. 8.00, godz. 18.00","godz. 8.00, godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=329"
"Parafia pw. Niepokalanego Serca NMP","64-307 Kąkolewo","","","61 441-16-20","ks. Roman  Nowak","godz. 8.30, godz. 11.00","","godz. 8.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=61"
"Parafia pw. Wszystkich Świętych","64-121 Kąkolewo, ul. Krzywińska 8","","","65 534-21-22","ks. Ryszard  Kuchta","sob. - godz. 18.00; nd. godz. 7.30, godz. 9.00, godz. 11.00","godz. 18.00","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=296"
"Parafia pw. św. Bartłomieja","64-223 Kębłowo, ul. Stradyńska 2","www.parafiakeblowo.pl","swbartlomiej@archpoznan.pl","68 384-19-97","ks. Andrzej  Kruś","","godz.18.00 w okresie letnim o godz. 19.00","godz. 8.00, godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=389"
"Parafia pw. św. Józefa","62-004 Kicin, ul. Kościelna 2","","","61 812-70-22","ks. Andrzej  Magdziarz","8:00. 10:00, 12:00, 18:00; w lipcu i sierpniu: 8:00, 11:00, 18:00","18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=42"
"Parafia pw. Najświętszego Serca Jezusa i św. Anny","64-607 Kiszewo 44","www.parafiakiszewo.pl","","61 297-10-26","ks. Michał  Krych MSF","Kiszewo: 8:00, 11:00; Stobnica: 9:30; Bąblin: 7:00, 9:30, 18:30","Kiszewo 18:00; Bąblin 7:00","Kiszewo 18:00; Bąblin 7:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=182"
"Parafia pw. Wszystkich Świętych","63-005 Kleszczewo, ul. Lipowa 3","","kleszczewo@archpoznan.pl","61 875-01-54","","godz. 8.30, godz. 10.30,","godz. 18.00, sobota i czwartek godz. 17.00 - Nagradowice","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=81"
"Parafia pw. Świętego Krzyża","62-006 Kobylnica, ul. Polna 1","www.kobylnica.archpoznan.pl","kobylnica@archpoznan.pl","61 817-44-18","ks. Tadeusz  Peliński","godz. 8.30, godz. 10.00, godz. 11.30","godz. 18.00","godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=319"
"Parafia pw. Narodzenia NMP","63-041 Kolniczki","","","61 287-54-24","ks. Ryszard  Fabisz","","","godz. 10.00, latem godz. 19.00; zimą godz. 16.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=169"
"Parafia pw. Narodzenia NMP","63-910 Kołaczkowice 28","","","65 547-78-77","ks. Piotr  Przydrożny","8.00; 11.15 (kościół parafialny) i 10.00 (kaplica w Dłoni)","Kościół parafialny: godz. 18 (z wyjątkiem wtorku); kaplica w Dłoni: wtorek i sobota godz. 17","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=73"
"Parafia pw. św. Andrzeja Ap.","62-052 Komorniki, ul. Kościelna 32","","","61 810-76-35","ks. Adam  Skrzypczak","godz. 7.30, godz. 9.00, godz. 11.00, godz. 12.15, godz. 18.00 w Rosnówku godz. 9.30","godz. 18.30","godz. 10.00, godz. 16.00, godz. 18.30 w Rosnówku godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=143"
"Parafia pw. św. Michała Archanioła","63-912 Konary","","","05 547-77-77","ks. Hieronim  Murawa","godz. 8.30, godz. 10.30, godz. 18.00","godz. 7.30","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=72"
"Parafia pw. św. Marcina","62-071 Konarzewo, ul. Kościelna 2","www.parafiakonarzewo.pl","","61 814-80-41","ks. Krzysztof  Różański","sobota godz. 18.00; niedziela godz. 8.00, godz. 10.30, godz. 18.00 - Konarzewo; Dopiewiec godz. 12.00","godz. 18.00, z wyjątkiem wtorku godz. 9.00","Konarzewo: godz. 8.00, godz. 18.00, Dopiewiec: godz. 16.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=308"
"Parafia pw. św. Andrzeja Apostoła","64-061 Konojad, ul. Kościelna 3","","","61 443-15-80","ks. Ziemowit  Stodulny","sobota godz. 18.00; niedziela godz. 8.00, godz. 10.30","","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=95"
"Parafia pw. NMP Wniebowziętej","64-225 Kopanica","www.kopanica.archpoznan.pl","kmizerski@wp.pl","68 384-05-29","ks. Wojciech  Szałata","godz. 8.00, godz. 10.00, godz. 11.30","godz. 18.00","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=404"
"Parafia pw. Błogosławionej Jolanty","62-025 Kostrzyn,  Andrzejewo 1","","","61 818-97-74","ks. Roman  Gajewski","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=80"
"Parafia pw. św. Ap. Piotra i Pawła","62-025 Kostrzyn Wlkp., ul. Średzka 8","www.parafia-kostrzyn.pl","parafia-kostrzyn@wp.pl","61 817-81-95","ks. Krzysztof  Kaczmarek","7.30, 9.00, 10.30, 12.00 (z udziałem dzieci), 18.00 (z udziałem młodzieży)","7.00, 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=79"
"Parafia pw. św. Katarzyny i Najświętszego Serca Jezusowego","63-022 Koszuty","","","61 285-10-25","ks. Marian  Antoniewicz","","","godz. 8.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=105"
"Parafia pw. Ducha Świętego","64-000 Kościan, pl. Niezłomnych 1","www.duchswiety.net","parafia@duchswiety.net","65 512-11-22","ks. Czesław  Małycha","8.00,   9.30,  11.00,  12.00  i  16.00. Msza św. o godz. 12.00 w kościele Ducha Św. a pozostałe w kościele Pana Jezusa. Dodatkowo w lipcu i sierpniu Msze św. w niedziele i święta o godz. 20.00 w kościele Ducha Św.","","7.30,   9.30,  11.00,   16.00,  17.00  i  18.00. Msza św. o godz. 7.30 w kościele Ducha Św. a pozostałe w kościele Pana Jezusa.","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=94"
"Parafia pw. NMP Wniebowziętej","64-000 Kościan, ul. Kościelna 1","www.fara.koscian.pl","farakosc@neostrada.pl","65 511-91-57","ks. Czesław  Bartoszewski","Fara godz. 7.00, godz. 9.00, godz. 10.30, godz. 11.45, godz. 13.00, godz. 18.00; Szpital Miejski: godz. 9.00; Szpital Wojewódzki godz. 9.30; Widziszewo godz. 10.30; Kokorzyn godz. 11.00","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=93"
"Parafia pw. św. Brata Alberta Chmielowskiego","64-000 Kościan, os. Jagiellońskie 1","www.albert.anv.pl","","65 511-98-08","ks. Paweł  Książkiewicz","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=92"
"Parafia pw. św. Karola Boromeusza","64-000","www.boromeusz.koscian.pl","","720 112 714","ks. Paweł  Pospieszny","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1206"
"Parafia pw. Matki Bożej Fatimskiej","62-028 Koziegłowy, os. Leśne 5","www.mbfatim.archpoznan.pl/","mbfatim@archpoznan.pl","61 811-11-12","ks. Błażej  Stróżycki","godz. 8.00, godz. 10.00, godz. 11.30, godz. 13.00 (oprócz lipca i sierpnia), godz. 18.00 (oprócz lipca i sierpnia), godz. 20.00","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=41"
"Parafia pw. św. Brata Alberta","62-028 Koziegłowy, ul. Kwiatowa 9","www.albertus.poznan.opoka.org.pl","bratalbert@poznan.opoka.org.pl","535-255-435","ks. Eugeniusz  Raubo","godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15 (oprócz lipca i sierpnia), godz. 17.00","godz. 18.00","godz. 17.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=40"
"Parafia pw. Wszystkich Świętych","62-035 Kórnik, ul. Średzka 1","www.wskornik.pl","kornik@archpoznan.pl","61 817-01-62","ks. Grzegorz  Zbączyniak","godz. 7.30, godz. 9.00, godz. 10.30 (dla dzieci), godz. 12.00, godz. 18.00 Pierzchno: godz. 10.00","godz. 7.00, godz. 8.30, godz. 18.00","godz. 7.00, godz. 8.30, godz. 16.30, godz. 18.00 Pierzchno: godz. 16.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=104"
"Parafia pw. św. Jana Chrzciciela","63-006 Krerowo 3","","","61 817-61-50","ks. Stanisław  Kaczmarek","godz. 8.00, godz. 9.45, godz. 11.15","godz. 18.00 (okres letni 19.00)","godz. 9.00, godz. 16.00, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=349"
"Parafia pw. św. Mikołaja","63-840 Krobia, ul. Biskupiańska 3","","","65 571-17-36","ks. Jan  Reszelewski","sobota godz. 18.00","godz. 9.00, godz. 18.00","godz. 7.00, godz. 9.00, godz. 11.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=115"
"Parafia pw. Matki Boskiej Częstochowskiej","62-050 Mosina, Krosno, ul. Główna 41","","bolkrys@poczta.onet.pl","61 813-63-74","ks. Paweł  Kujawa","8:30, 10:30(z udziałem dzieci), 19:00","18:30, we wtorki 8:30","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=142"
"Parafia pw. św. Wojciecha","64-706 Kruszewo, ul. Dworcowa 5","www.parafia.kruszewo.eu","","67 28-39-128","ks. Jerzy  Ranke","godz. 8.15, godz. 9.30, godz. 11.00, godz. 13.00","Zima godz. 17.00, Lato godz. 19.00","godz. 8.15, godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=33"
"Parafia pw. NMP Śnieżnej","64-117 Krzycko Małe, ul. Główna 88","www.parafiakrzycko.pl","krzyckomale@archpoznan.pl","65 533-15-85","ks. Artur  Rembalski","sobota - 18.00 (z udziałem młodzieży), niedziela: 8.30, 10.00, 11.30 (z udziałem dzieci)","18.00 (wiosna i lato), 17.00 (jesień i zima)","10.00, 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=369"
"Parafia pw. św. Mikołaja Bpa","64-010 Krzywiń, ul. Kościelna 10","www.parafiakrzywin.wolfnet.pl","list_mikolaja@wp.pl","65 517-05-39","ks. Józef  Srogosz","8:00, 9:30, 11:00","8:00 lub 18:00","9:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=120"
"Parafia pw. NMP Wniebowziętej i św. Mikołaja","63-130 Książ Wlkp., ul. Świerczewskiego 26","","","61 282-25-29","ks. Andrzej  Dolski","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=168"
"Parafia pw. św. Antoniego Padewskiego","63-130 Książ Wlkp., ul. Niepodległości 7","","","61 282-25-72","ks. Andrzej  Wujek","8:00, 11:00, 18:00; Gogolewo 9.30","18:00 (17:45 - okazja do spowiedzi św.)","Książ 18.00; Gogolewo 16.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=167"
"Parafia pw. św. Andrzeja Ap.","63-802 Kunowo 34","","","65 571-82-09","ks. Leon  Kamiński","godz. 8.30, godz. 10.30","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=50"
"Parafia pw. Zmartwychwstania Pańskiego","64-316 Kuślin, ul. Emilii Sczanieckiej 10","","","61 447-30-20","ks. Sławomir  Kramarczyk","9:00, 11:00","18:00","10:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=26"
"Parafia pw. św. Michała Archanioła","64-420 Kwilcz, ul. Kard. Stefana Wyszyńskiego 42","www.kwilcz.archpoznan.pl","kwilcz.probostwo@archpoznan.pl","61 291-53-20","ks. Jan  Kasztelan","7:30, 10:15, 11:30, 18:00; Kurnatowice i Miłostowo 9:00 (w czasie wakacji w Kwilczu nie ma Mszy o 11:30 w tym czasie jest w Miłostowie)","17:00, 18:00","9:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=160"
"Parafia pw. Niepokalanego Poczęcia NMP","64-100 Lasocice, ul. Kościelna 44","www.lsolasocice.pl.tl","","65 533-81-25","ks. Józef  Wilk","8.00, 10.30","18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=368"
"Parafia pw. NMP Wniebowziętej","64-100 Leszno, ul. Czarnoleska 1a","","","65 527-00-58","ks. Robert  Kmieciak","godz. 8.00, godz. 9.30, godz. 11.00","pon. godz. 18.00, wt. godz. 7.00, śr. godz. 18.00, czw. godz. 18.00, pt. godz. 18.00, sob. godz. 8.00, godz.18.00","godz. 7.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=133"
"Parafia pw. św. Antoniego","64-100 Leszno, ul. Kąkolewska 1","www.swantoni.leszno.net","parafia@swantoni.leszno.net","65 520-24-03","ks. Maciej  Grześ","godz. 7.00, godz. 8.30 (młodzieżowa), godz. 10.00, godz. 11.30 (z udziałem dzieci), godz. 18.00","godz. 7.00, godz. 18.00","godz. 7.00, godz. 10.00, godz. 17.00, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=132"
"Parafia pw. św. Jana Chrzciciela","64-100 Leszno, ul. B. Chrobrego 32","www.jan.chrzciciel.leszno.pl","marzecki@archpoznan.pl","65 520-26-68","ks. Władysław  Marzęcki","7:00, 8:00, 9:00 &#8211; dla młodzieży, 10:00 &#8211; dla dzieci, 11:00, 12:15, 15:30, 18:00","6:30, 7:00, 8:00, 18:00","6:30, 7:00, 8:00, 9:00, 10:00, 16:00 &#8211; dla dzieci, 17:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=131"
"Parafia pw. św. Józefa","64-100 Leszno, ul. Św. Józefa 1","http://jozefleszno.archpoznan.pl","jozefleszno@archpoznan.pl","65 520-65-50","ks. Tadeusz  Naskręt","7:00, 8:00, 9:30, 11:00, 12:30, 18:30","8:00, 17:30, 18:30","8:00, 9:30, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=130"
"Parafia pw. św. Kazimierza","64-100 Leszno, Al. Konstytucji 3 Maja 5","","pakazm@archpoznan.pl","65 526-76-87","ks. Grzegorz  Robaczyk","7:00, 8:00,  9:30, 10:45, 12:00, 16:00, 20:00; sobota 18:00","7:00, 18:00, 19:00","7:00, 9:00, 17:00, 18:00, 20:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=129"
"Parafia pw. św. Maksymiliana Marii Kolbego","64-100 Leszno, ul. B. Jeziorkowskiej 104","www.swmaksymilian.leszno.pl","","65 529-05-08","ks. Mieczysław  Jarczewski","8:00, 9:30 - dla dzieci, 11:00, 16:00 (oprócz lipca i sierpnia)","18:30","8:00, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=128"
"Parafia pw. św. Mikołaja","64-100 Leszno, ul. Kościelna 18","www.kolegiata.leszno.pl","","65 520-25-75","ks. Jan  Majchrzak","7:30, 9:00, 10:00, 11:30, 13:00, 18:30","7:00, 8:00, 18:30; w lipcu i sierpniu: 8:00, 18:30","7:00, 8:30, 10:00, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=127"
"Parafia pw. Świętego Krzyża","64-100 Leszno, pl. Metziga 19","www.krzyz.leszno.pl","leszno.krzyz@archpoznan.pl","65 529-91-24","ks. Zbigniew  Rzeźnik","godz. 7.00, godz. 9.00, godz. 10.45, godz. 12.00, godz. 19.00","godz. 7.00, godz. 18.30","godz. 7.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=126"
"Parafia pw. św. Mikołaja","Lewice","","","","","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=159"
"Parafia pw. Narodzenia NMP","64-720 Lubasz, pl. ks. J. Kędzierskiego 2","www.sanktuariumlubasz.pl","sanktuarium-lubasz@wp.pl","67 255-60-11","ks. Mirosław  Wawrzyniak","godz. 7.30, godz. 9.30, godz. 11.30, godz. 16.00; Filie - Krucz godz. 9.30, Jędrzejewo godz. 10.30","godz. 17.30, godz. 18.00; środa: godz. 9.00 z nowenną, godz. 17.30, godz. 18.00 z nowenną","godz. 10.00, godz. 16.00, godz. 18.00, Jędrzejewo 16:30, Kurcz 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=32"
"Parafia pw. Narodzenia NMP","64-007 Lubiń, ul. Mickiewicza 6","","","65 517-72-22 w. 332","ks. Kornel  Filipowski OSB","7:30, 9:30, 11:30; kaplica Bieżyń: 10:30","7:15, 17:30 (czas zimowy) , 18:30 (czas letni)","7:30, 10:00, 17:30 (czas zimowy), 18:30 (czas letni)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=119"
"Parafia pw. św. Jana Pawła II","62-030 Luboń, ul. Źródlana","","","","ks. Paweł  Dąbrowski","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1208"
"Parafia pw. św. Barbary","62-031 Luboń, ul. Edmunda Bojanowskiego 8","www.barbara.lubon.pl","","61 813-04-21","ks. Bernard  Cegła","7:30, 9:00, 10:00, 11:15 z udziałem dzieci, 12:30, 16:00, 18:00, 20:00 dla młodzieży","7:00, 9:00, 18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=141"
"Parafia pw. św. Jana Bosko","62-030 Luboń, ul. Jagiełły 11","","bosko@archpoznan.pl","61 813-04-51","ks. Karol  Biniaś","7:00, 8:30, 10:00, 12:00, 18:00","7:00, 18:00","7:00, 8:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=140"
"Parafia pw. św. Maksymiliana Marii Kolbego","62-030 Luboń, ul. 1 Maja 4","www.swmaksymilian.archpoznan.pl","lubmax@archpoznan.pl","61 813-06-70","ks. Józef  Majchrzak","8:00, 9:30, 11:00 - dla dzieci, 12:30, 18:00 (w Wielkim Poście o 16:45, a w wakacje o 20:00)","8:00, 18:00; w lipcu i sierpniu 18:00","8:00, 9:30, 16:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=139"
"Parafia pw. Nawiedzenia NMP","64-423 Lubosz, ul. Powst. Wlkp.","","","61 291-10-40","ks. Jarosław  Foltyniewicz","sobota godz. 18.00, niedziele godz. 7.30, godz. 11.00; Mościejewo godz. 9:30","godz. 17.30; Mościejewo piątek 16:30","godz. 8.30, godz. 17.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=191"
