"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Matki Bożej Królowej Polski","","32-709 Drwinia 71,","32-709 Drwinia 71,","","drwinia@diecezja.tarnow.pl","12-28-17-065","ks. mgr Roman Kopacz","8:00, 10:00, 15:30","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/314-drwinia"
"Wniebowzięcia NMP","","Dulcza Mała 38 b, 39-310 Radomyśl Wielki,","Dulcza Mała 38 b, 39-310 Radomyśl Wielki,","","dulcza_mala@diecezja.tarnow.pl","14-68-19-899","ks. Krzysztof Tworzydło","8:00, 10:30, 16:00","7:00 lub 19:00 (17:30)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/315-dulcza-mala"
"Trójcy Przenajświętszej","","Dulcza Wielka 47, 39-312 Żarówka,","Dulcza Wielka 47, 39-312 Żarówka,","","dulcza_wielka@diecezja.tarnow.pl","14- 68-29-685","ks. dr Andrzej Ślusarz","7:30, 10:30, 15:00","18:00 (17:00), sob. 6:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/316-dulcza-wielka"
"Matki Boskiej Częstochowskiej","","Dzierżaniny, 32-842 Paleśnica,","Dzierżaniny, 32-842 Paleśnica,","","dzierzaniny@diecezja.tarnow.pl","14- 66-54-198","ks. Wojciech Kościółek","8:00, 11:00, 16:00","19:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/317-dzierzaniny"
"Nawiedzenia Najśw. Maryi Panny","","Długołęka-świerkla 40, 33-386 Podegrodzie","Długołęka-świerkla 40, 33-386 Podegrodzie","","dlugoleka_swierkla@diecezja.tarnow.pl","18-44-58-347","ks. mgr Marcin Zawiślak","8:00, 10:30, 16:00 (15:00)","6:30, środa 19:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/309-dlugoleka-swierkla"
"Matki Bożej śnieżnej","","32-841 Filipowice 89,","32-841 Filipowice 89,","","filipowice@diecezja.tarnow.pl","14- 66-55-132","ks. mgr Piotr Pabis","7:00, 10:30, Ruda 8:30","7:00 lub 16:30 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/f/318-filipowice"
"Najświętszego Serca Pana Jezusa","","33-332 Florynka 58,","33-332 Florynka 58,","","florynka@diecezja.tarnow.pl","18- 44-71-670","ks. Mariusz Tomaka SCJ","7:30, 11:00, 17:00, Wawrzka 9:00","7:00, 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/f/319-florynka"
"Najśw. Maryi Panny Częstochowskiej","","Gaboń 221, 33-388 Gołkowice Dolne,","Gaboń 221, 33-388 Gołkowice Dolne,","http://www.parafiagabon.pl","gabon@diecezja.tarnow.pl","18-44-63-697","ks. mgr Jerzy Kulpa","7.00 , 10.00 , 16.00","W niedziele : godz. 7.00 , godz. 10.00 , godz. 16.00. W dni powszednie: poniedzia3ek, wtorek, czwartek , sobota - godz. 6.30; środa i piątek - godz. 18.00 (w czasie zimowym - godz. 17.00). W okresie wakacji, w dni powszednie codziennie o godz. 19.00.","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/320-gabon"
"św. Andrzeja Boboli","","Gawłów 1, 32-711 Bogucice,","Gawłów 1, 32-711 Bogucice,","","gawlow@diecezja.tarnow.pl","14- 61-29-764","Ks. mgr Jerzy Tokarz","7:00, 11:30, 15:00, Ostrów Szlach. 8:45, 10:15","6:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/321-gawlow"
"Matki Bożej Bolesnej","","Gierczyce 10, 32-744 Łapczyca,","Gierczyce 10, 32-744 Łapczyca,","","gierczyce@diecezja.tarnow.pl","14- 61-27-311","ks. mgr Stanisław Pilch","7:00, 9:00, 13:30","pon., śr., pt. 18:00, wt., czw., sob. 6:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/322-gierczyce"
"św. Marcina Biskupa","","32-864 Gnojnik 7","32-864 Gnojnik 7","http://www.parafia-gnojnik.pl/","gnojnik@diecezja.tarnow.pl","14- 68-69-390","ks. mgr Marian Zapiór","7:30, 9:00, 10:30, 16:00","6:30, śr., pt. 19:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/324-gnojnik"
"Chrystusa Króla","","Góra Motyczna 142, 39-204 Żyraków,","Góra Motyczna 142, 39-204 Żyraków,","","gora_motyczna@diecezja.tarnow.pl","14- 67-68-125","ks. mgr Marian Górowski","8:00, 11:00","6:30 lub 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/328-gora-motyczna"
"ścięcia św. Jana Chrzciciela","","Góra św. Jana 90, 34-623 Szczyrzyc,","Góra św. Jana 90, 34-623 Szczyrzyc,","http://www.goraswjana.republika.pl/","gora_swietego_jana@diecezja.tarnow.pl","18- 33-20-066","ks. Jan Ligas","7:30, 10:00, 15:00, ","6:30, 17:00 (lato 18:30)",": 7:00, 10:00, 17:00 (lato 18:00)","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/329-gora-sw-jana"
"Najświętszego Serca Pana Jezusa","","39-306 Górki Mieleckie 12,","39-306 Górki Mieleckie 12,","","gorki@diecezja.tarnow.pl","17- 58-38-041","ks. mgr Kazimierz Skrzypek","7:30, 10:30, 15:00","6:30 lub 19:00 (18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/330-gorki"
"św. Grzegorza Papieża","","Gorzejowa 128, 39-231 Siedliska Bogusz","Gorzejowa 128, 39-231 Siedliska Bogusz","http://www.gorzejowa.diecezja.tarnow.pl","gorzejowa@diecezja.tarnow.pl","14- 68-13-230","ks. mgr Stanisław Oleksyk","7:00 i 10:00, Jaworze - 8:30, Gębiczyna - 11:10","18:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/326-gorzejowa"
"św. Urszuli z Towarzyszkami","","Gosprzydowa 45, 32-864 Gnojnik,","Gosprzydowa 45, 32-864 Gnojnik,","http://www.gosprzydowa.pl/","gosprzydowa@diecezja.tarnow.pl","14- 66-48-202","ks. mgr Krzysztof Klimczak","7:30, 11:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/327-gosprzydowa"
"św. Antoniego Padewskiego","","Gołkowice Górne 41, 33-388 Gołkowice Dolne,","Gołkowice Górne 41, 33-388 Gołkowice Dolne,","http://www.golkowice.tarnow.opoka.org.pl/","golkowice@diecezja.tarnow.pl","18- 44-63-636","ks. mgr Kazimierz Koszyk","7:00, 8:00 - kaplica w Skrudzinie, 9:00, 10:30, 12:00, 16:00 (15:00 w okresie zimowym)","6:30, 18:00, w kaplicy w Skrudzinie w środę i piątek o godz. 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/325-golkowice"
"Niepokalanego Serca Najśw. Maryi Panny","","Grabno 279, 32-830 Wojnicz,","Grabno 279, 32-830 Wojnicz,","","grabno@diecezja.tarnow.pl","14- 67-91-814","ks. mgr kan. Marian Urbański","7:00, 11:00, 16:00, Milówka 9:00, 15:00","7:00, 17:00, Milówka 7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/331-grabno"
"Wniebowzięcia Najśw. Maryi Panny","","33-260 Gręboszów 2,","33-260 Gręboszów 2,","http://www.greboszow.diecezja.tarnow.pl","greboszow@diecezja.tarnow.pl","14- 64-16-014","Ks. mgr Wiesław Babiarz","8.00, 10.30, 15.00","6:30, śr. 6:30, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/332-greboszow"
"Imienia Najśw. Maryi Panny","","Grobla 15, 32-009 Drwinia","Grobla 15, 32-009 Drwinia","","grobla@diecezja.tarnow.pl","12- 28-17-084","ks. mgr Antoni Zoń","8:00, 9:30, 11:00, 16:00","6:30, 7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/333-grobla"
"Najświętszego Serca Pana Jezusa","","Gródek 49, 38-330 Stróże,","Gródek 49, 38-330 Stróże,","","grodek@diecezja.tarnow.pl","18-44-74-212","ks. mgr Jacek Kmiecik","7:00, 9:00, 11:00","7:00, pn., śr., pt. 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/335-grodek"
"Najświętszej Maryi Panny Królowej","","33-318 Gródek n. Dunajcem 135","33-318 Gródek n. Dunajcem 135","","grodek1@diecezja.tarnow.pl","18-44-01-069","ks. Władysław Mucha","7:00, 10:00, 18:00 (15:00)","6:30, śr., pt. 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/336-grodek-n-dunajcem"
"Najśw. Maryi Panny Królowej","","33-180 Gromnik,","ul. Dąbrowa 1,, 33-180 Gromnik,","http://gromnik0.republika.pl/","gromnik@diecezja.tarnow.pl","14- 65-14-225","Ks. dr Andrzej Jedynak","7:00, 9:00, 11:00, 12:15, 17:00","6:00, 6:30 i wieczorem 17:00 ( w zimowej porze 17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/334-gromnik"
"Miłosierdzia Bożego","","Grudna Górna 86, 39-232 Grudna Dolna,","Grudna Górna 86, 39-232 Grudna Dolna,","","grudna_gorna@diecezja.tarnow.pl","14- 68-35-936","ks. Marian Czech","8:00, 10:30, 15:30","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/337-grudna-gorna"
"św. Maksymiliana M. Kolbego","","Gruszów Wielki 205, 33-200 Dąbrowa Tarnowska,","Gruszów Wielki 205, 33-200 Dąbrowa Tarnowska,","","gruszow_wielki@diecezja.tarnow.pl","14- 64-21-487","ks. mgr Józef Szczęśniak","7:30, 10:00, 15:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/338-gruszow-wielki"
"św. Katarzyny PM","","33-330 Grybów,","ul. Kościelna 3,, 33-330 Grybów,","http://www.grybow.diecezja.tarnow.pl","grybow_par@diecezja.tarnow.pl","18- 445-02-62","ks. mgr Ryszard Sorota","6:30, 8:00, 9:30, 11:00, 18:00 (17:00), Podjaworze 8:00, Podchełmie 9:30, Zagórze 11:00","6:30, 7:00, 7:30, 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/339-grybow"
"św. Marcina Biskupa","","34-450 Grywałd,","ul. Kościelna 6,, 34-450 Grywałd,","http://www.grywald.diecezja.tarnow.pl/","grywald@diecezja.tarnow.pl","18-26-23-827","ks. Józef Bania","8:00, 11:00, 15:30, Hałuszowa 9:30","pon., śr., pt. 18.00 (w czasie zimowym od października począwszy o 17.00); wt. i czk o 6.30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/340-grywald"
"Wniebowzięcia NMP","","39-208 Gumniska 110,","39-208 Gumniska 110,","http://www.gumniska.diecezja.tarnow.pl","gumniska@diecezja.tarnow.pl","14- 68-16-682","ks. Czesław Frączek","7:00, 10:00, 14:00, Głobikowa: 8:45, 11:45","Zmiennie - info na www parafii","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/341-gumniska"
"św. Katarzyny PM","","32-855 Gwośdziec 46,","32-855 Gwośdziec 46,","","gwozdziec@diecezja.tarnow.pl","14- 66-59-539","ks. mgr lic. Rafał Cisowski","8:00, 10:30,","6:30 (18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/342-gwozdziec"
"Trójcy Przenajświętszej","","Sucha Struga 141, 33-350 Piwniczna Zdrój,","Sucha Struga 141, 33-350 Piwniczna Zdrój,","","glebokie@diecezja.tarnow.pl","18- 44-64-330","Ks. mgr Ryszard Rutkowski","7:00, 9:30, 15:00,","7:00, wt., śr., pt. 19:00 (jesień 18:00, 16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/g/323-glebokie"
"Podwyższenia Krzyża św.","","Iwkowa 12, 32-861 Iwkowa","Iwkowa 12, 32-861 Iwkowa","","iwkowa@diecezja.tarnow.pl","14-68-44-327","Ks. mgr Józef Gurgul","7:00, 9:00, 11:00, 15:00","7:00, 17:00 (18:00, 19:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/i/343-iwkowa"
"św. Prokopa Opata","","32-851 Jadowniki Podgórne,","ul. św. Prokopa 53,, 32-851 Jadowniki Podgórne,","","jadowniki@diecezja.tarnow.pl","14-66-31-753","ks. mgr Tadeusz Górka","7:00, 9:00, 10:15, 11:30, 15:30, 15:00 nieszpory, Bocheniec 16:00 (V-X)","6:30, 7:00, 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/344-jadowniki"
"Niepokalanego Serca Najśw. Maryi Panny","","33-271 Jadowniki Mokre 320,","33-271 Jadowniki Mokre 320,","","jadowniki_mokre@diecezja.tarnow.pl","14-64-17-550","ks. mgr Bogdan Walerowski","8:00, 10:30, 15:00","6:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/345-jadowniki-mokre"
"św. Augustyna Bpa","","Jamy Wielkie 30, 39-308 Wadowice Górne","Jamy Wielkie 30, 39-308 Wadowice Górne","","jamy_wielkie@diecezja.tarnow.pl","14-68-37-303","Ks. Józef Kołek","7:00, 10:30, Małec 9:00","6:30, śr. 17:00, czw. 7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/346-jamy-wielkie"
"Najświętszego Serca Pana Jezusa","","Jankowa 110, 38-350 Bobowa,","Jankowa 110, 38-350 Bobowa,","","jankowa@diecezja.tarnow.pl","18-35-14-095","Ks. Piotr Pośliński","7:30, 9:30, 14:30 (15:30)","7:00, środa 16:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/347-jankowa"
"Podwyższenia Krzyża św.","","33-115 Janowice 30,","33-115 Janowice 30,","","janowice@diecezja.tarnow.pl","14-67-99-003","ks. Piotr Stelmach","7:00, 10:30, 16:00, Lubinka 9:00","7:00, 18:00 (16:30)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/348-janowice"
"św. Jana Chrzciciela","","Janowiec 10a, 39-312 Żarówka,","Janowiec 10a, 39-312 Żarówka,","","janowiec@diecezja.tarnow.pl","14-68-36-321","Ks. mgr Henryk Juszczyk","7:30, 10:30, (15:30)","7:00, śr., pt. 17:00 (18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/349-janowiec"
"Najśw. Maryi Panny Wniebowziętej","","Jasień 34, 32-800 Brzesko,","Jasień 34, 32-800 Brzesko,","","jasien@diecezja.tarnow.pl","14-66-31-485","ks. dr Bogusław Seremet","7:00, 9:00, 11:00, 16:00 (15:00)","6:30, 7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/351-jasien"
"Imienia Maryi","","Jasienna 164, 33-322 Korzenna,","Jasienna 164, 33-322 Korzenna,","","jasienna@diecezja.tarnow.pl","18-44-17-055","Ks. mgr Edward Litak","7:30, 10:30, nieszpory 16:00","pon., śr., pt. 18:00, wt., czw., sob. 7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/350-jasienna"
"św. Bartłomieja Ap.","","33-191 Jastrzębia 2,","33-191 Jastrzębia 2,","","jastrzebia@diecezja.tarnow.pl","14-65-12-017","ks. Stanisław Pazdan","7:00, 10:30, 16:00, Kąśna 9:00, Jastrzębia 9:00","7:00, 18:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/352-jastrzebia"
"św. Maksymiliana M. Kolbego","","Jaworsko 1, 32-853 Łysa Góra,","Jaworsko 1, 32-853 Łysa Góra,","","jaworsko@diecezja.tarnow.pl","14-66-57-100","Ks. Kazimierz Piekarski","8:00, 10:00, 16:00","18:00 (17:00-okr.zimowy)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/353-jaworsko"
"Przemienienia Pańskiego","","Jaworzna 100, 34-602 Laskowa,","Jaworzna 100, 34-602 Laskowa,","","jaworzna@diecezja.tarnow.pl","18-33-45-051","ks. Józef Cieśla","7:00, 9:00, 11:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/354-jaworzna"
"Narodzenia Najśw. Maryi Panny","","33-389 Jazowsko 46,","33-389 Jazowsko 46,","","jazowsko@diecezja.tarnow.pl","18-44-47-018","ks. mgr Mirosław Papier","7:00, 9:00, 11:00, 16:00, Brzyna 9:45","6:00, 6:30, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/355-jazowsko"
"św. Stanisława BM","","39-225 Jodłowa 56,","39-225 Jodłowa 56,","http://www.jodlowa.diecezja.tarnow.pl","jodlowa@diecezja.tarnow.pl","14-672-60-08","ks. dr Zenon Tomasiak","6:30, 8:00, 9:30, 11:00, 16:00, Wisowa 8:30, Dę-bowa 10:00","6:30, 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/356-jodlowa"
"Trójcy Przenajświętszej","","Jodłowa Górna 369, 39-218 Jodłowa,","Jodłowa Górna 369, 39-218 Jodłowa,","","jodlowa_gorna@diecezja.tarnow.pl","14-672-60-53","Ks. Antoni Jurkowski","9:00, 14:00, 16:00","6:30, śr., pt. 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/357-jodlowa-gorna"
"Opatrzności Bożej","","Jodłówka-Wałki 53b, 33-150 Wola Rzędzińska,","Jodłówka-Wałki 53b, 33-150 Wola Rzędzińska,","","jodlowka_walki@diecezja.tarnow.pl","14-67-56-602","ks. mgr Marian Hyjek","7:00, 10:00, 15:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/360-jodlowka-walki"
"św. Michała Archanioła","","33-173 Jodłówka Tuchowska 275,","33-173 Jodłówka Tuchowska 275,","","jodlowka_tuchowska@diecezja.tarnow.pl","14-652-68-78","ks. Józef Jaworski","7:30, 11:00, 17:00","18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/359-jodlowka-tuchowska"
"Narodzenia Najśw. Maryi Panny","","34-620 Jodłownik 27,","34-620 Jodłownik 27,","http://www.jodlownik.diecezja.tarnow.pl","jodlownik@diecezja.tarnow.pl","18-33-21-080","o. dr Krzysztof Morajko OCist.","8:00, 9:30, 11:00, 15:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/358-jodlownik"
"Matki Bożej Nieustającej Pomocy","","34-643 Jurków 128,","34-643 Jurków 128,","parafiajurkowmbnp.ns48.pl ","jurkow1@diecezja.tarnow.pl","18-33-32-181","ks. dr Tadeusz Piwowarski","8:00, 11:00, 16:00, Wilczyce 9:30, Półrzeczki 14:30","6:30, śr., sob. 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/362-jurkow-matki-bozej-nieustajacej-pomocy"
"Przemienienia Pańskiego i Bożego Miłosierdzia","","Jurków 184, 32-860 Czchów,","Jurków 184, 32-860 Czchów,","","jurkow@diecezja.tarnow.pl","14-68-42-300","ks. Fryderyk Bajorek","7:00, 9:00, 11:00; ","6:30","7:00, 18:00","","http://www.diecezja.tarnow.pl/index.php/schematyzm/j/361-jurkow"
"Najśw. Maryi Panny Wniebowziętej","","Kąclowa 116, 33-330 Grybów,","Kąclowa 116, 33-330 Grybów,","http://www.kaclowa.diecezja.tarnow.pl","kaclowa@diecezja.tarnow.pl","18-44-72-284","ks. Bolesław Bukowiec","7:30, 9:15, 11:00, 18:00, (17:00)","18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/370-kaclowa"
"Nawiedzenia Najśw. Maryi Panny","","Kamianna 14, 33-336 Łabowa","Kamianna 14, 33-336 Łabowa","","kamianna@diecezja.tarnow.pl","18-47-41-760","ks. mgr Grzegorz Sowa","7:30, 9:00, 10:30 (szpital), 12:45, 15:00, 19:00","Odpust parafialny","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/363-kamianna"
"Przemienienia Pańskiego i Nawiedzenia NMP","","34-608 Kamienica 45,","34-608 Kamienica 45,","http://www.kamienica.diecezja.tarnow.pl","kamienica@diecezja.tarnow.pl","18-33-23-013","ks. mgr Jan Betlej","7:00, 9:00, 11:30, 16:00, Zasadne 10:00","7:00, 18:00 (w czasie zimowym 17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/364-kamienica"
"Najśw. Maryi Panny Częstochowskiej","","Kamienica Górna 185, 39-232 Grudna Dolna,","Kamienica Górna 185, 39-232 Grudna Dolna,","","kamienica_gorna@diecezja.tarnow.pl","14-68-14-310","ks. mgr Marian Seruś","8:00, 10:00, 15:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/365-kamienica-gorna"
"św. Katarzyny PM","","Kamionka Mała 135, 34-602 Laskowa,","Kamionka Mała 135, 34-602 Laskowa,","","kamionka_mala@diecezja.tarnow.pl","18-33-34-680","ks. Stanisław Węgrzyn","7:00, 10:30, kaplica 9:00","7:00, śr., pt. 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/366-kamionka-mala"
"Matki Bożej Nieustającej Pomocy","","33-334 Kamionka Wielka 65,","33-334 Kamionka Wielka 65,","http://www.kamionkawielka.parafia.info.pl","kamionka_wielka@diecezja.tarnow.pl","18-44-56-079","Ks. Stanisław Ruchała","6:30 , 8:00, 9:30 , 11:00 (suma), 12:30, 16:00, 18:30 (sobota - wieczór)","7:00, 18:30, 16:45 (od 1 października - do Niedzieli Palmowej). W soboty zawsze o godz. 18:30 (Msza św. niedzielna)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/367-kamionka-wielka"
"Najśw. Maryi Panny Królowej Polski","","32-732 Kamionna 47,","32-732 Kamionna 47,","","kamionna@diecezja.tarnow.pl","14-61-37-036","Ks. mgr Jerzy Jawor","8:00, 10:30","18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/368-kamionna"
"św. Marii Magdaleny","","Kanina 13, 34-600 Limanowa,","Kanina 13, 34-600 Limanowa,","www.parafiakanina.pl","kanina@diecezja.tarnow.pl","18-33-45-351","Ks. mgr Jan Raś","7:00, 11:00, 16:00 (15:00), Sekierczyna: 9:00, 12:15","6:30, pn., śr., pt. - 18:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/369-kanina"
"św. Józefa Oblubieńca NMP","","Kąty 110, 32-862 Porąbka Iwkowska,","Kąty 110, 32-862 Porąbka Iwkowska,","","katy@diecezja.tarnow.pl","14-68-44-980","Ks. mgr Jan Witek","8:00, 11:00, 18:00","7:00; śr., pt. 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/371-katy"
"św. Maksymiliana M. Kolbego","","Kicznia 116, 33-390 Łącko,","Kicznia 116, 33-390 Łącko,","","kicznia@diecezja.tarnow.pl","18-44-46-370","ks. mgr Zdzisław Socha","8:00, 11:00","7:00 lub 18:30 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/372-kicznia"
"św. Józefa Oblubieńca NMP","","Kierlikówka 102, 32-732 Kamionna,","Kierlikówka 102, 32-732 Kamionna,","","kierlikowka@diecezja.tarnow.pl","14-61-36-426","ks. mgr Zbigniew Wachowicz","7:00, 10:00 ","6:30 lub 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/374-kierlikowka"
"Zmartwychwstania Pańskiego","","Kiełków 60, 39-320 Przecław,","Kiełków 60, 39-320 Przecław,","http://www.kielkow.diecezja.tarnow.pl","kielkow@diecezja.tarnow.pl","17-77-46-039","ks. mgr Marek Wójtowicz","8:00, 10:30, 16:00","7:00 lub 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/373-kielkow"
"Matki Bożej Fatimskiej","","Kobyle 307, 32-721 Stary Wiśnicz,","Kobyle 307, 32-721 Stary Wiśnicz,","","kobyle@diecezja.tarnow.pl","14-68-56-480","ks. Kazimierz Rybski","7:00, 10:00, 15:00","7:00, śr., pt. 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/375-kobyle"
"św. Anny","","Korzeniów 74b, 39-203 Nagoszyn,","Korzeniów 74b, 39-203 Nagoszyn,","","korzeniow@diecezja.tarnow.pl","14-68-18-960","ks. Roman Deszcz","7:00, 9:30, 15:00, ","19:00 (17:00)","7:00, 19:00 (17:00)","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/376-korzeniow"
"Matki Bożej Szkaplerznej","","33-322 Korzenna 7,","33-322 Korzenna 7,","","korzenna@diecezja.tarnow.pl","18-441-99-19","ks. mgr Tadeusz Sajdak","7:00, 9:00, 11:00, 16:00","6:30, śr. 19:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/377-korzenna"
"Najświętszego Serca Pana Jezusa","","33-111 Koszyce Wielkie,","ul. Główna 45, 33-111 Koszyce Wielkie,","http://www.koszycemale.diecezja.tarnow.pl","koszyce_male@diecezja.tarnow.pl","14-634-01-20, 14-634-04-99","Ks. Jerzy Mondel SCJ","7:30, 9:30, 11:00, 15:30","16:00, 18:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/378-koszyce-male"
"Przemienienia Pańskiego","","33-111 Koszyce Wielkie,","ul. Tarnowska 24,, 33-111 Koszyce Wielkie,","http://www.parafiakoszycewlk.pl","koszyce_wielkie@diecezja.tarnow.pl","14-634-05-00","Ks. mgr Kazimierz Bonarek","7:00, 9:00, 11:00, 17:00, nieszpory 16:30, ","6:30, 18:00 (VI-VIII 18:30)","9:00, 16:30, 18:00","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/379-koszyce-wielkie"
"Niepokalanego Serca Najśw. Maryi Panny","","33-161 Kowalowa 13,","33-161 Kowalowa 13,","","kowalowa@diecezja.tarnow.pl","14-654-14-97","ks. Józef Nalepa","7:00, 10:00, 15:00","7:00, śr., pt. 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/380-kowalowa"
"Najśw. Maryi Panny Królowej Polski","","34-621 Krasne-Lasocice 48,","34-621 Krasne-Lasocice 48,","http://parafia.krasne-lasocice.pl/","krasne@diecezja.tarnow.pl","18-33-21-424","ks. mgr Marek Sobota","7:30, 10:30, 15:00","7:00, 19:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/381-krasne"
"Narodzenia Najśw. Maryi Panny","","Królowa Górna 70, 33-334 Kamionka Wielka,","Królowa Górna 70, 33-334 Kamionka Wielka,","www.krolowagorna.pl","krolowa_gorna@diecezja.tarnow.pl","18-44-56-443","Ks. mgr Józef Nowak","7:30, 9:00, 10:30, 14:30","6:30 lub 18:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/384-krolowa-gorna"
"Przemienienia Pańskiego","","32-722 Królówka 3,","32-722 Królówka 3,","","krolowka@diecezja.tarnow.pl","14-61-29-495","ks. mgr Józef Janus","7:00, 9:00, 11:00, 15:00, Cichawka 8:00 i 10:00","7:00, śr. i czw. 18:00 (17:00); Cichawka pn., wt., sb. 7:00, śr., czw. i pt. 17:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/385-krolowka"
"Wszystkich świętych","","34-450 Krościenko n.D.,","ul. Sobieskiego 2 A,, 34-450 Krościenko n.D.,","parafiakroscienko.pl","par_ws_kroscienko@tarnow.opoka.org.pl","18-26-23-015,","ks. mgr Henryk Homoncik","6:30, 8:00, 9:30, 11:00, 18:00","6:30, 8:00, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/383-kroscienko"
"św. Józefa Rzemieślnika","","Krosna, 34-603 Ujanowice,","Krosna, 34-603 Ujanowice,","","krosna@diecezja.tarnow.pl","18-33-34-106","ks. Adam Chmiel","7:30, 11:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/k/382-krosna"
