"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Wniebowstąpienia Pańskiego","37-740","BIRCZA","37-740 BIRCZA, Lipa 36","","","16 672 53 68","","11.30.00","","","",""
"św. Stanisława","38-440","IWONICZ ZDRÓJ","38-440 IWONICZ ZDRÓJ, Lubatowa 292","","","13 425 10 04","","7.30; 10.30; 17.00","","","",""
"NMP Matki Kościoła","38-440","IWONICZ ZDRÓJ","38-440 IWONICZ ZDRÓJ, Lubatówka 92F","","","13 435 12 06","","8.30; 11.00; 15.00","","","",""
"św. Stanisława","38-713","LUTOWISKA","38-713 LUTOWISKA, Lutowiska 85","","","13 461 03 40","","7.30; 11.00","","","",""
"św. Michała Archanioła","37-100","ŁAŃCUT","37-100 ŁAŃCUT, Górne 1","","","725 999 535","","7.30; 10.00; 12.00; 19.00","","","",""
"Chrystusa Króla","37-100","ŁAŃCUT","37-100 ŁAŃCUT, ul. Skotnik 19","","","17 225 32 74","","8.00; 9.30; 11.00; 18.00","","","",""
"św. Stanisława","37-100","ŁAŃCUT","37-100 ŁAŃCUT, ul. Farna 20","","","17 225 28 73","","6.30; 8.00; 9.30; 11.00; 13.00; 18.00","","","",""
"św. Józefa","37-100","ŁAŃCUT","37-100 ŁAŃCUT, ul. Dąbrowskiego 11","","","17 225 40 55","","8.00; 9.30; 11.00; 18.00","","","",""
"Najświętszego Serca Pana Jezusa","38-700","USTRZYKI DOLNE","38-700 USTRZYKI DOLNE, Łobozew 14","","","13 461 48 46","","8.00; 11.00","","","",""
"Najświętszego Serca Pana Jezusa","37-220 ","KAŃCZUGA","37-220  KAŃCZUGA, Łopuszka Mała 64","","","16 642 47 60","","8.00; 10.30","","","",""
"NMP Królowej Polski","37-222","KAŃCZUGA","37-222 KAŃCZUGA, Łopuszka Wielka 28","","","16 642 49 33","","7.15; 9.00; 11.00","","","",""
"św. Jana Chrzciciela i św. Marcina","37-554","ŁOWCE","37-554 ŁOWCE, Łowce 100","","","16 622 28 42","","7.30; 9.00; 11.00","","","",""
"św. Szymona i Judy Tadeusza","38-204","TARNOWIEC","38-204 TARNOWIEC, Łubienko 34","","","13 442 30 43","","8.00; 10.30","","","",""
"św. Jana Chrzciciela","36-065","DYNÓW","36-065 DYNÓW, Łubno 90","","","16 652 10 34","","7.30; 11.00","","","",""
"Chrystusa Króla i NMP Królowej","38-204","TARNOWIEC","38-204 TARNOWIEC, Łubno Opace 5","","","13 438 09 58","","7.30; 10.30; 16.00","","","",""
"NMP Królowej Polski","38-516","TARNAWA DOLNA","38-516 TARNAWA DOLNA, Łukowe 77","","","13 466 20 78","","7.30; 11.00","","","",""
"Najświętszego Serca Pana Jezusa","38-450","DUKLA","38-450 DUKLA, Łęki Dukielskie 45","","","13 431 75 52","","8.00; 10.00; 16.00","","","",""
"Matki Bożej Częstochowskiej","38-423","TARGOWISKA","38-423 TARGOWISKA, Łężany, ul. Jana Pawła II 21","","","13 435 37 10","","8.00; 10.00; 15.00","","","",""
"św. Mikołaja","37-534","ADAMÓWKA","37-534 ADAMÓWKA, Majdan Sieniawski 196","","","16 622 91 09","","7.30; 11.00; 16.00","","","",""
"Trójcy Przenajświętszej","37-500","JAROSŁAW","37-500 JAROSŁAW, Makowisko 126","","","16 622 48 86","","8.30; 11.00","","","",""
"Najświętszego Serca Pana Jezusa","36-213","HACZÓW","36-213 HACZÓW, Malinówka 77","","","13 439 14 14","","8.00; 10.30","","","",""
"św. Katarzyny","37-230","MANASTERZ","37-230 MANASTERZ, Manasterz 84","","","16 651 51 54","","8.30; 10.30","","","",""
"Matki Bozej Pocieszenia","37-522","WIĄZOWNICA","37-522 WIĄZOWNICA, Manasterz k. Wiązownicy 56","","","16 622 31 37","","","","","",""
"św. Doroty","37-120","MARKOWA","37-120 MARKOWA, Markowa 1429","","","17 226 53 82","","7.00; 9.00; 11.00; 15.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-713","MAĆKOWICE","37-713 MAĆKOWICE, Maćkowice 185","","","16 671 70 84","","7.30; 11.30","","","",""
"Nawiedzenia NMP","36-213","ORŁY","36-213 ORŁY, Małkowice 64","","","16 671 24 29","","8.00; 11.00","","","",""
"Podwyższenia Krzyża Świętego","38-606","BALIGRÓD","38-606 BALIGRÓD, Mchawa 114","","","601 096 002","","8.00; 11.30","","","",""
"św. Piotra i Pawła","37-732","MEDYKA","37-732 MEDYKA, Medyka 232","","","16 671 53 66","","7.30; 11.00; 17.00","","","",""
"św. Michała Archanioła","37-550","DUŃKOWICE","37-550 DUŃKOWICE, Michałówka 13","","","16 628 19 33","","7.30; 11.00","","","",""
"Nawiedzenia NMP","38-430","MIEJSCE PIASTOWE","38-430 MIEJSCE PIASTOWE, ul. Dukielska 27","","","13 435 30 82","","7.00; 9.30; 11.00; 18.00","","","",""
"Niepokalanego Serca NMP","38-483","WRÓBLIK SZLACHECKI","38-483 WRÓBLIK SZLACHECKI, Szkolna 3","","","13 435 81 26","","8.00; 10.30","","","",""
"św. Judy Tadeusza","37-200","PRZEWORSK","37-200 PRZEWORSK, Mirocin 55","","","16 648 81 78","","8.00; 11.30; 17.00","","","",""
"Matki Bożej Śnieżnej","37-543","LASZKI","37-543 LASZKI, Miękisz Nowy 103","","","16 628 50 89","","7.30; 11.00","","","",""
"Matki Bożej Częstochowskiej","37-543","LASZKI","37-543 LASZKI, Miękisz Stary 119","","","16 628 51 31","","8.00; 11.00","","","",""
"Niepokalanego Serca NMP","37-514","MUNINA","37-514 MUNINA, Morawsko 254","","","16 621 63 17","","8.00; 11.00","","","",""
"św. Wincentego a Paulo","37-543","LASZKI","37-543 LASZKI, Moszczany 1","","","16 628 33 70","","8.00; 10.30","","","",""
"Niepokalanego Serca NMP","37-523","RADAWA","37-523 RADAWA, Mołodycz 40","","","16 622 30 14","","11.00.00","","","",""
"Rozesłania Apostołów","38-503","MRZYGŁÓD","38-503 MRZYGŁÓD, Mrzygłód 93","","","13 462 72 05","","7.30; 11.00","","","",""
"św. Józefa","37-514","MUNINA","37-514 MUNINA, Szkolna 1","","","16 623 12 77","","niedziele. 8.00; 10.30; 16.00","","","",""
"Matki Bożej Częstochowskiej","38-623","UHERCE MINERALNE","38-623 UHERCE MINERALNE, Myczkowce 114","","","13 469 18 65","","7.30; 11.00","","","",""
"Matki Bożej Nieustającej Pomocy","38-610","POLAŃCZYK","38-610 POLAŃCZYK, Myczków 47","","","13 469 20 68","","7.30; 11.00; 15.00","","","",""
"Niepokalanego Poczęcia NMP","37-733","PIKULICE","37-733 PIKULICE, Nehrybka 94","","","16 678 76 21","","8.00; 10.30; 15.00","","","",""
"św. Mikołaja","38-500","SANOK","38-500 SANOK, Niebieszczany 154A","","","13 467 58 99","","8.00; 10.30; 15.00","","","",""
"św. Jana Kantego","36-200","BRZOZÓW","36-200 BRZOZÓW, Niebocko 152","","","13 439 55 61","","8.00; 10.30; 16.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-750","DUBIECKO","37-750 DUBIECKO, Nienadowa 369","","","16 651 14 30","","8.00; 11.00","","","",""
"Najświętszego Serca Pana Jezusa","37-750","DUBIECKO","37-750 DUBIECKO, Nienadowa 165","","","16 651 22 90","","7.30; 11.00","","","",""
"św. Józefa","37-550","RADYMNO","37-550 RADYMNO, Nienowice 33","","","16 628 33 29","","7.30; 11.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-716","ORŁY","37-716 ORŁY, Niziny 193","","","16 671 27 57","","7.30; 10.30; 14.00","","","",""
"NMP Królowej Polski","37-310","NOWA SARZYNA","37-310 NOWA SARZYNA, ul. Kościuszki 19","","","17 241 35 86","","7.00; 9.00; 11.00; 16.30","","","",""
"NMP Nieustającej Pomocy","38-530","ZARSZYN","38-530 ZARSZYN, Nowosielce 16","","","13 467 20 06","","8.00; 10.30","","","",""
"św. Marii Magdaleny","37-200","PRZEWORSK","37-200 PRZEWORSK, Nowosielce 67","","","16 640 41 06","","7.30; 10.30; 15.00","","","",""
"św. Mikołaja","38-505","BUKOWSKO","38-505 BUKOWSKO, Nowotaniec 46","","","13 466 41 52","","8.00; 11.15; 15.00","","","",""
"św. Józefa","38-540","Zagórz","38-540 Zagórz, Nowy Zagórz, ul. Krucza 110","","","13 462 20 09","","7.30; 10.30; 18.00","","","",""
"św. Piotra i Pawła","38-543","KOMAŃCZA","38-543 KOMAŃCZA, Nowy Łupków 21","","","13 467 72 42","","7.30; 12.00","","","",""
"św. Stanisława","36-245","NOZDRZEC","36-245 NOZDRZEC, Nozdrzec 72","","","13 439 80 05","","8.00; 11.00 16.00","","","",""
"św. Jana Chrzciciela","38-530","ZARSZYN","38-530 ZARSZYN, ul. Jana 2","","","13 467 00 78","","7.30; 10.00","","","",""
"św. Katarzyny","38-406","ODRZYKOŃ","38-406 ODRZYKOŃ, Odrzykoń, ul. Jana Pawła 28","","","13 431 17 70","","7.30; 9.30; 11.00; 16.00","","","",""
"Matki Bożej Pocieszenia","38-722","OLSZANICA","38-722 OLSZANICA, Olszanica 203","","","13 461 76 30","","7.30; 10.30","","","",""
"Narodzenia NMP","37-741","KRASICZYN","37-741 KRASICZYN, Olszany 31a","","","16 671 84 46","","11.00","","","",""
"Matki Bożej Różańcowej","37-712","ORZECHOWCE","37-712 ORZECHOWCE, Orzechowce 86","","","16 671 77 27","","7.00; 11.00","","","",""
"św. Rodziny","36-220","JASIENICA ROSIELNA","36-220 JASIENICA ROSIELNA, Orzechówka 27","","","13 430 61 61","","7.30; 10.30","","","",""
"NMP Matki Kościoła","37-716","ORŁY","37-716 ORŁY, Orły, ul. Jana Pawła II 10","","","16 672 46 00","","7.30; 11.30; (od października do czerwca. 16.00)","","","",""
"św. Marii Magdaleny","37-700","PRZEMYŚL","37-700 PRZEMYŚL, Ostrów 105","","","16 671 05 89","","7.30 10.30; 17.00","","","",""
"św. Fabiana i Sebastiana","37-207","GAĆ","37-207 GAĆ, Ostrów k. Przeworska 77","","","16 641 14 94","","8.00; 11.00; 16.30","","","",""
"Matki Bożej Królowej Polski","37-550","RADYMNO","37-550 RADYMNO, Ostrów 131","","","16 628 12 94","","8.00; 11.00; 17.00 (zima 16.00)","","","",""
"św. Jana Chrzciciela","38-507","JUROWCE","38-507 JUROWCE, Pakoszówka 181","","","13 462 61 58","","","","","",""
"Niepokalanego Pocz. NMP","37-224","PANTALOWICE","37-224 PANTALOWICE, Pantalowice 146","","","16 642 38 77","","","","","",""
"Niepokalanego Serca NMP","37-500","JAROSŁAW","37-500 JAROSŁAW, Pawłosiów 317","","","16 621 39 97","","8.00; 10.30; 15.00","","","",""
"NMP Królowej Polski","37-511","WÓLKA PEŁKIŃSKA","37-511 WÓLKA PEŁKIŃSKA, Pełkinie 178","","","16 622 40 16","","7.30; 10.30; 16.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-500","JAROSŁAW","37-500 JAROSŁAW, Pełkinie 305","","","16 622 40 74","","8.00; 11.00","","","",""
"Ofiarowania NMP","37-205","ZARZECZE","37-205 ZARZECZE, Pełnatycze 203","","","16 640 18 35","","7.00; 9.00; 11.00","","","",""
"Matki Bożej Wspomożenia Wiernych","38-530","ZARSZYN","38-530 ZARSZYN, Pielnia 187","","","13 467 25 39","","8.00; 10.30","","","",""
"Najświętszego Serca Pana Jezusa","37-733","PIKULICE","37-733 PIKULICE, Pikulice 31","","","16 678 20 32","","8.00; 11.00; 18.00 (okres zimowy. 17.00)","","","",""
"NMP Królowej Polski","38-533","NOWOSIELCE GNIEWOSZ","38-533 NOWOSIELCE GNIEWOSZ, Pisarowce 200","","","13 467 21 60","","8.00; 10.30","","","",""
"św. Karola Boromeusza","37-300","LEŻAJSK","37-300 LEŻAJSK, Piskorowice 123","","","17 242 91 28","","8.00; 11.00; 16.00","","","",""
"Matki Bożej Częstochowskiej","37-522","WIĄZOWNICA","37-522 WIĄZOWNICA, Piwoda 217","","","16 622 39 29","","8.00; 11.00; okresowo w Wielkim Poście, w maju i październiku 15.30","","","",""
"NMP Królowej Polski","36-030","BŁAŻOWA","36-030 BŁAŻOWA, Piątkowa 437","","","17 229 74 97","","7.30; 10.00","","","",""
"Przemienienia Pańskiego","38-709","POLANA","38-709 POLANA, Polana 26 A","","","13 493 95 95","","8.00; 11.00 (wakacje Chrewt 15.00)","","","",""
"NMP Królowej Polski","38-610","POLAŃCZYK","38-610 POLAŃCZYK, ul. ks. Stopy 3","","","13 469 20 06","","9.30; 11.00; 16.00 (wakacje 8.00; 9.30; 11.00; 19.00)","","","",""
"Matki Bożej Gromnicznej","38-540","Zagórz","38-540 Zagórz, Poraż 192","","","13 462 81 22","","7.30; 9.00; 11.00","","","",""
"św. Andrzeja Boboli","38-404","KROSNO","38-404 KROSNO, Potok 413","","","13 436 01 22","","8.00; 10.30; 17.00","","","",""
"Matki Bożej Zbaraskiej","37-700","PRZEMYŚL","37-700 PRZEMYŚL, Prałkowce 240","","","506 054 096","","8.00; 10.30; 18.00","","","",""
"św. Mikołaja","37-560","PRUCHNIK","37-560 PRUCHNIK, ul. Kościelna 8","","","16 628 80 38","","7.00; 9.00; 11.00; 16.00","","","",""
"NMP Królowej Polski","38-500","SANOK","38-500 SANOK, Prusiek 130","","","13 467 53 50","","8.30; 11.30","","","",""
"św. Jana z Dukli","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Zaciszna 11","","","16 676 97 60","","7.30; 9.00; 10.30; 12.00; 17.00","","","",""
"św. Józefa Sebastiana Pelczara","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. B. Chrobrego 64","","","16 670 15 22","","9.00; 11.00","","","",""
"św. Brata Alberta","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. św. Brata Alberta 6","","","16 677 94 20","","8.00; 10.00; 11.30; 15.30; 18.00","","","",""
"Świętej Trójcy","37-700","PRZEMYŚL","37-700 PRZEMYŚL, Plac Konstytucji 8","","","16 679 03 34","","7.00; 8.30; 10. 11.30; 15.00; 18.00","","","",""
"św. Jana Chrzciciela","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Zamkowa 3","","","16 678 27 66","","7.00; 8.30; 10.00; 11.30; 15.30; 18.00","","","",""
"NMP Nieustającej Pomocy","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Zielińskiego 23","","","16 675 06 70","","7.00; 8.30; 10.00; 11.30; 13.00 (z wyjątkiem lipca i sierpnia); 15.00; 18.00","","","",""
"św. Stanisława","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Z. Chrzanowskiej 11","","","16 670 17 10","","8.30; 11.30; 17.00","","","",""
"św. Marii Magdaleny","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Franciszkańska 2 a","","","16 678 24 60","","7.00; 8.30; 10.00; 11.15; 12.30; 18.30","","","",""
"Najświętszego Serca Pana Jezusa","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Karmelicka 1","","","16 678 60 14","","7.00; 10.00; 11.30; 17.00; 19.00","","","",""
"św. Antoniego z Padwy","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Jagiellońska 2","","","16 678 57 40","","6.00; 7.30; 9.00; 10.30; 11.45; 13.30; 15.00; 19.00","","","",""
"św. Jana","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Przejazdowa 11","","","16 670 70 50","","","","","",""
"św. Michała Archanioła ","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Bakończycka 5","","","607 784 404","","9.00; 11.00","","","",""
"Bożego Miłosierdzia","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Bielskiego 78","","","16 679 03 66","","7.30; 9.30; 11.00; 12.30; 15.45; 18.00","","","",""
"św. Józefa","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. św. Jana Nepomucena 3","","","16 670 25 25","","7.00; 8.30; 10.00; 11.30; 13.00; 16.00; 18.00","","","",""
"św. Benedykta, Cyryla i Metodego","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Opalińskiego 7","","","16 670 73 12","","6.30; 8.00; 9.30; 10.45; 12.00; 18.00","","","",""
"Matki Bożej Królowej Polski","37-700","PRZEMYŚL","37-700 PRZEMYŚL, ul. Grunwaldzka 70","","","16 670 66 68","","6.30; 8.00; 9.30; 11.00; 12.15; 18.00","","","",""
"Chrystusa Króla","37-200","PRZEWORSK","37-200 PRZEWORSK, ul. Misiągiewicza 42","","","16 648 40 02","","7.00; 8.30; 10.00; 11.30; 16.00; 18.00","","","",""
"św. Józefa Sebastiana Pelczara ","37-200","PRZEWORSK","37-200 PRZEWORSK, ul. Jedności 7","","","16 648 51 82","","","","","",""
"Ducha Świętego","37-200","PRZEWORSK","37-200 PRZEWORSK, ul. Kościelna 7","","","16 648 70 16","","6.30; 8.00; 9.15; 10.30; 12.00; 15.00; 18.30","","","",""
"św. Barbary","37-200","PRZEWORSK","37-200 PRZEWORSK, ul. Bernardyńska 22","","","16 648 76 20","","6.30; 8.00; 9.30; 11.00; 12.15; 15.30; 18.00","","","",""
"Dobrego Pasterza","37-300","LEŻAJSK","37-300 LEŻAJSK, Przychojec 159/1","","","603,117,110","","7.30; 11.00","","","",""
"św. Marcina","36-200","BRZOZÓW","36-200 BRZOZÓW, Przysietnica 855","","","13 434 90 10","","7.30; 11.00; 16.30","","","",""
"Niepokalanego Serca NMP","38-422","KROŚCIENKO WYŻNE","38-422 KROŚCIENKO WYŻNE, Pustyny, ul. Kościelna 8","","","13 431 60 65","","8.00; 10.00; 15.00","","","",""
"św. Anny","37-523","RADAWA","37-523 RADAWA, Radawa 40","","","16 622 30 18","","8.00; 11.00","","","",""
"św. Wawrzyńca","37-550","RADYMNO","37-550 RADYMNO, ul. Chopina 1","","","16 628 10 59","","7.00; 9.00; 11.00; 17.00","","","",""
"Podwyższenia Krzyża Świętego","37-111","RAKSZAWA","37-111 RAKSZAWA, Rakszawa 350 ","","","16 224 93 50","","7.00; 9.00; 11.00; 16.00","","","",""
"NMP Matki Kościoła","37-111","RAKSZAWA","37-111 RAKSZAWA, Rakszawa Górna 941a","","","694 862 324","","7.30; 10.30","","","",""
"św. Bartłomieja ","38-430","MIEJSCE PIASTOWE","38-430 MIEJSCE PIASTOWE, ul. Kościelna 5","","","13 435 31 90","","8.00; 9.30; 11.00; 17.00","","","",""
"św. Józefa","37-113","ROGÓŻNO","37-113 ROGÓŻNO, Rogóżno 318","","","17 225 05 35","","7.30; 10.30; 15.00","","","",""
"św. Mikołaja i Matki Bożej Częstochowskiej","37-562","ROKIETNICA","37-562 ROKIETNICA, Rokietnica 109","","","16 622 13 96","","7.30; 10.30; 16.00","","","",""
"św. Barbary","38-722","OLSZANICA","38-722 OLSZANICA, Ropienka 21","","","13 460 10 39","","7.30; 10.30","","","",""
"Matki Bożej Fatimskiej","37-200","PRZEWORSK","37-200 PRZEWORSK, Rozbórz 293","","","16 648 18 11","","8.00; 11.00; 16.00","","","",""
"Matki Bożej Szkaplerznej","37-560","PRUCHNIK","37-560 PRUCHNIK, Rozbórz Okrągły 104","","","16 628 81 64","","8.00; 10.30","","","",""
"Matki Bożej Różańcowej","37-733","PIKULICE","37-733 PIKULICE, Rożubowice 13 ","","","16 672 05 58","","8.00; 11.00; 17.00 (maj i październik)","","","",""
"św. Mikołaja","37-565","ROŹWIENICA","37-565 ROŹWIENICA, Rudołowice 196","","","16 622 58 20","","7.30; 11.15","","","",""
"św. Tomasza","37-742","FREDROPOL","37-742 FREDROPOL, Rybotycze 109","","","16 671 93 74","","7.30; 12.00","","","",""
"św. Wawrzyńca","38-480","RYMANÓW","38-480 RYMANÓW, ul. Wola 5","","","13 435 50 57","","7.30; 9.00; 10.30; 12.00; 18.00 (zima 17.00)","","","",""
"św. Stanisława","38-481","RYMANÓW ZDRÓJ","38-481 RYMANÓW ZDRÓJ, ul. Zdrojowa 10","","","13 435 58 99","","7.30; 9.00; 10.30; 16.00","","","",""
"św. Piotra i Pawła","37-544","ZAPAŁÓW","37-544 ZAPAŁÓW, Ryszkowa Wola 80","","","16 628 63 05","","7.30; 11.00","","","",""
"św. Maksymiliana Kolbego","38-542","RZEPEDŹ","38-542 RZEPEDŹ, Rzepedź 61","","","13 467 84 60","","7.30; 10.30; 12.00","","","",""
"św. Mikołaja","38-451","RÓWNE","38-451 RÓWNE, Równe, ul. Długa 4","","","13 433 32 60","","8.00; 11.00; 16.00","","","",""
"Nawiedzenia NMP","37-223","RĄCZYNA","37-223 RĄCZYNA, Rączyna 191A","","","16 642 56 89","","8.00; 10.30","","","",""
"Chrystusa Króla","38-500","SANOK","38-500 SANOK, ul. Jana Pawła II 55","","","13 463 05 94","","7.00; 8.30; 10.00; 11.30; 17.00","","","",""
"św. Maksymiliana Kolbego","38-500","SANOK","38-500 SANOK, ul. Zagrody 10","","","503,357,476","","9.00; 10.30","","","",""
"Narodzenia NMP","38-500","SANOK","38-500 SANOK, Aleja NMP 18","","","13 464 90 02","","7.30; 9.30; 11.00; 18.00","","","",""
"Przemienienia Pańskiego","38-500","SANOK","38-500 SANOK, ul. Grzegorza z Sanoka 5","","","13 463 19 98","","6.30; 8.00; 9.30; 11.00; 12.30; 16.00; 18.00","","","",""
"Wniebowstąpienia Pańskiego","38-500","SANOK","38-500 SANOK, ul. Kółkowa 5","","","13 463 34 04","","7.15; 10.00; 16.30","","","",""
"Podwyższenia Krzyża Świętego","38-500","SANOK","38-500 SANOK, ul. Franciszkańska 7","","","13 463 23 52","","6.45; 8.00; 9.15; 10.30; 12.00; 15.00; 19.00","","","",""
"Najświętszego Serca Pana Jezusa","38-500","SANOK","38-500 SANOK, ul. Lipińskiego 54","","","13 463 23 98","","7.00; 8.30; 10.00; 11.30; 17.00","","","",""
"św. Sebastiana","37-310","NOWA SARZYNA","37-310 NOWA SARZYNA, Sarzyna 375","","","17 241 55 77","","8.00; 10.30; 17.00","","","",""
"św. Piotra i Pawła","37-220","KAŃCZUGA","37-220 KAŃCZUGA, Siedleczka 130","","","16 642 42 83","","8.00; 11.00","","","",""
"NMP Królowej Polski","36-245","NOZDRZEC","36-245 NOZDRZEC, Siedliska 29","","","13 439 80 39","","11.00","","","",""
"Wniebowzięcia NMP","37-530","SIENIAWA","37-530 SIENIAWA, ul. Kościuszki 6","","","16 622 70 22","","7.00; 9.00; 11.00; 16.00","","","",""
"Wszystkich Świętych","37-205","ZARZECZE","37-205 ZARZECZE, Siennów 70","","","16 640 15 76","","8.00; 9.30; 11.00","","","",""
"Trójcy Przenajświętszej","37-743","FREDROPOL","37-743 FREDROPOL, Sierakośce 101","","","783 620 565","","7.30; 11.00","","","",""
"św. Antoniego z Padwy","37-206","SIETESZ","37-206 SIETESZ, Sietesz 126","","","16 642 60 49","","","","","",""
"Miłosierdzia Bożego i Matki Bożej Wspomożenia Wiernych","37-550","RADYMNO","37-550 RADYMNO, Skołoszów, ul. Floriańska 1 ","","","16 628 22 10","","7.30; 10.30; 16.30","","","",""
"św. Stanisława Kostki","37-110","ŻOŁYNIA","37-110 ŻOŁYNIA, Smolarzyny 147","","","17 226 18 60","","8.00; 10.30","","","",""
"św. Jana Chrzciciela","37-100","ŁAŃCUT","37-100 ŁAŃCUT, Sonina 177","","","17 224 15 39","","7.30; 10.00; 14.00","","","",""
"św. Antoniego z Padwy","37-555","SOŚNICA","37-555 SOŚNICA, Sośnica 63","","","13 493 20 04","","7.30; 11.00; 16.30","","","",""
"Wniebowzięcia NMP","36-200","BRZOZÓW","36-200 BRZOZÓW, Stara Wieś 778","","","13 434 11 13","","6.00; 7.30; 9.00; 10.30; 17.00","","","",""
"św. Andrzeja Boboli","37-300","LEŻAJSK","37-300 LEŻAJSK, Stare Miasto 228a","","","17 242 04 34","","8.00; 11.00; 16.00","","","",""
"św. Katarzyny","38-508","JUROWCE","38-508 JUROWCE, Strachocina 1","","","13 462 63 06","","7.00; 10.30; 15.30","","","",""
"Matki Bożej Szkaplerznej","37-723","STUBNO","37-723 STUBNO, Stubno 12","","","16 671 41 28","","7.00; 11.00; 15.00 - Wielki Post, maj i październik","","","",""
"św. Jadwigi Śląskiej","37-740","BIRCZA","37-740 BIRCZA, Sufczyna 59","","","16 672 56 20","","8.00; 11.00","","","",""
"św. Michała Archanioła","37-500","JAROSŁAW","37-500 JAROSŁAW, Surochów 65","","","16 622 47 96","","7.30; 11.30","","","",""
"św. Rafała Kalinowskiego","38-457","SZCZEPAŃCOWA","38-457 SZCZEPAŃCOWA, ul. Kościelna 10","","","13 422 07 12","","7.30; 9.30; 11.00","","","",""
"Nawiedzenia NMP","36-025","HYŻNE","36-025 HYŻNE, Szklary 167","","","17 229 54 15","","8.00; 11.00","","","",""
"Najświętszego Serca Pana Jezusa","37-522","WIĄZOWNICA","37-522 WIĄZOWNICA, Szówsko, ul. Kościelna 16","","","16 623 37 00","","7.15; 9.00; 11.00; 17.00","","","",""
"Narodzenia NMP","38-604","HOCZEW","38-604 HOCZEW, Średnia Wieś 122 a","","","13 469 42 10","","8.00; 11.30; 16.00","","","",""
"Narodzenia NMP","37-555","SOŚNICA","37-555 SOŚNICA, Święte 44","","","16 628 20 67","","8.00; 10.00; 12.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-200","PRZEWORSK","37-200 PRZEWORSK, Świętoniowa 78","","","16 648 77 05","","7.30; 10.30; 15.00","","","",""
"Wspomożenia Wiernych NMP","37-562","ROKIETNICA","37-562 ROKIETNICA, Tapin 10","","","16 622 24 08","","8.00; 11.00","","","",""
"św. Małgorzaty","38-430","MIEJSCE PIASTOWE","38-430 MIEJSCE PIASTOWE, Targowiska, ul. Suchodolskiego 61","","","13 435 32 57","","8.00; 10.30; 16.00","","","",""
"św. Wojciecha","38-516","TARNAWA DOLNA","38-516 TARNAWA DOLNA, Tarnawa Górna 69","","","13 462 06 00","","7.30; 9.00; 12.00","","","",""
"św. Aniołów","37-741","KRASICZYN","37-741 KRASICZYN, Zalesie - kościół","","","696 508 821","","11.00","","","",""
"św. Józefa","37-303","KURYŁÓWKA","37-303 KURYŁÓWKA, Kuryłówka 347","","","17 242 90 74 ","","11.00; 15.00","","","",""
"św. Jana Kantego","37-750","DUBIECKO","37-750 DUBIECKO, Tarnawka 19","","","720 013 791","","7.30; 11.00","","","",""
"Nawiedzenia NMP","37-121","HUSÓW","37-121 HUSÓW, Tarnawka 238","","","17 247 25 92","","8.00; 11.00","","","",""
"św. Stanisława","37-310","NOWA SARZYNA","37-310 NOWA SARZYNA, Tarnogóra 28a","","","17 241 36 43","","8.00; 10.00","","","",""
"Wniebowzięcia NMP","37-732","MEDYKA","37-732 MEDYKA, Torki 24","","","605 252 583","","8.00; 11.00","","","",""
"Wniebowzięcia NMP","38-500","SANOK","38-500 SANOK, Trepcza, ul. Środkowa 41","","","13 464 99 83","","8.00; 11.30","","","",""
"św. Kazimierza","37-204","TRYŃCZA","37-204 TRYŃCZA, Tryńcza 101","","","16 642 12 10","","8.00; 11.00; 16.00","","","",""
"Chrystusa Króla","38-450","DUKLA","38-450 DUKLA, Trzciana, ul. Pocztowa 5","","","13 433 00 61","","08.30 (1 V - 31 X); 9.00 (1 XI - 30 IV)","","","",""
"św. Stanisława","36-212","TRZEŚNIÓW","36-212 TRZEŚNIÓW, Trześniów 147","","","13 439 40 95","","7.30; 9.00; 10.30; 16.00","","","",""
"Nawiedzenia NMP","37-514","MUNINA","37-514 MUNINA, Sportowa 1","","","16 621 77 37","","8.00; 10.30; 16.00","","","",""
"św. Mikołaja","37-562","ROKIETNICA","37-562 ROKIETNICA, Tuligłowy 133","","","16 622 13 84","","7.00; 10.30; 16.00","","","",""
"Miłosierdzia Bożego","36-200","BRZOZÓW","36-200 BRZOZÓW, Turze Pole 238","","","13 434 26 24","","8.00; 10.30","","","",""
