"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. św. Antoniego z Padwy","Grabówno 62, 89-350 Miasteczko Krajeńskie","","parafiagrabowno@op.pl","67 287 41 50","ks. Wiesław ZIELIŃSKI","8.00, 9.30 - Mościska, 11.00","17.00 - zimą, 18.00 - latem","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/175-grabowno-w-antoniego-z-padwy"
"Parafia pw. św. Jakuba Większego","Gromadno 46, 89-300 Wyrzysk,","","parafiagromadno@wp.pl","67 286 32 92","ks. Andrzej KALITA","8.00, 10.00, 11.30","9.00 - wtorek, 17.00 - zimą, 18.00 - latem","10.00, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/176-gromadno-w-jakuba-wikszego"
"Parafia pw. Trójcy Świętej","Głubczyn  28, 77-430 Krajenka","www.bozygps.pl","","67 263 07 22","ks. Mirosław KRUPIŃSKI","8, 9.30 - Paruszka, 10.45 - Skórka, 12.00","18.00 (poniedziałek, wtorek, piątek, sobota) - Głubczyn, 17.00 (zimą), 18.00 (latem), (środa) - Skórka, 17.00 (zimą), 18.00 (latem), (czwartek) - Paruszka","9.00, 17.00 (zimą), 18.00 (latem)","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/177-gubczyn-trojcy-witej"
"Parafia pw. św. Anny","Jaktorowo 10, 64-820 Szamocin","","","67 283 38 20","ks. Andrzej BIAŁCZYK","7.45, 9.30 - Lipia Góra, 11.00","18.00 - Jaktorowo (poniedziałek, wtorek, czwartek, piątek, sobota), 16.30 - Lipia Góra (środa, sobota)","18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/179-jaktorowo-w-anny"
"Msze święte:","Pl. Jana Pawła II 1,  64-810 Kaczory","","","67 283 89 52 - proboszcz","ks. Hieronim KRAWCZYŃSKI","18.00 (w sobotę), 8.00, 9.30, 11.00, 16.00","8.00, 18.00 (stary kościół św. Andrzeja Boboli)","10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/180-kaczory-w-andrzeja-boboli"
"Parafia pw. św. Michała Archanioła","ul. Farna 1, 89-240 Kcynia","www.fara-kcynia.pl","","52 384 71 50 - proboszcz","ks. Tomasz KASPRZAK","7.00, 8.45, 10.30, 12.00, 18.00","8.00, 18.00","8.00, 10.00, 16.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/182-kcynia-w-michaa-archanioa"
"Parafia pw. Wniebowzięcia NMP","SANKTUARIUM KRZYŻA ŚWIĘTEGO","www.kcyniaklasztor.pl","kcyniaklasztor@o2.pl","52 384 75 77 - proboszcz","ks. Michał KOSTECKI","","8.00, 9.00 (w piątek), 17.30","8.00, 10.00, 16.00, 17.30","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/181-kcynia-wniebowzicia-nmp"
"Parafia pw. św. Anny","89-300 Wyrzysk","","","67 286 34 41","ks. Marek PISARSKI","17.00 (w sobotę), 9.00, 11.00","17.00","11.00, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/183-kosztowo-w-anny"
"Parafia pw. św. Alberta Chmielowskiego","ul. Kościelna 19, 86-022 Dobrcz","","","52 381 92 63","ks. Andrzej POTERACKI","8.00, 9.30, 11.30"," 17.00","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/184-kotomierz-w-alberta-chmielowskiego"
"Parafia pw. św. Wojciecha","ul. Powstańców Wlkp. 18, 89-200 Szubin","","","52 384 56 41","ks. Mirosław WDOWIAK","9.00, 11.00, 17.00","17.00 - zimą, 18.00 - latem","10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/185-koaczkowo-w-wojciecha"
"Parafia pw. św. Anny","ul. Szkolna 1, 77-430 Krajenka","www.parafiakrajenka.pl","boza_kraina@op.pl","67 263 83 51 - proboszcz","ks. Grzegorz FABISZAK","7.30, 9.00, 10.30 Śmiardowo Kr., 12.00, 16.00","7.00, 17.00 (zimą), 18.00 (latem)","7.00, 9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/186-krajenka-w-anny"
"Parafia pw. św. Mikołaja i Błogosławionego Biskupa Michała Kozala","Krostkowo 37, 89-334 Krostkowo","www.krostkowo.strefa.pl","","67 287 61 24","ks. Grzegorz RADZISZ","9.00, 11.00","16.00 - zimą, 17.00 - latem","10.00, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/187-krostkowo-mikoaja"
"Parafia pw. św. Kazimierza Królewicza","Kruszyn, Stawowa 24, 86-014 Sicienko","www.parafiakruszyn.bydgoszcz.pl","kruszynskk@onet.eu","52 583 13 93","ks. Piotr JAKUBOWSKI","17.00 (w sobotę), 9.00, 11.00","8.00 (we wtorki i czwartki), 18.00 (w poniedziałki, środy i piątki)","9.00, 11.00/ inne - 10.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/325-kruszyn-w-kazimierza-krolewicza"
"Parafia pw. św. Katarzyny","ul. Kościuszki 21, 77-420 Lipka","http://goklipka.etwan.com/parafia/parafia.html","","67 266 52 28 - proboszcz","ks. Tadeusz ŁUCZYK","16.30 - zimą, 17.30 - latem (w sobotę), 7.30, 9.30 - Batorowo, 11.00, 12.30","8.00 - w środę i sobotę, 16.30 - zimą, 17.30 - latem","8.00, 16.30 - zimą, 17.30 - latem, 15.00 - Batorowo - zimą, 16.00 - Batorowo - latem","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/188-lipka-w-katarzyny"
"Parafia pw. św. Wawrzyńca","Lutowo 41, 89-406 Lutowo","www.parafialutowo.pl","biuro@parafialutowo.pl","52 388 43 70 lub 52 388 43 33","","8.30, 10.00 - Lutówko, 11.30 - Kawle, 13.00","17.00 - zimą, 18.30 - latem","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/189-lutowo-w-wawrzyca"
"Parafia pw. św. Maksymiliana Kolbe","ul. Kościelna 1, 86-021 Maksymilianowo","","","52 381 87 00","ks. Piotr STUDZIŃSKI","8.00, 9.30 - Bożenkowo (latem), 11.00","18.00","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/190-maksymilianowo-w-maksymiliana-kolbego"
"Parafia pw. Podwyższenia Krzyża Świętego","ul. Piotra Skargi 7, 89-350 Miasteczko Krajeńskie","www.parafiamiasteczko.net","parafiamiasteczko@wp.pl","67 287 31 22","ks. Błażej KOWNACKI","17.00 (w sobotę), 8.00, 9.30, 11.00","17.00","9.00, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/191-miasteczko-krajeskie-podwyszenia-krzya-witego"
"Parafia pw. Przemienienia Pańskiego","Morzewo 76, 64-810 Kaczory","","","67 284 22 76","ks. Franciszek ŚLIWIŃSKI","18.00 (w sobotę), 8.30, 11.00","18.00","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/192-morzewo-przemienienia-paskiego"
"Parafia pw. św. Mikołaja","ul. Kościelna 5, 89-115 Mrocza","","","52 385 60 09 - proboszcz","ks. Wojciech CIERNIAK","7.00, 8.30, 9.00 - Kosowo, 10.10, 10.30 - Wyrza, 11.30, 17.30","7.00,8.30, 18.00","7.00, 8.30, 10.10, 11.30, 17.30","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/193-mrocza-w-mikoaja-i-wniebowzicie-nmp"
"Parafia pw. św. Rafała Kalinowskiego","ul. Św. Rafała Kalinowskiego 2, 86-005 Murowaniec","www.parafia-murowaniec.pl","ireneusz.kalaczynski@interia.pl","52 381 42 18","ks. Ireneusz KALACZYŃSKI","18.00 (w sobotę), 9.00, 11.00, 18.00","9.00 (we wtorek), 18.00","9.00, 18.00, 19.30","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/322-murowaniec-w-rafaa-kalinowskiego"
"Parafia pw. św. NMP Królowej Polski","ul. Mrotecka 29, 89-100 Nakło n. Notecią","","","52 385 59 20 - proboszcz","ks. Andrzej RUMOCKI","8.00, 9.30, 11.00, 12.00, 18.00","8.00, 18.00","8.00, 11.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/194-nako-nmp-krolowej-polski"
"Parafia pw. św. Stanisława Biskupa i Męczennika","ul. Ks. Piotra Skargi 6, 89-100 Nakło n. Notecią","","","52 328 92 94","ks. Tadeusz MICHALAK","8.00, 9.00 - Trzeciewnica, 10.00, 12.00, 18.00 - zimą, 19.00 - latem","7.00, 8.00, 18.00 - zimą, 19.00 - latem","7.00, 8.00, 17.00, 18.00 - zimą, 19.00 - latem","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/195-nako-w-stanisawa-bm"
"Parafia pw. św. Wawrzyńca","ul. Kościelna 6, 89-100 Nakło n. Notecią","www.fara.naklo.pl","faran@gniezno.opoka.org.pl","  52 385 26 20","ks. Grzegorz NOWAK","7.00, 8.30, 10.00, 11.30, 13.00 (z wyjątkiem letnich wakacji), 18.00","8.00, 17.00 (oprócz soboty), 18.00","8.00, 10.00, 17.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/196-nako-w-wawrzyca"
"Parafia pw. Najświętszej Maryi Panny Wspomożycielki Wiernych","ul. Ks. Henryka Mrossa 1, 86-032 Niemcz","www.parafia.niemcz.org.pl","mirekniemcz@wp.pl","52 328 21 26","ks. Mirosław GOŚLINOWSKI","9.00, 11.00, 18.00","8.30 - poniedziałek, 18.00","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/197-niemcz-matki-boej-wspomoenia-wiernych"
"Parafia pw. Niepokalanego Poczęcia NMP","Nieżychowo 43 a, 89-340 Białośliwie","","","67 287 63 66","ks. Marek PISARSKI","17.00 (w sobotę), 8.00, 10.00","17.00, 18.00 (od maja do września)","8.00, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/198-nieychowo-niepokalanego-poczcia-nmp"
"Parafia pw. św. Macieja","Orle 2/1, 89-114 Witosław","","","52 386 87 12","","8.00 i 9.30 - Witosław, 11.00 - Orle","","8.00 i 17.00 - Witosław, 9.30 - Orle","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/199-orle-w-macieja"
"Parafia pw. św. Józefa","ul. Główna 65a, 89-333 Osiek n. Notecią - proboszcz","","parafiaosieknnot@onet.pl","67 286 60 47 - proboszcz","ks. Adam PRZYBORSKI","18.00 (w sobotę), 7.30, 9.30, 11.00, 18.00","7.00, 18.00","7.30, 9.30, 16.30, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/200-osiek-w-jozefa"
"Parafia pw. Narodzenia NMP","ul. Centralna 10, 86-031 Osielsko","www.parafia.osielsko.pl","parafiaosielsko@wp.pl","52 381 31 29 - proboszcz","ks. Piotr KRUSZELNICKI","8.00, 9.30, 11.00, 13.00, 18.00, 20.00 - w lipcu i sierpniu","8.00, 18.00","8.00, 9.30, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/201-osielsko-narodzenia-nmp"
"Parafia pw. św. Jana Chrzciciela","Panigródz 16, 62-130 Gołańcz","","","67 261 58 13","ks. Edmund SIKORSKI","7.30, 9.00, 11.00","17.00 (zimą), 18.00 (wiosną i jesienią), 19.00 (w wakacje)","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/202-panigrodz-w-jana-chrzciciela"
"Parafia pw. Matki Boskiej Bolesnej","ul. Szubińska 33, 89-100 Nakło n. Notecią","","parafiapaterek1@wp.pl","52 386 32 33 - proboszcz","ks. Mariusz ZBIERANEK","17.00 (w sobotę) - Polichno, 18.30 (w sobotę), 8.30, 10.30 - Polichno, 12.00, 18.30","18.30","8.30 i 18.30 - Paterek, 17.00 - Polichno","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/203-paterek-matki-boskiej-bolesnej"
"Parafia pw. św. Maksymiliana Kolbego","Pęperzyn 23, 89-410 Więcbork","","","52 389 92 85","ks. Franciszek KUROWSKI","8.00, 11.30","16.00","16.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/205-pperzyn-w-maksymiliana-kolbego"
"Parafia pw. Zwiastowania NMP","(Towarzystwo Chrystusowe dla Polonii Zagranicznej - Księża Chrystusowcy)","","czajka.64@tlen.pl","52 386 41 48","ks. Ryszard CZAJKA TCHr","18.00 (w sobotę), 8.00, 9.30 - Gorzeń, 11.00, 18.00","18.00","8.00 i 18.00 - Potulice, 16.30 (zimą) lub 19.30 (latem) - Gorzeń","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/204-potulice-zwiastowania-nmp"
"Parafia pw. Wniebowzięcia NMP","Zabytkowa 7, 86-005 Przyłęki","www.parafia-przyleki.pl","wnmp.przyleki@gmail.com","","ks. Zdzisław LAHUTTA","18.00 (w sobotę), 9.00, 11.00, 12.30, 19.00, 20.00 (w okresie wakacji)","7.00 (poniedziałek), 18.00 (od wtorku do piątku)","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/448-przyki"
"Parafia pw. św. Barbary","ul. Mostowa 3, Radawnica, 77-400 Złotów","","parafia.radawnica@wp.pl","67 263 13 85","ks. Adam ANDRZEJCZAK","8.00, 9.30 - Kamień, 11.00, 12.30 - Kiełpin","18.00","16.30 - Kamień, 18.00, 19.30 - Kiełpin","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/206-radawnica-w-barbary"
"Parafia pw. św. Andrzeja Boboli","Radzicz 36, 89-110 Sadki","","","52 385 09 19","ks. Roman SIUCHNIŃSKI","8.00, 9.30 Kraczki, 11.00","17.00"," ","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/207-radzicz-w-andrzeja-boboli"
"Parafia pw. Świętej Trójcy","89-421 Runowo Krajeńskie","","","52 389 90 07","ks. Sylwester OLSZANOWSKI","8.00, 10.30","17.00","17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/208-runowo-krajeskie-witej-trojcy"
"Parafia pw. św. Katarzyny","ul. Szkolna 10, 89-203 Rynarzewo","","www.andrzejstefan@wp.pl","52 384 55 05 - proboszcz","ks. Andrzej OSTROWSKI","18.00 (w sobotę), 9.00, 11.00, 18.00","18.00","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/209-rynarzewo-w-katarzyny-dm"
"Parafia pw. Matki Boskiej Anielskiej","Rzadkowo, 64-810 Kaczory","","","67 283 11 46","ks. Maciej CZERWIŃSKI","17.00 (w sobotę), 8.30, 11.00","17.00","8.30, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/210-rzadkowo-matki-boskiej-anielskiej"
"Parafia pw. św. Wojciecha","ul. Kasztanowa 2, 89-110 Sadki","www.parafiasadki.pl","parafia.sadki@wp.pl","52 385 07 87 - proboszcz","ks. Krzysztof WIŚNIEWSKI","17.00 (w sobotę), 8.00, 11.00, 17.00, 9.30 - w Mrozowie i Samostrzelu","17.00, 18.00","10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/211-sadki-w-wojciecha"
"Parafia pw. św. Bartłomieja Apostoła","Samoklęski Duże nr 19, 89-200 Szubin","www.parafiasamokleskiduze.com.pl","sw.bartlomiej@parafiasamokleskiduze.com.pl","52 384 53 05","ks. Bogusław KONIECZKA","7.30, 9.00, 11.00","18.00","10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/212-samoklski-due-w-bartomieja-ap"
"Parafia pw. Najświętszego Serca Pana Jezusa (Pallotyni)","Samsieczno 2, 86-014 Sicienko","","","52 582 88 81 - proboszcz","ks. Jarosław DĄBROWSKI SAC","9.00, 10.15 - Suchary, 11.30","16.00 (zimą), 18.00 (latem)"," ","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/213-samsieczno-najwitszego-serca-pana-jezusa"
"Parafia pw. św. Bartłomieja Apostoła","ul. Farna 4, 89-400 Sępólno Kraj.","www.parafia-sepolno.pl","parafia.sepolno@gmail.com","52 388 24 19 - proboszcz","ks. Henryk LESNER","17.00 (w sobotę), 7.15, 8.30, 10.00, 11.15, 13.00, 14.30 - w Niechorzu, 17.00","9.00, 17.00 - zimą, 18.00 - latem","7.00, 9.00, 11.00, 16.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/229-spolno-krajeskie-w-bartomieja-ap"
"Parafia pw. św. Andrzeja Boboli","ul. Mrotecka 1, 86-014 Sicienko","","","52 587 04 08","ks. Krzysztof DANOWSKI","8.30, 11.00","8.00 (we wtorki i czwartki), 18.00","8.30, 11.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/327-sicienko-w-andrzeja-boboli"
"Parafia pw. św. Jana Nepomucena","Sipiory, 89-242 Kcynia","","","52 589 35 14","ks. Jarosław RUSNAK","8.00, 9.30 - Kowalewko, 11.00","Sipiory (poniedziałek - środa) - 17.00 (zimą), 18 (latem), Kowalewko (czwartek-sobota) - 17.00 (zimą) 18.00 (latem)","16.30, 18.00 - Kowalewsko","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/214-sipiory-w-jana-nepomucena"
"Parafia pw. św. Józefa","Parafia obsługiwana przez proboszcza w Pęperzynie","","","","","18.00 (w sobotę), 9.45","18.00","18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/215-sitno-w-jozefa"
"Parafia pw. św. Mikołaja","ul. Kościelna 8, 89-121 Ślesin","","","  52 385 70 14","ks. Zbigniew CIORKOWSKI","17.00 (w sobotę), 8.00, 11.00, 18.30 - Minikowo","9.00 - we wtorek, 18.00","8.00, 9.30 - Minikowo, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/252-lesin-w-mikoaja"
"Parafia pw. bł. Czesława","ul. Kościelna 6, 89-110 Sadki","www.parafiasmielin.com.pl","","52 385 04 22","ks. Andrzej CZERWIŃSKI","8.30, 10.00, 11.30","17.00","10.00, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/253-mielin-b-czesawa"
"Parafia pw. św. Małgorzaty P.M. i Matki Bożej Szkaplerznej","ul. Kościelna 1, 64-811 Śmiłowo","http://malgorzata.smilowo.parafia.info","parafia@malgorzata.smilowo.parafia.info","67 283 87 14","ks. Jerzy PTACH","17.00 (w sobotę), 8.00, 9.45 - Zelgniewo, 11.30","17.00 (od 1 X do 31 III), 19.00 (od 1 IV do 30 IX)","17.00 - zimą, 19.00 - latem","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/254-miowo-w-magorzaty-i-mb-szkaplerznej"
"Parafia pw. św. Katarzyny","Smogulec 22, 62-130 Gołańcz","","","67 268 20 59","ks. Andrzej GIERSZYŃSKI","16.30 (w sobotę), 8.00, 11.00, Chwaliszewo - 18.00 (w sobotę), Mieczkowo - 9.30","17.00","Smogulec 17.00, Mieczkowo 16.00, Chwaliszewo 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/216-smogulec-w-katarzyny-i-b-marii-karowskiej"
"Parafia pw. bł. Michała Kozala","ul. Kościelna 2, 86-050 Solec Kujawski","www.soleckozal.xpc.pl","soleckozal@xpc.pl","52 387 18 95 - proboszcz","ks. Jerzy CELKOWSKI","","8.00, 17.00, 18.00 (w sobotę)","9.00, 11.00, 16.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/220-solec-kujawski-b-michaa-kozala"
"Parafia pw. Najświętszego Serca Pana Jezusa","ul. Bydgoska 9a, 86-050 Solec Kujawski","www.nspj-solec.pl","parafia@nspj-solec.pl","52 387 43 57 - proboszcz","ks. Marek KOSTECKI","7.30, 9.30, 11.00, 12.15, 18.00","7.00, 18.00","7.00, 9.30, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/218-solec-kujawski-najwitszego-serca-pana-jezusa"
"Parafia pw. Nawrócenia św. Pawła","ul. Tartaczna 10a, 86-050 Solec Kujawski","www.nawrocenia.soleckujawski.org","","","ks. Grzegorz GROBELNY","7.30, 9.30, 11.30, 15.00","17.30","9.30, 17.30","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/217-solec-kujawski-nawrocenia-w-pawa"
"Solec Kujawski - Parafia pw. św. Stanisława Biskupa i Męczennika"," ","www.stanislawsolec.tnb.pl","stanislaw-solec@wp.pl","52 387 12 48 - proboszcz","ks. Andrzej STACHOWICZ","8.00, 10.00 (z udziałem dzieci), 12.00","7.00 lub 7.30 (tylko we wtorki rano), 17.00 lub 18.00 (w pozostałe dni tylko wieczorem)","7.00, 11.00, 18.00 (od kwietnia do października), 7.30, 11.00, 17.00 (od listopada do marca)","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/219-solec-kujawski-w-stanisawa-bm"
"Parafia pw. św. Marcina Biskupa","Stara Wiśniewka 69, 77-411 Stara Wiśniewka","","","67 263 18 22","ks. Marek CZAPLICKI","8.00, 10.00 - Łąkie, 11.00 - Czernice, 11.30","18.00","16.30 - Łąkie, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/221-stara-winiewka-w-marcina-bp"
"Parafia pw. św. Stanisława Kostki","Strzelce Górne 6, 86-022 Dobrcz","","","52 381 70 95 - proboszcz","","8.00, 10.00, 11.30","17.00 - zimą, 18.00","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/222-strzelce-gorne-w-stanisawa-kostki"
"Parafia pw. św. Jana Chrzciciela","Święta 16, 77-400 Złotów","www.wies-swieta.net","zbyszek-grzegorzewski@wp.pl","67 263 65 42","ks. Zbigniew GRZEGORZEWSKI","8.00, 9.30 - Nowa Święta, 11.00, 13.00 - Wąsosz","16.30 (w środę) - Nowa Święta, 18.00","10.00, 16.30 - Nowa Święta, 18.00, 19.00 - Wąsosz","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/255-wita-w-jana-chrzciciela"
"Parafia pw. św. Katarzyny Aleksandryjskiej","ul. 29 Stycznia 47, 89-422 Sypniewo","","sypniewo29@wp.pl","52 389 20 67 lub 52 389 22 13 - proboszcz","","7.30, 9.00, 10.30 - Iłowo, 12.00","18.00","10.00, 16.00 - Iłowo, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/223-sypniewo-w-katarzyny-aleksandryjskiej"
"Parafia pw. św. Mikołaja Biskupa","Szaradowo  9, 89-200 Szubin","","rjakub1@interia.pl","52 384 84 08","ks. Paweł KOWALSKI","8.00, 10.00, 11.30","17.00 - zimą, 18.00 - latem","8.00, 10.00, 17.00 - zimą, 18.00 - latem","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/224-szaradowo-w-mikoaja-bp"
"Parafia pw. św. Andrzeja Boboli","ul. Ogrodowa 1a, 89-200 Szubin","","bobola.szubin@onet.eu","52 384 25 00 - proboszcz","ks. Jacek PAWELCZYK","18.00 (w sobotę), 7.00, 8.00 - szpital, 8.30, 10.00, 11.30, 19.00","8.30, 18.00","8.30, 10.00, 16.30, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/225-szubin-w-andrzeja-boboli"
"Parafia pw. św. Marcina Biskupa","Pl. Kościelny 3, 89-200 Szubin","www.swmarcin.szubin.info","tedeles@op.pl","52 384 20 02 - proboszcz","ks. Tadeusz LESIŃSKI","7.30, 9.00, 10.30, 12.00, 18.00","8.00, 18.00","7.30, 10.00, 16.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/226-szubin-w-marcina"
"","","","","","ks. Grzegorz KORTAS","","","","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/227-sawianowo-w-jakuba-ap"
"Parafia pw. św. Wita","Słupy, 89-200 Szubin","","","52 384 78 68","ks. Leszek KROLL","8.00, 10.00, w Ciężkowie - 18.00 (w sobotę), 12.00","17.00 - zimą, 18.00 - latem","11.00, 16.30 - w Ciężkowie, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/228-supy-w-wita"
"Parafia pw. św. Stanisława Kostki","ul. św. Stanisława Kostki 3, 89-200 Szubin","www.parafiatur.fr.pl","","  52 384 52 40","ks. Piotr ZDANOWICZ","9.00, 11.00","18.00","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/230-tur-w-stanisawa-kostki"
"Parafia pw. św. Mikołaja","Tłukomy 35, 89-320 Wysoka","","","67 263 11 60 - proboszcz","ks. Marek LEWANDOWSKI","18.00 (w sobotę), 9.15","czwartek i piątek o 18.00","9.15, 17.00 lub 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/231-tukomy-w-mikoaja"
"Parafia pw. św. Marii Magdaleny","ul. Wąska 6, 89-413 Wąwelno","","wawelno.mm@wp.pl","52 389 30 02","ks. Andrzej PACER","8.00, 9.30, 11.00","17.00","9.00, 17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/240-wwelno-w-marii-magdaleny"
"Parafia pw. Wniebowzięcia NMP i Świętych Apostołów Szymona i Judy Tadeusza","Pl. Jana Pawła II 14, 89-410 Więcbork","www.parafiawiecbork.eu","parafia.wiecbork@wp.pl","52 389 70 21 - proboszcz","ks. Adam KĄTNY","6.30 - kaplica sióstr, 8.00, 9.30, 11.00, 12.15, 15.00, 17.00","  9.00, 17.00 - zimą, 18.00 - latem","9.00, 11.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/236-wicbork-wniebowzicia-nmp-i-apostoow-szymona-i-judy-tadeusza"
"Parafia pw. Świętej Trójcy","Wielki Buczek 19, 77-420 Lipka","www.par-wbuczek.eu","swtrojca_wielkibuczek@wp.pl","67 266 56 26","ks. Tadeusz KOLON","8.30, 10.00 - Czyżkowo, 11.30","17.00 (zimą), 18.00 (latem)"," ","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/232-wielki-buczek-trojcy-witej"
"Parafia pw. św. Jakuba Apostoła","Wielowicz 13, 89-412 Sośno","","","52 389 76 91","ks. Piotr PIENIĄŻEK","7.30, 9.30, 11.30","17.00 - zimą, 18.00 - latem","9.30, 17.00 - zimą, 18.00 - latem","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/233-wielowicz-w-jakuba-ap"
"Parafia pw. św. Apostołów Piotra i Pawła","Wierzchucin Królewski 29, 86-017 Wierzchucin Król.","","","52 382 32 89","ks. dr Jan POMIN","8.00, 10.00","16.00 - zimą, 18.00","8.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/234-wierzchucin-krolewski-w-piotra-i-pawa"
"Parafia pw. Matki Boskiej Szkaplerznej","Wierzchucinek 14, 86-014 Sicienko","","","52 587 19 20","ks. Wiesław SKIBA","8.00 i 10.30 - latem, 9.00 i 11.00 - zimą","17.00 - zimą, 18.00 - latem","","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/235-wierzchucinek-matki-boej-szkaplerznej"
"Parafia pw. św. Michała Archanioła","ul. Kościelna 2, 86-011 Wtelno","","michal_archaniol_wtelno@vp.pl","52 382 83 22","ks. Jarosław RADZIKOWSKI","8.00, 10.00, 11.30","17.00 (zimą), 18.00 (latem)","10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/329-wtelno-w-michaa-archanioa"
"Parafia pw. św. Marcina Biskupa i Męczennika","pl. Wojska Polskiego 9, 89-300 Wyrzysk","","","67 286 23 25 - proboszcz","ks. Janusz DRÓŻKOWSKI","7.00, 8.30, 10.00, 11.30, 17.00 - zimą, 18.00 - latem","7.00, 17.00 - zimą, 18.00 - latem","7.00, 8.30, 10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/237-wyrzysk-w-marcina-bpa"
