"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Świętych Apostołów Piotra i Pawła","","","ul. Kościelna 2, 55-080 Kąty Wrocławskie","zobacz na mapie UMP","katywroclawskie@archidiecezja.wroc.pl","71/316-66-73","Ks. mgr Ryszard REPUTAŁA Kan. hon. ex. num. Kap. Koleg. ","8.00, 9.00 (Pełcznica), 10.00, 10.30 (Kilianów), 11.45 (Nowa Wieś Kącka), 12.00, 18.00","7.00, 16.30 (czw, Pełcznica i Nowa Wieś Kącka), 18.00","","51.03106,16.76953","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=3"
"Najświętszej Maryi Panny Różańcowej","","","ul. Wrocławska 79, 55-093 Kiełczów","kielczow.archidiecezja.wroc.pl","kielczow@archidiecezja.wroc.pl","71/398-85-85","Ks. mgr Maciej SPISZ RM ","7.30, 9.30, 11.00, 12.30, 18.00","7.00, 18.00","","51.13908,17.17929","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=46&id_par=4"
"Podwyższenia Krzyża Świętego","","","Kłoda Górowska, nr 42 A, 56-200 Góra","zobacz na mapie UMP","klodagorowska@archidiecezja.wroc.pl","665-102-707","Ks. mgr Stanisław ORŁOWSKI Kan. hon. Kap. Koleg. ","8.30, 10.00 (Ślubów), 12.00","zima 17.00, lato 18.00","","51.65686,16.58968","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=8&id_par=6"
"Wniebowzięcia Najświętszej Maryi Panny","","","ul. Polna 1 A, 55-040 Kobierzyce","zobacz na mapie UMP","kobierzyce@archidiecezja.wroc.pl","71/311-14-27","Ks. mgr Andrzej JACAK RM ","8.30, 11.30, 18.00","8.00 (wt, czw), 18.00 (pn, śr, pt, so)","","50.96866,16.92241","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=1"
"Nawiedzenia Najświętszej Maryi Panny","","","Koczurki, nr 13, 55-100 Trzebnica","zobacz na mapie UMP","koczurki@archidiecezja.wroc.pl","71/312-77-77","Ks. mgr Artur KOCHMAŃSKI SDS ","8.30, 8.30 (Biedaszków Wlk.), 10.00 (Brzezie), 10.00 (Koniowo), 11.30 (Domanowice), 11.30 (Komarówka), 13.00, 13.00 (Koniowo)","17.00 (zima), 18.00 (lato)","","51.39104,17.11232","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=31&id_par=5"
"Podwyższenia Krzyża Świętego","","","Korzeńsko, ul. Kasztanowa 31, 55-140 Żmigród","zobacz na mapie UMP","korzensko@archidiecezja.wroc.pl","71/385-61-11","Ks. mgr Ryszard ZIÓŁEK Kan. hon. ex. num. Kap. Koleg. ","8.00, 9.30, 10.45, 12.30","17.00","","51.54345,16.86476","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=2"
"Podwyższenia Krzyża Świętego","","","ul. 1 Maja 26, 55-311 Kostomłoty","zobacz na mapie UMP","kostomloty@archidiecezja.wroc.pl","71/317-01-95","Ks. mgr Jerzy SIECZKO Kan. hon. ex. num. Kap. Koleg., Kap. hon. Ojca św. ","8.00, 10.00, 12.00","18.00","","51.04583,16.61057","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=10"
"Najświętszego Serca Pana Jezusa","","","Kotowice, ul. Główna 16, 55-011 Siechnice","zobacz na mapie UMP","kotowice@archidiecezja.wroc.pl","71/302-94-63","Ks. mgr Wacław STRONG RM ","8.00, 10.00 (Siedlce), 12.00","7.00 (pn), 9.00 (so), 16.00 (I pt mies. - Siedlce), 18.00 (wt, czw, I pt mies.), 18.00 (śr, pt - Siedlce)","","51.02450,17.23180","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=3"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","","Kowalowice, ul. Główna 21, 46-100 Namysłów","zobacz na mapie UMP","kowalowice@archidiecezja.wroc.pl","77/419-21-22","Ks. mgr Janusz SZETELNICKI RM wicedziekan ","7.30, 9.00, 10.20, 12.00","16.00, 17.00, 18.00","","51.13264,17.76687","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=33&id_par=2"
"św. Maksymiliana Marii Kolbego","","","ul. Polna 2, 56-320 Krośnice","zobacz na mapie UMP","krosnice@archidiecezja.wroc.pl","71/384-61-85","Ks. mgr Andrzej BURYŁA Kan. hon. ex. num. Kap. Koleg. ","7.15, 9.00, 10.30, 17.00 (zima), 18.00 (lato)","17.00 (zima), 18.00 (lato)","","51.47536,17.35751","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=17&id_par=1"
"Najświętszej Maryi Panny Różańcowej","","","Kruszyna, nr 57, 49-300 Brzeg","zobacz na mapie UMP","kruszyna@archidiecezja.wroc.pl","77/412-56-78","Ks. mgr Marek DZIEDZIC ","8.30, 10.00, 11.30","17.00 (zima), 18.00 (lato)","","50.83070,17.54933","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=4"
"św. Stanisława Biskupa i Męczennika","","","Kryniczno, ul. Trzebnicka 12, 55-114 Wisznia Mała","www.franciszkanie-kryniczno.fancom.pl","swstanislawabpm@archidiecezja.wroc.pl","71/387-86-17","O. Jakub Janusz WŁODARCZYK OFM ","8.00, 10.00 (Szymanów), 11.30, 18.00","18.00","","51.20800,17.03956","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=31&id_par=6"
"św. Wawrzyńca","","","Kryniczno, nr 57, 55-300 Środa Śląska","kryniczno.archidiecezja.wroc.pl","kryniczno@archidiecezja.wroc.pl","71/317-17-24","Ks. mgr Jacek AKSAMSKI ","9.00, 11.30","9.00 lub 17.00 (zima), 18.00 (lato)","","51.13104,16.67228","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=16&id_par=2"
"św. Jadwigi","","","Krzelków, nr 12, 57-220 Ziębice","zobacz na mapie UMP","krzelkow@archidiecezja.wroc.pl","74/819-71-14","Ks. mgr Wojciech KUBISIAK ","8.00, 10.00, 11.30","17.00 (zima), 18.00 (lato)","","50.62645,16.99326","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=44&id_par=4"
"św. Marcina","","","Krzelów, nr 35, 56-160 Wińsko","www.krzelow.archidiecezjawroc.pl","sondar@poczta.fm","71/389-91-76","Ks. mgr Dariusz RZEPKA ","8.00, 9.30, 11.00, 12.30","8.00, zima 17.00, lato 18.00","","51.43803,16.51219","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=34&id_par=2"
"św. Michała Archanioła","","","Krzydlina Mała, nr 69, 56-100 Wołów","www.parafiakrzydlina.pl","krzydlinamala@archidiecezja.wroc.pl","71/389-01-91","O. Piotr BOROŃ CMF ","7.00, 8.30, 10.00, 11.15","17.00, 18.00","","51.29777,16.54086","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=5"
"św. Andrzeja Apostoła","","","Kucharzowice, nr 62, 57-120 Wiązów","zobacz na mapie UMP","kucharzowice@archidiecezja.wroc.pl","71/394-35-32","Ks. Jarosław CZARNY RM ","8.00, 9.30 (Bąków), 11.30","zima 17.00, lato 18.00","","50.78781,17.24922","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=32&id_par=4"
"św. Marcina","","","Kulin, nr 39, 55-300 Środa Śląska","www.parafiakulin.pl","kulin@archidiecezja.wroc.pl","71/317-10-69","Ks. dr Mieczysław KINASZCZUK RM ","8.15 (Cesarzowice), 9.30 (Piersno), 10.45, 12.00 (Rakoszyce)","18.00","","51.10399,16.60363","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=5"
"Narodzenia Najświętszej Maryi Panny","","","Kuropatnik, ul. Ks. Stanisława Michalaka 1, 57-100 Strzelin","zobacz na mapie UMP","kuropatnik@archidiecezja.wroc.pl","71/392-18-68","Ks. mgr Tadeusz POLAN wicedziekan ","8.30, 10.00, 11.30","zima 17.00, lato 18.00","","50.74939,17.10668","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=4"
"Wniebowzięcia Najświętszej Maryi Panny","","","al. Wojska Polskiego 5, 49-340 Lewin Brzeski","zobacz na mapie UMP","lewinbrzeski@archidiecezja.wroc.pl","77/412-76-67","Ks. mgr Krzysztof DUDOJĆ RM ","7.30, 9.00, 9.00 (Sarny Małe, VII-VIII - 8.00), 10.15 (Oldrzyszowice, VII-VIII - 9.00), 11.00, 11.30 (Buszyce, VII-VIII - 10.00), 12.30 (z wyj. VII-VIII), 18.00 (19.00 - V-IX)","7.00, 7.30 (z wyj. VII-IX), 16.00 (pt - z wyj. VII-VIII, Sarny Małe, Oldrzyszowice, Buszyce), 18.00","","50.74878,17.61483","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=5"
"Wniebowzięcia Najświętszej Maryi Panny","","","nr 67, 46-166 Ligota Książęca","zobacz na mapie UMP","wnmp.ligota@archidiecezja.wroc.pl","77/419-24-06","Ks. mgr Edward ŁUPKOWSKI RM ","8.30, 10.00, 11.30","8.30, 18.00","","51.02069,17.56627","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=18&id_par=3"
"Najświętszej Maryi Panny Częstochowskiej","","","Ligota Mała, nr 31, 56-400 Oleśnica","zobacz na mapie UMP","ligotamala@archidiecezja.wroc.pl","71/398-74-07","vacat","8.30, 10.00, 11.30, 13.00","17.00, 18.00 (każdego 22. dnia miesiąca)","","51.14150,17.36547","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=20&id_par=4"
"św. Walentego Męczennika","","","Lubiąż, ul. Księcia B. Wysokiego 34, 56-100 Wołów","zobacz na mapie UMP","lubiaz@archidiecezja.wroc.pl","71/389-71-65","Ks. mgr Leszek WOŹNY ","8.30, 10.30, 12.00, 18.00","7.30, 18.00","","51.27781,16.45430","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=9"
"Podwyższenia Krzyża Świętego","","","Luboszyce, nr 2, 56-209 Jemielno","zobacz na mapie UMP","luboszyce@archidiecezja.wroc.pl","65/544-62-70","Ks. mgr lic. Robert STRAWIŃSKI ","9.00, 10.30 (Lubów), 12.30","zima 17.00, lato 18.00","","51.60645,16.42292","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=45&id_par=7"
"Nawiedzenia Najświętszej Maryi Panny","","","ul. Brzeska 11, 49-313 Lubsza","www.lubsza.archidiecezja.wroc.pl","lubsza@archidiecezja.wroc.pl","77/411-86-25","Ks. dr Józef MELER RM ","8.00, 10.00, 11.30","17.00 (zima), 18.00 (lato)","","50.91593,17.52089","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=3&id_par=4"
"św. Jana Chrzciciela","","","Ludów Śląski, nr 22, 57-160 Borów","ludowslaski.archidiecezja.wroc.pl","ludowslaski@archidiecezja.wroc.pl","71/393-30-96","Ks. mgr Paweł MACHAŁ ","7.30, 9.00 (Ludów Polski); 10.30 (Kurczów); 12.00","17.00 (X-IV), 18.00 (IV-X)","","50.84853,17.02465","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=1&id_par=5"
"św. Józefa Oblubieńca NMP","","","ul. Kościelna 18, 55-333 Lutynia","www.parafialutynia.net","kancelaria@parafialutynia.net","71/723-45-38","Ks. mgr Jan BANIK Kan. hon. ex. num. Kap. Koleg. ","7.30, 8.45 (Gałów), 10.00 (Radakowice), 11.15, 12.30, 12.30 (Wróblowice), 18.30","18.00; 16.45 (Gałów czw., so); 16.45 (Radakowice pt.)","","51.13525,16.78241","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=16&id_par=7"
"św. Jana Chrzciciela","","","ul. Główna 3, 49-330 Łosiów","zobacz na mapie UMP","losiow@archidiecezja.wroc.pl","77/412-53-40","Ks. mgr Leszek WŁODARCZYK RM ","8.00, 9.30, 11.00, 12.30","18.00 (zima), 19.00 (lato)","","50.79252,17.55623","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=6"
"Wniebowzięcia Najświętszej Maryi Panny","","","Łozina, ul. Wrocławska 5, 55-095 Mirków","zobacz na mapie UMP","lozina@archidiecezja.wroc.pl","71/315-48-22","Ks. mgr Stanisław BABICZ RM ","8.30, 10.00 (Godzieszowa), 11.30","16.30 (zima), 17.30 (lato)","","51.23233,17.17400","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=31&id_par=7"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","","ul. Mickiewicza 6 B, 55-320 Malczyce","malczyce.archidiecezja.wroc.pl","malczyce@archidiecezja.wroc.pl","71/317-92-17","Ks. mgr Bolesław SYLWESTRZAK RM, Kap. hon. Ojca św. ","8.00, 9.00 (Dom Opieki Społecznej), 10.30, 12.00, 17.00","7.00, 18.00","","51.22033,16.49352","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=11"
"Trójcy Świętej","","","Małkowice, ul. Szkolna 5, 55-080 Kąty Wrocławskie","zobacz na mapie UMP","malkowice@archidiecezja.wroc.pl","71/316-85-10","Ks. mgr Robert GROMADZKI ","8.00, 9.30 (Skałka), 11.00 (Bogdaszowice), 12.15","17.00, 18.00","","51.07643,16.82361","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=11"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","","Małowice, nr 4a, 56-160 Wińsko","zobacz na mapie UMP","malowice@archidiecezja.wroc.pl","71/389-61-78","Ks. mgr Jan MAZUR RM ","7.30, 9.00, 10.00, 11.30","18.00","","51.40281,16.47265","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=34&id_par=3"
"św. Jakuba","","","Małujowice, nr 65, 49-318 Skarbimierz","zobacz na mapie UMP","malujowice@wp.pl","77/412-32-70, 661-683-686","Ks. dr Andrzej PASZYŃSKI RM ","7.30, 9.00 (Psary), 10.30 (Gać), 12.00","16.00 (lato), 17.00 (Psary), 18.00 (Gać), 19.00 (lato)","","50.84693,17.38061","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=7"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","","Maniów Wielki, ul. Okulicka 3, 55-081 Mietków","zobacz na mapie UMP","maniowwielki@archidiecezja.wroc.pl","71/316-81-95","Ks. dr hab. Robert ZAPOTOCZNY RM ","8.00, 9.00, 10.30, 12.00","17.00 (zima), 18.00 (lato)","","50.95616,16.69641","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=2"
"św. Marcina Biskupa","","","Marcinkowice, ul. Szkolna 5, 55-200 Oława","zobacz na mapie UMP","marcinkowice@archidiecezja.wroc.pl","71/302-86-81","Ks. mgr lic. Tomasz ZAJĄC Kan. hon. ex. num. Kap. Koleg. wicedziekan ","8.00, 9.30 (Sobocisko), 11.00, 18.00","18.00 (pn, śr, pt, so), 18.00 (Sobocisko: wt, czw)","","50.98934,17.22753","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=4"
"Świętych Apostołów Piotra i Pawła","","","ul. Kościelna 7, 49-315 Mąkoszyce","zobacz na mapie UMP","makoszyce@archidiecezja.wroc.pl","77/412-44-14","Ks. mgr lic. Antoni AKIŃCZA RM ","8.00, 9.30, 11.30","8.00, 17.00, 18.00","","50.94120,17.63748","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=3&id_par=5"
"św. Michała Archanioła","","","Michalice, nr 16, 46-100 Namysłów","zobacz na mapie UMP","michalice@archidiecezja.wroc.pl","77/410-29-53","Ks. mgr Grzegorz LASZCZYŃSKI wicedziekan ","8.15, 9.30, 10.45, 12.00","18.00 (lato), 17.00 (zima)","","51.10507,17.76141","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=18&id_par=4"
"św. Jadwigi","","","Michałów, nr 119, 49-332 Olszanka","www.jadwiga-michalow.pl","michalow@archidiecezja.wroc.pl","77/412-92-61","Ks. mgr Czesław MORAŃSKI ","8.00, 10.00, 11.30","18.00","","50.74304,17.51319","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=8"
"Narodzenia Najświętszej Maryi Panny","","","ul. Kościelna 2, 55-330 Miękinia","www.parafiamiekinia.pl","miekinia.nnmp@archidiecezja.wroc.pl","71/317-81-79","Ks. dr Waldemar KOCENDA RM, Kap. hon. Ojca św. ","9.00, 11.00, 19.00","8.00 (sobota), 17.00 (zima ), 18.00 (lato)","","51.19309,16.73738","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=16&id_par=3"
"św. Andrzeja Boboli","","","ul. Spacerowa 2, 56-300 Milicz","www.bobolamilicz.pl","kancelaria@bobolamilicz.pl","71/383-00-29","Ks. Kazimierz KUDRYŃSKI Kan. hon. Kap. Koleg., Kap. hon. Ojca św. ","7.00, Dom Opieki Społ. 8.30; 8.45, Duchowo 9.45; 10.00, Niesułowice 11.00; 11.30, 13.00, 15.30, 18.00","6.30, 7.00, 18.00","","51.52792,17.27280","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=17&id_par=2"
"św. Michała Archanioła","","","ul. Kościelna 5, 56-300 Milicz","zobacz na mapie UMP","swmichala.milicz@archidiecezja.wroc.pl","71/384-00-10, fax 71/384-00-10","Ks. Jan PRZYTOCKI Kan. hon. ex. num. Kap. Koleg., Kap. hon. Ojca św. ","7.00, 8.00 (Godnowa), 8.45, 9.30 (Godnowa), 10.00, 10.45 (Gogołowice), 11.30, 13.00, 17.00","6.30, 7.00, 18.00","","51.53303,17.27688","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=17&id_par=4"
"św. Anny","","","ul. Łowiecka 1a, 56-300 Milicz","www.swanny.milicz.archidiecezjawroc.pl","swanny.milicz@archidiecezja.wroc.pl","71/383-09-13","Ks. mgr Bogdan BURYŁA RM ","8.00, 10.00, 11.30, 17.00 (zima), 18.00 (lato)","17.00 (zima), 18.00 (lato)","","51.50701,17.28118","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=17&id_par=3"
"św. Mikołaja","","","Miłoszyce, ul. Główna 25, 55-230 Jelcz-Laskowice","www.parafiamiloszyce.pl","miloszyce@archidiecezja.wroc.pl","71/318-46-82","Ks. mgr Janusz GILUŃ RM ","8.00, 10.00, 12.00, 18.00","18.00","","51.04902,17.31097","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=6"
"św. Jana Nepomucena","","","ul. Kościelna 10, 55-206 Minkowice Oławskie","zobacz na mapie UMP","minkowice@archidiecezja.wroc.pl","71/318-60-11","Ks. mgr Ryszard MARCZYCKI RM ","8.00, 9.30, 11.00, 12.30","17.00 (zima), 18.00 (lato)","","51.02012,17.46194","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=7"
"św. Brata Alberta","","","ul. Kościelna 2, 55-095 Mirków","mirkow.archidiecezja.wroc.pl","mirkow@archidiecezja.wroc.pl","71/315-10-22; wikariat: 71/315-12-78","Ks. mgr Wacław KURIATA Kan. grem. Kap. Koleg. ","8.00, 10.00 (dla dzieci), 12.00, 18.00","8.00 lub 18.00","","51.16897,17.15992","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=46&id_par=13"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","","Moczydlnica Klasztorna, nr 3, 56-160 Wińsko","zobacz na mapie UMP","moczydlnicaklasztorna@archidiecezja.wroc.pl","71/389-91-01","Ks. mgr lic. Jan SIENKIEWICZ ","8.30, 10.00, 12.00","7.00, 17.00, 18.00","","51.40423,16.58203","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=34&id_par=4"
"Najświętszej Maryi Panny Zwycięskiej","","","Mrozów, ul. Wyzwolenia 17, 55-330 Miękinia","zobacz na mapie UMP","mrozow@archidiecezja.wroc.pl","71/317-07-79, 693-759-208","Ks. mgr lic. Andrzej WÓJCIAK Kan. hon. ex. num. Kap. Koleg. wicedziekan ","8.00, 10.00 (Krępice), 12.00","18.00 (zima), 18.30","","51.18710,16.78847","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=16&id_par=6"
"Świętych Apostołów Piotra i Pawła","","","ul. Kościelna 3, 46-100 Namysłów","namyslow.archidiecezja.wroc.pl","namyslow@archidiecezja.wroc.pl","77/410-02-34","Ks. mgr Henryk JACAK Kan. hon. ex. num. Kap. Koleg. dziekan ","7.00, 8.30, 9.00, 10.00, 11.00, 11.30, 13.00, 19.00","7.00, 9.00, 18.00","","51.07749,17.71867","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=33&id_par=10"
"św. Franciszka z Asyżu i św. Piotra z Alkantary","","","Skwer Kard. Wyszyńskiego 2, 46-100 Namysłów","swfranciszek-namyslow.pl","swfranciszka.namyslow@archidiecezja.wroc.pl","77/410-71-00, wikariat 77/410-26-39","Ks. dr Bartosz BARCZYSZYN ","7.00, 8.30, 9.45, 11.00, 12.15, zima 18.00, lato 20.00","8.30, 17.00, 18.00, lato: 8.30, 18.00","","51.07755,17.71361","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=18&id_par=5"
"św. Józefa Oblubieńca NMP","","","Nasławice, ul. Komuny Paryskiej 2, 55-050 Sobótka","zobacz na mapie UMP","naslawice@archidiecezja.wroc.pl","71/391-35-54, kom. 500-034-122","Ks. mgr lic. Zbigniew SŁOBODECKI Kan. hon. ex. num. Kap. Koleg. dziekan ","8.45 (Świątniki), 10.00 (Księginice Małe), 11.30 (Wilczkowice), 13.00 (Nasławice)","7.00 (pt. Nasławice), 7.30 (IX-VI, śr. Świątniki), 18.00 (wt. Świątniki; śr. Nasławice; czw. Wilczkowice; so. Księginice Małe), 19.00 (IX-VI, czw. Nasławice)","","50.88747,16.80533","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=3"
"św. Jana Ewangelisty","","","Niedźwiednik, nr 53, 57-220 Ziębice","zobacz na mapie UMP","niedzwiednik@archidiecezja.wroc.pl","74/819-58-14","Ks. mgr Adrian Wilhelm HORAK RM ","9.15, 10.30, 12.00","16.00 (zima), 17.00 (lato)","","50.58384,16.94469","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=44&id_par=5"
"Najświętszego Serca Pana Jezusa","","","Niwnik, nr 32, 55-200 Oława","zobacz na mapie UMP","niwnik@archidiecezja.wroc.pl","71/313-19-97","Ks. mgr Marek LEWICKI ","8.00 (Bolechów), 9.30 (Siecieborowice), 11.00","18.00 (od Adwentu do końca III o 17.00)","","50.90338,17.25008","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=5"
"św. Marcina","","","Nowolesie, Biały Kościół, ul. Różana 4, 57-100 Strzelin","zobacz na mapie UMP","nowolesie@archidiecezja.wroc.pl","71/393-06-87","Ks. mgr Stanisław WŁODARSKI Kan. grem. Kap. Koleg. ","8.00 (Biały Kościół), 10.00 (Nowolesie), 12.00 (Biały Kościół)","8.00, 17.00 (zima), 18.00 (lato)","","50.70197,17.06060","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=5"
"Najświętszego Serca Pana Jezusa","","","ul. Kard. Wyszyńskiego 23, 55-120 Oborniki Śląskie","zobacz na mapie UMP","nspj.obornikislaskie@archidiecezja.wroc.pl","71/310-13-50","Ks. dr Maciej CHWARŚCIANEK SDS wicedziekan ","8.00, 10.00, 12.30, 18.30","7.00, 18.30","","51.30420,16.91504","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=3"
"św. Judy Tadeusza i św. Antoniego Padewskiego","","","ul. Trzebnicka 35, 55-120 Oborniki Śląskie","judaiantoni.pl","swjudyantoniego@archidiecezja.wroc.pl","71/310-13-51","Ks. dr Jacek WAWRZYNIAK SDS ","8.30, 11.00, 12.30 (dla dzieci), 17.00, 19.00 (dla młodzieży)","8.30, 18.00 (zima), 19.00 (lato)","","51.29851,16.91993","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=11"
"Najświętszej Maryi Panny Matki Miłosierdzia","","","ul. Wileńska 4, 56-400 Oleśnica","olesnicaslw.archidiecezja.wroc.pl","olesnicaslw@archidiecezja.wroc.pl","71/314-44-60","Ks. mgr Zdzisław PADUCH Kan. hon. ex. num. Kap. Koleg. dziekan ","7.00, 7.15 (szpital), 9.00, 10.30, 12.00, 18.00, 19.30","6.30 (szpital), 6.30, 7.00, 7.30, 18.00","","51.21002,17.39440","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=20&id_par=5"
"św. Jana Apostoła i Ewangelisty","","","ul. Łużycka 4, 56-400 Oleśnica","olesnica.archidiecezja.wroc.pl","olesnica@archidiecezja.wroc.pl","71/314-21-42","Ks. mgr lic. Władysław OZIMEK Kan. grem. Kap. Katedr., dziekan Kap. Katedr. dziekan ","7.30, 8.00 (pw. Trójcy Świętej), 9.00, 11.00, 11.30 (Dąbrowa), 12.00 (pw. Trójcy Świętej), 12.30, 18.00","6.15, 7.00, 7.30, 18.00","","51.21016,17.37861","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=7"
"Najświętszej Maryi Panny Fatimskiej","","","Plac Fatimski 1 (siedziba ul. Łużycka 4), 56-400 Oleśnica","www.olesnicafatimska.parafialnastrona.pl","nmpfatimskiej@archidiecezja.wroc.pl","71/314-21-42","Ks. mgr Jan KUDLIK RM ","kaplica w Domu Parafialnym: 8.00, 11.30; Bystre: 10.00","18.00","","51.19969,17.37697","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=6"
"Najświętszej Maryi Panny Królowej","","","ul. Nowy Otok 8, 55-200 Oława","zobacz na mapie UMP","nmpkrolowej@wp.pl","71/303-83-84, 69/653-52-51","Ks. mgr Robert JASIK ","8.00, 9.00 (Gaj Oławski), 10.15 (Marszowice), 11.30","18.00 (pn), 7.00 (wt), 18.00 (śr) 18.00 (czw - Gaj Oławski); 18.00 (pt - Marszowice), 8.00 (so);","","50.93758,17.26863","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=12"
"Najświętszej Maryi Panny Różańcowej","","","ul. Polna 19A, 55-200 Oława","www.parafiambr.olawa.pl","info@parafiambr.olawa.pl","695-630-418","Ks. mgr Ryszard ZDONEK RM ","8.00, 10.00, 12.00","18.30","","50.92502,17.30347","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=11"
"Świętych Apostołów Piotra i Pawła","","","pl. Zamkowy 16, 55-200 Oława","www.petrus.olawa.pl","petrus@data.pl","71/313-27-23","Ks. mgr lic. Janusz GORCZYCA RM dziekan ","7.00, 8.00, 10.00, 11.30, 13.00, 16.00, 18.00, 19.15","7.00, 9.00, 18.00","","50.94443,17.29402","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=8"
"Najświętszej Maryi Panny Matki Pocieszenia","","","pl. Św. Maksymiliana M. Kolbe 1, 55-200 Oława","sanktuariumolawa.ns48.pl","sanktuarium.olawa@archidiecezja.wroc.pl","71/313-22-41","Ks. mgr lic. Tomasz CZABATOR RM ","7.00, 8.30, 10.00, 11.30, 13.00, 19.00","6.30, 9.00, 18.00","","50.94215,17.29417","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=6"
"Miłosierdzia Bożego","","","ul. Zaciszna 4, 55-200 Oława","pmb.olawa.pl","olawa@archidiecezja.wroc.pl","71/313-86-88","Ks. Stanisław BIJAK RM, Kap. hon. Ojca św. ","7.00, 8.30, 10.00, 10.15 (Stanowice), 11.30, 13.00, 18.00, 19.00 (od 1.06 do 31.08)","7.00, 18.00 (zima), 19.00 (lato)","","50.94811,17.27477","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=7"
"św. Michała Archanioła","","","Osetno, nr 24, 56-200 Góra","zobacz na mapie UMP","osetno@archidiecezja.wroc.pl","65/543-20-90","vacat","8.00 (Rogów Górowski), 9.00 (Stara Góra), 10.30 (Ryczeń), 12.00","18.00","","51.63427,16.46223","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=45&id_par=8"
