"name","address","www","email","phone","rector","sun","week","fest","url"
"Kościół św. Wojciecha","ul. Zwycięstwa 248, 75-665 Koszalin","www.parafiawojciech.pl","wojciech@koszalin.opoka.org.pl","94 340 54 50, kom. 533 645 184 - ksiądz dyżurny","ks. Andrzej Hryckowian","7.30, 9.00, 10.30, 12.00, 15.00, 18.00; ","7.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=99"
"Kościół Zaśnięcia Najświętszej Bogurodzicy","ul. Niepodległości 24-26, 75-242 Koszalin","dekanat:","strona WWW:","603 116 996","","9.30, święta 9.30 i 18.00; ","8.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=251"
"Kościół Trójcy Świętej","Kretomino 23, 75-016 Koszalin","www.kretomino.koszalin.opoka.org.pl","kretomino@koszalin.opoka.org.pl","94 342 18 32 - proboszcz, 94 341 12 86 - wikariusz, kom. 782 975 028",", 94 341 12 86 - wikariusz, kom. 782 975 028","9.30 (VII-VIII 8.00), 11.00, 18.00 (VII-VIII 19.00); ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=104"
"Kościół św. Apostołów Piotra i Pawła","ul. Spacerowa 19, 78-452 Krosino","dekanat:","strona WWW:","94 373 66 14","ks. Jan Stankiewicz","12.00; ","wtorek-piątek 17.00 (IV-IX 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=150"
"Kościół Chrystusa Króla Wszechświata","Krzemieniewo 18, 77-330 Krzemieniewo","dekanat:","strona WWW:","59 832 26 87","ks. Piotr Barański","10.30; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=47"
"Kościół Najświętszego Serca Pana Jezusa","ul. Poznańska 12, 64-761 Krzyż Wielkopolski","www.krzyz.sds.pl","krzyz@sds.pl","67 256 40 17","ks. Tomasz Sander SDS","7.00, 8.30, 10.00, 12.00, 18.00; ","6.30, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=206"
"Kościół św. Antoniego Padewskiego","ul. Sikorskiego 14, 64-761 Krzyż Wielkopolski","www.krzyz.koszalin.opoka.org.pl","krzyz_antoni@op.pl","67 256 57 47","ks. Sławomir Forc","8.00, 10.30, 12.00, 16.00, 18.00 (IX-VI); ","7.00 (IX-VI), 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=205"
"Kościół św. Franciszka Ksawerego","ul. Kościelna 9, Kuźnica Czarnkowska, 64-700 Czarnków","dekanat:","kuznicasaletyni@poczta.onet.pl","67 255 05 77","ks. Paweł Janaszkiewicz MS","8.00, 10.30, 14.30; ","17.00 (VI-IX 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=207"
"Kościół Niepokalanego Poczęcia Najświętszej Maryi Panny","ul. Słupska 1, 76-252 Kwakowo","kwakowo.parafia.info.pl","strona WWW:","59 846 20 75","ks. Jacek Popławski","11.30; ","wtorek-piątek 17.00 (I 9.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=177"
"Kościół św. Piotra i Pawła","Lekowo 5, 78-312 Lekowo","parafialekowo.pl","strona WWW:","781 576 266","ks. Hubert Smołkowicz","11.00; ","18.00 (zimą 17.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=196"
"Kościół św. Piotra i Pawła Apostołów","ul. Słowackiego 1, 64-965 Lędyczek","dekanat:","strona WWW:","67 263 12 14","ks. Anatol Wołoszyn","10.45; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=80"
"Kościół Matki Bożej Częstochowskiej","Lipie 21, 78-331 Rąbino","www.lipie.koszalin.opoka.org.pl","lipie@koszalin.opoka.org.pl","94 364 32 67, kom. 513 068 848","ks. Mirosław Ruszkowski","10.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=151"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","ul. Dworcowa 8, 64-918 Lotyń","dekanat:","strona WWW:","67 266 06 29","ks. Leszek Kuśmierzak","8.00, 11.00; ","poniedziałek-piątek 17.00 (V-VIII 18.00), sobota 9.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=81"
"Kościół Chrystusa Króla","Lubno 31, 78-600 Wałcz","dekanat:","strona WWW:","67 259 95 88","ks. Tadeusz Winnicki","9.30; ","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=125"
"Kościół Zwiastowania Najświętszej Maryi Panny","Łącko 42, 76-113 Postomino","dekanat:","strona WWW:","59 810 97 24","ks. Andrzej Bagiński","9.00; ","poniedziałek-czwartek 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=215"
"Kościół św. Jana Chrzciciela","Łekno 11, 76-037 Będzino","dekanat:","strona WWW:","94 316 24 17","ks. Jan Borzyszkowski, junior","8.30, 11.30; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=115"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","ul. Zakątna 8, 78-445 Łubowo","dekanat:","strona WWW:","94 375 73 10","ks. Ryszard Kuroś","9.00, 12.00; ","wtorek-piątek 17.00 (latem 8.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=27"
"Kościół Matki Bożej Gromnicznej","Malechowo 43, 76-142 Malechowo","dekanat:","strona WWW:","94 318 41 97","ks. Grzegorz Ciszek","8.30, 13.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=159"
"Kościół Matki Bożej Wspomożenia Wiernych","Manowo 21B, 76-015 Manowo","www.parafiamanowo.pl","poczta@parafiamanowo.pl","kom. 606 200 280","ks. Dariusz Jaślarz","8.30, 13.00; ","17.00 (IV-IX 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=36"
"Kościół św. Katarzyny","Marcinkowice 69, 78-641 Lubiesz","dekanat:","strona WWW:","67 259 09 33","ks. Czesław Łącki","11.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=126"
"Kościół Miłosierdzia Bożego","ul. Wieżowa 13, 77-200 Miastko","www.miastko-milosierdzie.pl","mbmiastko@gmail.com","59 857 37 04","ks. Jerzy Bąk","sobota 18.00, niedziela 7.00, 8.30, 10.00, 12.00, 18.00; ","poniedziałek-piątek 17.30 (I sobota m-ca dod. 8.30)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=108"
"Kościół Najświętszej Maryi Panny Wspomożycielki Wiernych","ul. Bolesława Chrobrego 9, 77-200 Miastko","www.wspomozycielka-miastko.info","strona WWW:","59 857 23 28","ks. Jan Cychowski","sobota 18.00, niedziela 7.00, 8.30, 10.00, 11.30, 13.00, 18.00; ","7.00, 18.00 (XI-II poniedziałek-piątek 17.00, sobota 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=107"
"Kościół Św. Włodzimierza i Olgi","ul. Rybacka 14, 77-200 Miastko","dekanat:","strona WWW:","59 857 25 83","","11.15, święta godz. 11.15 i 18.00; ","9.00 lub 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=252"
"Kościół Matki Bożej Bolesnej","ul. 1 Maja 4, Mielęcin, 78-630 Człopa","dekanat:","strona WWW:","67 258 76 93","ks. Wojciech Staszczak","11.00; ","poniedziałek, wtorek, sobota 17.00 (lato 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=127"
"Kościół Przemienienia Pańskiego","ul. Kościelna 27, 76-032 Mielno","www.mielno.koszalin.opoka.org.pl","strona WWW:","94 318 94 05","ks. Tadeusz Piasecki","9.00, 10.30, 12.00, 16.00 (VI-VIII dod. 7.30, 20.00); ","17.00 (VI-VIII 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=116"
"Kościół Trójcy Świętej","Mierzyn 6/3, 78-230 Karlino","parafia-mierzyn.pl","strona WWW:","94 358 16 43","ks. Grzegorz Jagodziński","10.30; ","wtorek, piątek 17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=74"
"Kościół św. Józefa Oblubieńca Najświętszej Maryi Panny","ul. Główna 7, 78-450 Grzmiąca","dekanat:","strona WWW:","94 373 75 55","ks. Tadeusz Serafin","12.00; ","poniedziałek-środa, piątek-sobota 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=28"
"Kościół Podwyższenia Krzyża Pańskiego","ul. Topolowa 20, 78- 425 Biały Bór","dekanat:","strona WWW:","94 373 91 81","","niedziela i święta w sobotę: 14.00; ","16.30","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=253"
"Kościół św. Michała Archanioła","Miłocice 29A, 77-211 Miastko","dekanat:","strona WWW:","59 857 11 22","ks. Krzysztof Zdunek","11.00; ","poniedziałek-środa, sobota 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=109"
"Kościół Niepokalanego Poczęcia Najświętszej Maryi Panny","ul. Kościuszki 24, 78-600 Mirosławiec","parafiamiroslawiec.com.pl","parafiamiroslawiec@vp.pl","67 259 50 59","ks. Edward Matyśniak","9.00, 12.00, 15.00, 17.00 (IX-VI); ","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=3"
"Kościół św. Antoniego Padewskiego","ul. Kościelna 1, 76-031 Mścice","www.mscice.koszalin.opoka.org.pl","mscice@koszalin.opoka.org.pl","94 343 52 59","ks. Włodzimierz Milewski","8.30, 11.00, 18.00; ","według ogłoszenia","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=117"
"Kościół Matki Bożej od Wykupu Niewolników","ul. Niepodległości 54, 64-965 Okonek","dekanat:","strona WWW:","67 266 90 62","ks. Jan Rataj","8.00, 9.30, 11.00, 18.00; ","9.00 (IX-VI), 18.00 (VI-VIII 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=82"
"Kościół Ducha Świętego","ul. Główna 1, 78-513 Oleszno","dekanat:","strona WWW:","94 367 43 45, fax: 94 367 43 50","","","","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=239"
"Kościół św. Antoniego Padewskiego","ul. Bałtycka 15, Osieki, 76-003 Sucha Koszalińska","www.osieki-parafia.pl","strona WWW:","94 318 56 98","ks. Henryk Romanik","12.00 ; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=118"
"Kościół św. Katarzyny Dziewicy i Męczennicy","Ostre Bardo 4B, 78-320 Połczyn-Zdrój","dekanat:","parafiaostre_bardo@o2.pl","94 366 29 92","ks. Piotr Rodak","12.30; ","środa, piątek 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=152"
"Kościół Niepokalanego Poczęcia Najświętszej Maryi Panny","Ostrowice 38, 78-506 Ostrowice","dekanat:","strona WWW:","94 361 52 19","ks. Andrzej Górecki","8.00, 12.30; ","poniedziałek-piątek 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=62"
"Kościół Podwyższenia Krzyża Świętego","Ostrowiec 15, 76-129 Ostrowiec","dekanat:","strona WWW:","94 310 84 90","ks. Mariusz Żołądkowicz","sobota 17.30, niedziela 11.00; ","czwartek 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=160"
"Kościół Matki Bożej Różańcowej","Parsęcko 56, 78-412 Parsęcko","www.parsecko.koszalin.opoka.org.pl","parsecko@koszalin.opoka.org.pl","94 375 76 81, kom. 690 072 487","ks. Piotr Domaros","sobota 18.00 (XI-III 17.00), niedziela 11.30; ","poniedziałek, środa-piątek 18.00 (XI-III 17.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=186"
"Kościół Miłosierdzia Bożego","Piaszczyna 38A, 77-207 Piaszczyna","dekanat:","strona WWW:","59 857 13 75","ks. Janusz Berezowski","9.00; ","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=110"
"Kościół Matki Bożej Częstochowskiej","ul. Orla 29, 64-920 Piła","www.motylewo.koszalin.opoka.org.pl","motylewo@koszalin.opoka.org.pl","67 215 57 12","ks. Leonard Zych","9.00, 11.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=137"
"Kościół Miłosierdzia Bożego","ul. Śniadeckich 90, 64-920 Piła","www.parafia-milosierdzie.pila.pl","parafia@milosierdzie.pila.pl","797 634 437","ks. Dariusz Jastrząb","8.00, 9.30, 11.00, 12.30, 18.00; ","7.00 (IX-VI), 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=136"
"Kościół Najświętszej Maryi Panny Królowej Polski","Podchorążych 17, 64-920 Piła","parafiagarnizonowa.pila.pl","kancelaria@parafiagarnizonowa.pila.pl","tel./fax: 67 349 16 30","owie:","sobota 18.00, niedziela 9.00, 10.30, 12.00, 17.00 (VII-VIII 20.00); ","wtorek-sobota 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=236"
"Kościół Najświętszej Maryi Panny Wspomożenia Wiernych","ul. Złota 1, 64-920 Piła","www.wspomozycielka.pl","nmppila@gmail.com","67 214 28 81","ks. Stanisław Oracz","7.00, 9.00, 10.30, 12.00, 13.30 (IX-IV), 15.00 (IX-VI), 18.00; ","6.30 (IX-VI), 7.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=133"
"Kościół św. Antoniego","ul. Ludowa 20, 64-920 Piła","www.pila.kapucyni.pl","pila@kapucyni.pl","67 351 12 62 - parafia, 67 351 12 26 - proboszcz","adres email:","7.00, 8.30, 10.00, 11.30, 13.00, 14.30 (IX-VI), 19.00; ","7.00, 8.00, 9.00, 18.30","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=131"
"Kościół św. Jana Bosko","ul. Libelta 3, 64-920 Piła","janbosko.pila.pl","parafia@janbosko.pila.pl","67 213 06 42","ks. Jerzy Worek SDB","7.30, 9.30, 11.00, 12.30, 15.00 (IX-VI) 18.00","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=138"
"Kościół św. Józefa Oblubieńca Najświętszej Maryi Panny","ul. Korczaka 79, 64-920 Piła","www.parafia.bntech.pl","strona WWW:","67 213 69 71","ks. Ryszard Ryngwelski","7.30, 9.00, 10.30, 12.00, 15.00 (IX-VI), 18.00 (VII-VIII 19.00); ","7.30, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=135"
"Kościół św. Rafała Kalinowskiego","Rynek Koszycki 1, 64-920 Piła","www.rafalkalinowski.pila.pl","strona WWW:","67 353 22 08","ks. Mieczysław Dzikowski","8.00, 11.00, 12.30, 18.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=139"
"Kościół św. Stanisława Kostki","ul. Browarna 13, 64-920 Piła","www.stanislawkostka.pila.pl/","parafia@stanislawkostka.pila.pl","67 213 16 32","ks. Władysław Nowicki","7.30, 9.00, 10.30, 12.00, 15.00, 18.30; ","6.30, 9.00, 18.30 (I piątek m-ca dod. 17.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=134"
"Kościół Świętej Rodziny","ul. Św. Jana Bosko 1, 64-920 Piła","www.swietarodzina.pila.pl","parafia@swietarodzina.pila.pl","67 351 67 75, fax: 67 352 27 56","ks. Zbigniew Hul SDB","6.30, 8.00, 9.30, 11.00, 12.30, 15.00, 18.00 (VII-VIII dod. 20.30); ","6.00, 7.00, 8.00, 18.00 (I piątek m-ca dod. 16.30, 19.00 IX-VI)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=132"
"Kościół św. Piotra i Pawła Apostołów","Piława 21A, 78-446 Silnowo","dekanat:","strona WWW:","94 375 75 17","ks. Jan Jasiński","11.30; ","poniedziałek, środa, piątek, sobota 17.00 (czas wiosenno-letni 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=29"
"Kościół św. Jana Chrzciciela","Pniewo 39, 64-965 Okonek","dekanat:","strona WWW:","67 266 09 78","ks. Andrzej Dydko","7.30, 12.00; ","poniedziałek, wtorek, piątek, sobota 17.00 (czas letni 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=83"
"Kościół Podwyższenia Krzyża Świętego","ul. Jana Pawła II 1, 76-010 Polanów","www.polanow.koszalin.opoka.org.pl","polanow@koszalin.opoka.org.pl","94 318 82 10","ks. Roman Śledź","VII-VIII sobota 17.00; ","sobota 9.00 (IX-VI)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=145"
"Kościół Niepokalanego Poczęcia Najświętszej Maryi Panny","ul. 22 Lipca 2, 78-320 Połczyn-Zdrój","www.polczynzdroj.koszalin.opoka.org.pl/","strona WWW:","94 366 23 16 - proboszcz, 94 366 43 16 - wikariusze, 94 366 23 15 - zakrystia",", 94 366 43 16 - wikariusze, 94 366 23 15 - zakrystia","8.00, 9.30, 11.00, 12.30, 16.00, 19.00; ","7.00, 16.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=154"
"Kościół św. Józefa Oblubieńca Najświętszej Maryi Panny","ul. Cmentarna 7-9, 78-320 Połczyn-Zdrój","www.jozef-polczyn.koszalin.opoka.org.pl","jozef.polczyn@koszalin.opoka.org.pl","94 366 28 60","ks. Zbigniew Witka-Jeżewski","sobota 18.00, niedziela 7.30, 9.00, 10.30, 12.00, 17.00; ","7.00 (czwartek-piątek 6.30), 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=153"
"Kościół Matki Bożej Różańcowej","Popielewo 25, 78-320 Połczyn-Zdrój","dekanat:","strona WWW:","94 344 58 85","ks. Paweł Rusak","11.30; ","czwartek-piątek 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=155"
"Kościół św. Floriana","Postomino 92, 76-113 Postomino","dekanat:","strona WWW:","59 810 85 28","ks. Grzegorz Fąs","11.45; ","według ogłoszenia","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=7"
"Kościół Matki Bożej Anielskiej","Rąbino 87, 78-331 Rąbino","dekanat:","strona WWW:","94 364 32 75","ks. Piotr Borchardt","8.30, 13.00; ","środa, piątek 17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=156"
"Kościół św. Jana Chrzciciela","Redło 19, 78-320 Połczyn-Zdrój","www.parafiaredlo.eu.interia.pl","strona WWW:","94 364 56 76","ks. Rajmund Tessmer","7.30, 10.30; ","17.00 (IV-IX 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=157"
"Kościół św. Piotra i Pawła","Robuń 32A, 78-120 Gościno","dekanat:","piprobun@o2.pl","kom. 505 671 424","ks. Stanisław Mikos","12.00; ","piątek 17.00 (latem 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=75"
"Kościół Trójcy Świętej","Róża Wielka 26, 64-930 Szydłowo","www.rozawielka.koszalin.opoka.org.pl","rozawielka@koszalin.opoka.org.pl","67 216 17 86","ks. Adam Paź","10.00; ","poniedziałek, środa, sobota, I piątek m-ca 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=222"
"Kościół św. Wawrzyńca Męczennika","Różewo 118, 78-627 Różewo","dekanat:","strona WWW:","67 258 10 30","ks. Mieczysław Pastusiak","9.00, 11.30; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=223"
"Kościół św. Wawrzyńca","Rudki 14, 78-607 Dębołęka","dekanat:","strona WWW:","67 258 75 84","ks. Edward Strojek","13.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=128"
"Kościół Matki Bożej Wspomożenia Wiernych","Rusinowo 14, 78-311 Rusinowo","dekanat:","strona WWW:","94 364 81 91","ks. Emil Wojtal","11.00; ","16.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=197"
"Kościół św. Szczepana","ul. Koszalińska 8, 78-125 Rymań","dekanat:","szczeppar@gmail.com","94 358 31 23","ks. Krzysztof Kempa","8.00, 13.30; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=198"
"Kościół Najświętszego Serca Pana Jezusa i św. Mikołaja","ul. Przechlewska 15, 77-304 Rzeczenica","dekanat:","strona WWW:","59 833 17 84","ks. Wojciech Przybylski","9.00, 11.00, 17.00 (latem 18.00); ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=48"
"Kościół św. Bartłomieja Apostoła","ul. 1 Maja 32, Rzeczyca, 78-640 Tuczno","dekanat:","strona WWW:","67 259 08 70","ks. Wojciech Budziński","10.30; ","wtorek, piątek 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=129"
"Kościół św. Jana Chrzciciela","Sarbia 7, 78-133 Drzonowo","www.tchr.org/sarbia/index.html","sarbia@chrystusowcy.pl","94 358 71 90","ks. Radosław Urban TChr.","9.00, 11.00 (VII-VIII 13.00); ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=94"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","ul. Nadmorska 17, 76-034 Sarbinowo","parafia-sarbinowo.webs.com","strona WWW:","94 316 57 25","ks. Piotr Kuta","9.00, 11.00 (VI dod. 16.00, 19.30, VII-VIII 9.00, 10.30, 12.00, 16.00, 19.30); ","16.30 (V-VIII 19.30)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=119"
"Kościół św. Stanisława Kostki","ul. Kościelna 1, 76-004 Sianów","www.sianow.koszalin.opoka.org.pl","strona WWW:","94 318 52 23 - proboszcz, 94 318 55 65 - wikariusze",", 94 318 55 65 - wikariusze","7.30, 10.00, 11.30, 13.00, 18.00; ","7.00 (IX-VI), 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=120"
"Kościół Najświętszego Serca Pana Jezusa","Sieciemin 47, 76-004 Sianów","dekanat:","strona WWW:","94 318 52 86","ks. Cezary Lesikowski","9.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=161"
"Kościół Najświętszego Serca Pana Jezusa","Siedlisko 19, 64-910 Siedlisko","dekanat:","strona WWW:","67 307 03 24","ks. Ryszard Fudala","sobota 18.30, niedziela 10.00; ","wtorek-piątek 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=208"
"Kościół Matki Bożej Różańcowej","Siemczyno 68, 78-550 Czaplinek","www.parafia-siemczyno.pl/","parafia@parafia-siemczyno.pl","94 375 86 94","ks. Andrzej Naporowski","9.00; ","wtorek-środa, piątek-sobota 18.00 (zima 17.30)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=30"
"Kościół św. Józefa Rzemieślnika","ul. Kościelna 2 (kościół), Siemianice, 76-200 Słupsk","www.parafiasiemianice.pl","mirexx@op.pl","adres email:","ks. Mirosław Konieczny","8.00, 10.00, 12.00; ","wtorek-sobota 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=170"
"Kościół św. Stanisława Kostki","ul. Kościelna 6, 78-123 Siemyśl","dekanat:","strona WWW:","94 358 80 15","ks. Andrzej Gołębiowski","8.00, 13.00; ","środa, piątek 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=76"
"Kościół św. Stanisława BM","Sikory 40, 78-550 Czaplinek","dekanat:","strona WWW:","94 375 31 44","ks. Andrzej Pawelec","11.30; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=31"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","Skrzatusz 31, 78-930 Szydłowo","www.skrzatusz.koszalin.opoka.org.pl","strona WWW:","67 216 11 30","ks. Andrzej Malczyński","8.00, 12.00, 17.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=224"
"Kościół Ofiarowania Najświętszej Maryi Panny","ul. Niepodległości 24-26, 75-242 Koszalin","dekanat:","strona WWW:","603 116 996","","12.00","","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=254"
"Kościół św. Antoniego","ul. Kościelna 12, 76-100 Sławno","dekanat:","strona WWW:","59 810 38 39","ks. Mateusz Krzywicki","7.30 9.00, 10.30 (IX-VI), 12.00, 18.00; ","7.00 (IX-VI), 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=163"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","ul. Rapackiego 24, 76-100 Sławno","www.mariackaslawno.pl","parafia@mariackaslawno.pl","59 810 70 39","ks. Leszek Szurek","7.00, 9.00, 10.30, 12.00, 16.00, 18.00; ","7.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=162"
"Kościół Matki Bożej Różańcowej","ul. Kolejowa 10, 78-314 Sławoborze","www.parafia-mbr.strefa.pl","strona WWW:","94 364 70 09","ks. Grzegorz Marciszewicz","sob. 17.00 (latem 18.00), niedziela 8.00, 11.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=199"
"Kościół św. Piotra i Pawła","Sławsko 97A, 76-100 Sławno","www.parafia.slawsko.pl","parafia@slawsko.pl","59 810 35 68","ks. Cezary Filimon","8.00, 12.30; ","środa-piątek 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=164"
"Kościół św. Stanisława Kostki","Słonowice 7, 76-251 Kobylnica","www.parafiaslonowice.pl","strona WWW:","59 846 27 88","ks. Krzysztof Łachut","9.30; ","16.30","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=165"
"Kościół Podwyższenia Krzyża Świętego","Słowino 84A, 76-150 Darłowo","dekanat:","strona WWW:","94 314 23 55","ks. Grzegorz Krajewski","10.00; ","poniedziałek-wtorek 8.00, środa-sobota 17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=57"
"Kościół Najświętszego Serca Jezusowego","ul. Armii Krajowej 22, 76-200 Słupsk","www.nsj.slupsk.pl","serce@koszalin.opoka.org.pl","59 842 35 55","ks. Jerzy Urbański","7.30, 9.00, 11.00, 12.30, 14.00, 17.30 (VII-VIII 19.00); ","7.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=2"
"Kościół Najświętszej Maryi Panny Królowej Różańca Św.","ul. Dominikańska 1, 76-200 Słupsk","www.mariacka.slupsk.pl","rozancowa@koszalin.opoka.org.pl","59 842 46 75 - biuro parafii, 59 842 51 55 - proboszcz, 59 842 46 75 - wikariusze, 59 842 46 75 - zakrystia",", 59 842 46 75 - wikariusze, 59 842 46 75 - zakrystia","6.30, 8.30, 10.00, 11.30, 13.00, 16.00, 19.00; ","6.30 (IX-VI), 7.00, 8.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=171"
"Kościół Narodzenia Św. Jana Chrzciciela","ul. Piastów 15, 76-200 Słupsk","dekanat:","strona WWW:","59 842 81 13","","9.30; ","poniedziałek-piątek 8.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=255"
"Kościół św. Jacka","ul. św. ojca Pio 3, 76-200 Słupsk","www.swjacek.net.pl","strona WWW:","59 842 23 43 - proboszcz, 59 840 02 72 - zakrystia",", 59 840 02 72 - zakrystia","8.00, 9.30, 11.00, 12.30, 18.00; ","7.00, 18.00, w środę dod. 19:30 Msza św. akademicka","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=172"
"Kościół św. Jana Kantego","ul. Leśna 7A, 76-200 Słupsk","dekanat:","strona WWW:","59 842 95 47 - proboszcz","adres email:","niedziela 8.30, 10.30 (dla dzieci), 12.00, 18.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=173"
