"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Parafia pw. Najświętszego Zbawiciela","","Gorzów Wielkopolski","ul. Niemcewicza 35, 66-400 Gorzów Wlkp.","www.zbawiciel.gorzow.com.pl","","95-720-00-87 odwiedź stronę www » ","ks. mgr Andrzej TOMYS ","Gorzów Wlkp. (tymczasowa kaplica) – 7:30, 9:00, 10:30, 12:00, 13:15 (od IX do VI), 18:00.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/159-gorzow-wielkopolski-parafia-pw-najswietszego-zbawiciela"
"Parafia pw. Najświętszej Maryi Panny Królowej Polski","","Gorzów Wielkopolski","ul. Żeromskiego 22, 66-400 Gorzów Wlkp.","www.nmpkp.pl","parafia@nmpkp.pl","95-722-84-61 email: Ten adres pocztowy jest chroniony przed spamowaniem. Aby go z...","ks. kan. mgr Grzegorz POLOWCZYK ","Gorzów Wlkp. (NMP Królowej Polski) – 7:30, 9:30, 11:00, 12:30, 15:00, 17:00-I niedziela, 18:30, 20:00.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/160-gorzow-wielkopolski-parafia-pw-najswietszej-maryi-panny-krolowej-polski"
"Parafia pw. św. Józefa","","Gorzów Wielkopolski","ul. Bracka 7, 66-400 Gorzów Wielkopolski","www.jozefgorzow.pl","parafia@jozefgorzow.pl","95 722-64-39 email: Ten adres pocztowy jest chroniony przed spamowaniem. Aby go zobaczy...","ks. Piotr Darasz OMI ","Gorzów Wlkp. (św. Józefa) – 7:00, 9:00, 10:30, 12:00, 16:00, 19:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/103-gorzow-wielkopolski-parafia-pw-sw-jozefa"
"Parafia pw. św. Wojciecha","","Gorzów Wielkopolski","ul. Gwiaździsta 12a, 66-400 Gorzów Wielkopolski","wojciech.gorzow.parafia.info.pl","","95-722-57-35, 95-720-27-63 odwiedź stronę www » ","ks. kan. mgr Andrzej SZKUDLAREK ","Gorzów Wlkp. – 7:00, 9:00, 10:30, 12:00, 14:30 (X do IV), 18:30.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/161-gorzow-wielkopolski-parafia-pw-sw-wojciecha"
"Parafia pw. Trójcy Świętej","","Gorzów Wielkopolski","ul. Kostrzyńska 70","","","95-720-26-91 ","ks. kan. Henryk JACUŃSKI ","Gorzów Wlkp. pw. Trójcy Świętej (7:30, 9:30, 11:30, 18:00) CHRÓŚCIK – pw. św. Józefa (11:00) JASINIEC – pw. Najśw. Serca Pana Jezusa (9:30) ŁUPOWO – pw. MB Częstochowskiej (7:30, 13:00)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/677-gorzow-wielkopolski-parafia-pw-trojcy-swietej"
"Parafia pw. Najświętszego Serca Pana Jezusa","","Gorzów Wlkp.","ul. Chodkiewicza 20, 66-400 Gorzów Wielkopolski","","","95-737-04-40 ","ks. Zygmunt Lisiecki ","Gorzów Wlkp. – 7:30, 9:00, 10:30, 12:00, 13:15, 18:30","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/144-parafia-pw-najswietszego-serca-pana-jezusa-gorzow-wielkopolski"
"Parafia pw. Niepokalanego Poczęcia Najświętszej Maryi Panny","","Gorzów Wlkp.","ul. Mieszka I 59, 66-400 Gorzów Wielkopolski","www.npnmp.pl","npnmp@wp.pl","95-736-80-33 email: Ten adres pocztowy jest chroniony przed spamowaniem. Aby go zob...","ks. lic. mgr Dariusz LUDWIKOWSKI ","Gorzów Wlkp. – 6:30, 7:30, 9:00, 10:30, 12:00, 13:30, 15:00 (od IX do V), 18:30.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/145-gorzow-wlkp-parafia-pw-niepokalanego-poczecia-najswietszej-maryi-panny"
"Parafia pw. Pierwszych Męczenników Polski","","Gorzów Wlkp.","ul. Biskupa Wilhelma Pluty 7, 66-400 Gorzów Wielkopolski","www.meczennicy.pl","","95-722-91-53, 95-729-30-98 odwiedź stronę www » ","ks. prałat kan. Władysław PAWLIK ","7.30, 9.00, 10.30, 12.00, 13.15, 14.30 (od IX do VI), 17.00 (od IX do VI), 18.00, 20.30 (od VI do X). Szpital – 10:00.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/146-gorzow-wlkp-parafia-pw-pierwszych-meczennikow-polski"
"Parafia pw. Podwyższenia Krzyża Świętego","","Gorzów Wlkp.","ul. Warszawska 51, 66-400 Gorzów Wielkopolski","www.parafiakrzyza.pl","","95-725-76-74 odwiedź stronę www » Historia parafii Początki parafii, zawsze katoli...","ks. prał at kan. Rafał ZIĘCIAK ","Gorzów Wlkp. (Podw. Krzyża Św.) – 7:30, 9:00, 10:30, 12:00, 13:15, 18:00 lub w VII i VIII 19:00; Dom Pomocy Społecznej – 10:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/147-parafia-pw-podwyzszenia-krzyza-swietego-gorzow-wielkopolski"
"Parafia pw. św. Antoniego Padewskiego i św. Stanisława Kostki","","Gorzów Wlkp.","pl. Staromiejski 1, 66-400 Gorzów Wielkopolski","www.kapucyni.gorzow.pl","capgorzow@wp.pl","95-722-34-77 email: Ten adres pocztowy jest chroniony przed spamowaniem. Aby go z...","o. Henryk Cieniuch OFMCap ","Gorzów Wlkp. – 7:00, 8:30, 10:00, 11:30, 13:00, 15:30, 18:00.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/148-gorzow-wlkp-parafia-pw-sw-antoniego-padewskiego-i-sw-stanislawa-kostki"
"Parafia pw. św. Maksymiliana M. Kolbe","","Gorzów Wlkp.","ul. Czereśniowa 15, 66-400 Gorzów Wielkopolski","www.kolbe.zgora-gorzow.opoka.org.pl","kolbegorzow@zgora-gorzow.opoka.org.pl","95-732-06-90 email: Ten adres pocztowy jest chroniony przed spamowaniem. Aby go z...","ks. kan. mgr Rysz ard PRZEWŁOCKI ","Gorzów Wlkp. (św. M. Kolbe) – 7:30, 9:00, 10:30, 12:00, 13:30, 18:00; DPS – 15:00 (sob.); kaplica w szpitalu – 10:30","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/149-gorzow-wlkp-parafia-pw-sw-maksymiliana-m-kolbe"
"Parafia pw. Wniebowzięcia Najświętszej Maryi Panny","","Gorzów Wlkp.","ul. Obotrycka 10, 66-400 Gorzów Wielkopolski","www.katedragorzowska.pl","parafia@katedragorzowska.pl","95-722-33-58 email: Ten adres pocztowy jest chroniony przed spamowaniem. Aby go zob...","ks. prałat kan. dr Zbigniew KOBUS ","sobota: 18:00; niedziela: 6:00, 7:30, 9:00, 10:30, 12:00, 13:30, 15:00, 18:00, 19:30., 20:00 (w wakacje).","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/150-gorzow-wlkp-parafia-pw-wniebowziecia-najswietszej-maryi-panny"
"Parafia pw. Matki Łaski Bożej","","Górzyca","ul. Kostrzyńska 9, 69-113 Górzyca,","www.parafia.gorzyca.pl","","95-781-44-63, kom. 660-184-194 Odwiedź stronę www","ks. Władysław URBANIK ","GÓRZYCA – pw. Matki Łaski Bożej (18:30 - sobota, 9:00, 12:00) GOLICE – pw. Podwyższenia Krzyża Świętego (10:30) ŁUGI GÓRZYCKIE – część budynku mieszkalnego służy do kultu religijnego (17:00 - sobota)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/689-gorzyca-parafia-pw-matki-laski-bozej"
"Parafia pw. Niepokalanego Poczęcia Najświętszej Maryi Panny","","Górzyn","Górzyn 2, 68-300 Lubsko","www.gorzyn.republika.pl","parafiagorzyn@interia.pl?subject=ze%20strony%20www","68-372-03-84 odwiedź stronę www Ten adres pocztowy jest chroniony przed spamowaniem. Aby go zobaczyć, ko...","ks. mgr Leszek BIAŁUGA ","GÓRZYN – pw. Niepokalanego Poczęcia NMP (8:30, 13:00) CHOCICZ – pw. MB Nieustającej Pomocy (10:00) LUTOL – pw. św. Wojciecha (11:30) OSIEK – kaplica w budynku wiejskim (18:00 - sobota) CHOCIMEK – kaplica cmentarna (15:30 - I niedz. miesiąca)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/717-gorzyn-parafia-pw-niepokalanego-poczecia-najswietszej-maryi-panny"
"Parafia pw. św. Wawrzyńca","","Gozdnica","ul. Kombatantów 4, 68-130 Gozdnica","www.missiocm.org.pl","gozdnica@missiocm.org.pl?subject=ze%20strony%20www","68-360-10-43 odwiedź stronę www Ten adres pocztowy jest chroniony przed spamowaniem....","ks. Antoni KOTAPKA CM ","GOZDNICA – pw. św. Wawrzyńca (18:00 - sobota, 8:00, 11:00, 14:00 - IX-VI, 18:00) LIPA ŁUŻYCKA (LIPNA) – pw. św. Katarzyny (16:30 - X-IV, 19:30 - V-IX - sobota, 9:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/722-gozdnica-parafia-pw-sw-wawrzynca"
"Parafia pw. Podwyższenia Krzyża Świętego","","Gralewo","Gralewo 7, Gralewo, 66-431 Santok","","","95-731-61-33 ","ks. Robert Węglewski ","Gralewo – 9:00, 12:00; Janczewo – 10:30","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/141-gralewo-parafia-pw-podwyzszenia-krzyza-swietego"
"Parafia pw. św. Marcina","","Grębocice","ul. Kościelna 32, 67-220 Grębocice","","","76 831-50-16 Historia parafii Pierwsza wiadomość o miejscowości pochodzi z 1366 r. W czasach...","","","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/128-grebocice-parafia-pw-sw-marcina"
"Parafia pw. św. Jana Chrzciciela","","Grodowiec","Grodowiec 24, Grodowiec, 67-220 Grębocice","www.grodowiec.pl","","76 831-51-64 odwiedź stronę www » Historia parafii Grodowiec - miejscowość pątnicza. Wzm...","ks. Mariusz Kołodziej ","Grodowiec – 8:15, 13:00, 17:00 - od IV do X; Komorniki – 10:00; Świnino – 11:30","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/135-grodowiec-parafia-pw-sw-jana-chrzciciela"
"Parafia pw. Narodzenia Najświętszej Maryi Panny","","Grotów","Grotów 78, 68-213 Lipinki Łużyckie","","gozdnica@missiocm.org.pl","68-375-20-97","ks. Piotr NOWICKI ","GROTÓW – pw. Narodzenia NMP (12:00) BOGUMIŁÓW – pw. Niepokalanego Poczęcia NMP (10:30) STRZESZOWICE – pw. Najśw. Serca Pana Jezusa (8:45)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/723-grotow-parafia-pw-narodzenia-najswietszej-maryi-panny"
"Parafia pw. Matki Bożej Fatimskiej","","Gubin","ul. Długa 2a, 66-620 Gubin","","","68-359-68-00 ","ks. kan. Marian GRAŻEWICZ ","GUBIN – pw. MB Fatimskiej (7:45, 9:00, 11:00, 12:30, 18:00) BIEŻYCE – pw. św. Maksymiliana M. Kolbe (10:00) KANIÓW – pw. Narodzenia NMP (11:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/682-gubin-parafia-pw-matki-bozej-fatimskiej"
"Parafia pw. Trójcy Świętej","","Gubin","ul. Królewska 1, 66-620 Gubin","","","68-359-44-01, wik. 68-359-51-01 ","ks. kan. Ryszard RUDKIEWICZ ","GUBIN – pw. Trójcy Świętej (8:00, 10:00, 12:00, 15:00, 18:00) SĘKOWICE – pw. Świętej Rodziny (12:00) GUBIN – kaplica pw. Najśw. Serca Pana Jezusa (8:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/683-gubin-parafia-pw-trojcy-swietej"
"Parafia pw. Kościół Rektoralny pw. św. Alberta Chmielowskiego","","Głogów","Staromiejska 17, Głogów","","","","ks. Radosław Szymański ","","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/124-glogow-parafia-pw-kosciol-rektoralny-pw-sw-alberta-chmielowskiego"
"Parafia pw. Miłosierdzia Bożego","","Głogów","ul. Królowej Jadwigi 1, 67-200 Głogów","www.milosierdzieboze.info.pl","","76-831-38-50 odwiedź stronę www » Historia parafii Parafia pw. Miłosierdzia Bożego powstał...","ks. Janusz Idzik ","Głogów (Mił. Bożego) –w niedziele: 7:30, 9:30, 11:00, 12:30, 15:00, 18:00 ; w dzień powszedni: 08:00, 18:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/125-glogow-parafia-pw-milosierdzia-bozego"
"Parafia pw. Najświętszej Maryi Panny Królowej Polski","","Głogów","pl. Kard. Wyszyńskiego 1, 67-200 Głogów,","","","76-833-88-75","ks. kan. lic. mgr Witold PIETSCH ","GŁOGÓW – pw. NMP Królowej Polski (7:00, 8:45, 10:00 - od IX do VI, 11:15, 12:30, 16:00 - od IX do VI, 18:30; 21:00 - od VI do IX)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/634-glogow-parafia-pw-najswietszej-maryi-panny-krolowej-polski"
"Parafia pw. św. Klemensa Dworzaka","","Głogów","ul. Sikorskiego 23, 67-200 Głogów","www.klemens.glogow.pl","","76 834-26-82, 76 835-67-88 odwiedź stronę www » Historia parafii Na mocy dekretu bpa Bolesława...","ks. Ludwik Obal CSsR ","Msze Św. w niedziele Głogów (św. Klemensa) – 6:30, 8:00, 9:30, 11:00, 12:30, 14:00, 16:00, 18:30; Słone – 10:00.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/90-glogow-parafia-pw-sw-klemensa-dworzaka"
"Parafia pw. św. Maksymiliana Marii Kolbego","","Głogów","ul. Legnicka 2, 67-200 Głogów","www.maksymilian.malach.org","","76-835-23-99 odwiedź stronę www » Historia parafii Parafia powstała z podziału parafii w Jaczowie...","ks. Zbigniew Walaszek ","Głogów (św. M. Kolbe) – 7:00, 9:00, 11:00, 12:30, 18:30; Głogów (szpital) – 10:30; Głogów (DOS) – 16:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/91-glogow-parafia-pw-sw-maksymiliana-marii-kolbego"
"Parafia pw. św. Mikołaja","","Głogów","ul. Powstańców Śl. 1, 67-200 Głogów","www.mikolajglogow.pl","","76-833-36-01, wik. 76-833-29-08 odwiedź stronę www » ","ks. Stanisław Jaworecki ","6.30, 7:30, 8.30, 9.30, 11.00, 12.30, 16.00, 18.00.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/126-glogow-parafia-pw-sw-mikolaja"
"Parafia pw. św. Wawrzyńca","","Głogów","ul. Okrężna 14, 67-200 Głogów","wawrzyniec.malach.org","","76-833-94-13 odwiedź stronę www » ","ks. Paweł Tokarczyk ","Głogów (św. Wawrzyńca) – 18:00 (sob.), 8:00, 10:00, 12:00, 16:00, (w okresie wakacyjnym 19:00); (Zakład Karny - obsługuje par. NMP Królowej Polski) – 16:00.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/92-glogow-parafia-pw-sw-wawrzynca"
"Parafia pw. Wniebowzięcia Najświętszej Maryi Panny","","Głogów","pl. Kolegiacki 10, 67-200 Głogów","www.kolegiata.com.pl","kolegiata@op.pl","76-834-07-10 email: Ten adres pocztowy jest chroniony przed spamowaniem. Aby go zobaczyć, konie...","ks. Rafał Zendran ","Głogów - kaplica publiczna w Domu „Uzdrowienie Chorych” – 8:00, 12:30.","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/127-glogow-parafia-pw-wniebowziecia-najswietszej-maryi-panny"
"Parafia pw. Najświętszego Serca Pana Jezusa","","Iłowa","ul. Kościelna 4, 68-120 Iłowa","","","/fax 68-377-48-72","ks. Tadeusz LUBIATOWSKI CM ","IŁOWA – pw. Najśw. Serca Pana Jezusa 19:00 BOROWE – pw. MB Częstochowskiej 11:00; CZERNA – pw. Niepokalanego Poczęcia NMP 9:00; IŁOWA – pw. Chrystusa Króla 7:30, 9:00, 10:30, 12:00, 17:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/654-ilowa-parafia-pw-najswietszego-serca-pana-jezusa"
"Parafia pw. św. Andrzeja Apostoła","","Jabłonów","Jabłonów, ul. Zielona 12, 68-113 Brzeźnica,","","","68-377-13-67","ks. Andrzej KRAMER ","JABŁONÓW – pw. św. Andrzeja Ap. 8:00,12:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/655-jablonow-parafia-pw-sw-andrzeja-apostola"
"Parafia pw. świętych Apostołów Szymona i Judy Tadeusza","","Jaczów","ul. Główna 38, Jaczów, 67-200 Głogów","","","76 831-22-48","ks. Piotr Matus ","Jaczów – 8:00, 11:30; Jerzmanowa – 9:30, 13:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/93-jaczow-parafia-pw-swietych-apostolow-szymona-i-judy-tadeusza"
"Parafia pw. św. Jakuba Apostoła","","Jakubów","Jakubów 34, Jakubów, 67-223 Radwanice","","","76 831-22-70 Historia parafii Pierwsze wzmianki o istnieniu parafii i kościoła pochodzą z 99...","ks. Stanisław Czerwiński ","Jakubów – 12:00; Kurowice – 8:30; Nielubia – 10:00, 16:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/94-jakubow-parafia-pw-sw-jakuba-apostola"
"Parafia pw. Matki Bożej Różańcowej","","Jasień","ul. Kościelna 5, 68-320 Jasień Żarski","","","68-371-06-38 ","ks. prałat dr Roman WRÓBEL ","JASIEŃ – pw. MB Różańcowej (8:00, 10:30, 12:30, 18:00) JABŁONIEC – pw. św. Anny (11:00) JASIONNA – kaplica pw. Miłosierdzia Bożego (9:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/718-jasien-parafia-pw-matki-bozej-rozancowej"
"Parafia pw. św. Mikołaja","","Jelenin","Jabłonów, ul. Zielona 12, 68-113 Brzeźnica,","","","68-377-13-67","ks. Andrzej KRAMER ","JELENIN – pw. św. Mikołaja 10:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/656-jelenin-parafia-pw-sw-mikolaja"
"Parafia pw. św. Michała Archanioła","","Jenin","ul. Gorzowska 100 a, 66-450 Jenin","","","95-751-01-81 ","ks. kan. mgr Zbigniew BUJANOWSKI ","JENIN – pw. św. Michała Arch. (8:00, 12:30) CHWAŁOWICE – pw. św. Antoniego Padewskiego (9:30) LUBCZYNO – pw. św. Ap. Piotra i Pawła (11:00)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/678-jenin-parafia-pw-sw-michala-archaniola"
"Parafia pw. św. Anny","","Jordanowo","Jordanowo 2, 66-200 Świebodzin","www.parafiajordanowo.pl","parafiajordanowo@wp.pl?subject=ze%20strony%20www","68-381-10-76","ks. Jacek GRZELAK ","JORDANOWO – pw. św. Anny (8:00, 12:30) GLIŃSK – pw. św. Józefa (11:00) RUSINÓW – pw. św. Wawrzyńca (9:45) GLIŃSK – kaplica pw. NMP Nieustającej Pomocy w DPS","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/816-jordanowo-parafia-pw-sw-anny"
"Parafia pw. św. Antoniego","","Kamień Wielki","ul. Kościelna 2, 66-460 Witnica","","","95-751-58-78 ","ks. Tadeusz ZGÓRSKI ","KAMIEŃ WIELKI – pw. św. Antoniego (8:00, 12:00 KAMIEŃ MAŁY – pw. MB Różańcowej (10:00 MOŚCICE – pw. św. Wojciecha (9:15)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/690-kamien-wielki-parafia-pw-sw-antoniego"
"Parafia pw. św. Wojciecha","","Kargowa","ul. Marchlewskiego 43, 66-120 Kargowa","www.parafiakargowa.pl","","68-352-50-15","ks. kan. mgr Marek PIETKIEWICZ ","KARGOWA – pw. św. Wojciecha (7:30, 16:30) KARGOWA – pw. św. Maksymiliana M. Kolbe (9:00, 12:15) KARSZYN – pw. św. Jadwigi (10:30) OBRA DOLNA – kaplica pw. NMP Królowej Polski (10:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/785-kargowa-parafia-pw-sw-wojciecha"
"Parafia pw. św. Mikołaja","","Kaława","66-305 Kaława 63","","","95-741-13-70","ks. Dariusz BŁAŻEK SDB ","KAŁAWA – pw. św. Mikołaja (8:00, 12:30) BORYSZYN – pw. Zwiastowania NMP (9:30) KĘSZYCA – pw. św. Marcina (11:00) NIETOPEREK – pw. Podwyższenia Krzyża Świętego (11:00) SZUMIĄCA – pw. św. Józefa (8:00) WYSOKA – pw. św. Barbary (9:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/743-kalawa-parafia-pw-sw-mikolaja"
"Parafia pw. Miłosierdzia Bożego","","Kęszyca Leśna","Kęszyca Leśna 21, 66-300 Międzyrzecz","","","Dodatkowe informacje","ks. dr Jacek BŁAŻKIEWICZ ","KĘSZYCA LEŚNA – pw. Miłosierdzia Bożego (9:30, 11:00)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/744-keszyca-lesna-parafia-pw-milosierdzia-bozego"
"Parafia pw. Najświętszego Serca Pana Jezusa","","Kije","Kije 126a, 66-100 Sulechów","","par.kije@poczta.fm?subject=ze%20strony%20www","68-385-33-24","ks. Wacław ZABOROWSKI ","KIJE – pw. Najśw. Serca Pana Jezusa (17:00 lub 18:00 - sobota, 8:00, 13:00) KĘPSKO – pw. Niepokalanego Serca NMP (11:00) PAŁCK – pw. Zwiastowania NMP (9:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/786-kije-parafia-pw-najswietszego-serca-pana-jezusa"
"Parafia pw. Nawiedzenia Najświętszej Maryi Panny","","Klenica","ul. B. Chrobrego 66, 66-133 Klenica","","","68-352-35-11","ks. dr Grzegorz KNIAŹ ","1. KLENICA – pw. Nawiedzenia NMP (8:00, 12:00) 2. DĄBRÓWKA – kaplica pw. św. Jadwigi (10:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/787-klenica-parafia-pw-nawiedzenia-najswietszej-maryi-panny"
"Parafia pw. Narodzenia św. Jana Chrzciciela","","Kolsko","ul. Piastowska 4, 66-135 Kolsko","","","68-352-41-23","ks. kan. Zbigniew TARTAK ","KOLSKO – pw. Narodzenia św. Jana Chrzciciela (7:00, 10:00) KONOTOP – pw. św. Anny (8:30, 12:00)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/769-kolsko-parafia-pw-narodzenia-sw-jana-chrzciciela"
"Parafia pw. Podwyższenia Krzyża Świętego","","Komorów","ul. Ceglana 2, Komorów, 66-620 Gubin","","","68-359-43-27 ","ks. kan. lic. mgr Ryszard KOLANO ","KOMORÓW – pw. Podw. Krzyża Świętego (9:00, 12:00) WAŁOWICE – pw. MB Rokitniańskiej (10:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/684-komorow-parafia-pw-podwyzszenia-krzyza-swietego"
"Parafia pw. św. Jakuba Apostoła","","Konradowo","Konradowo 50, 67-400 Wschowa","www.parafia.konradowo.pl","","65-540-94-13","ks. Ryszard DUDEK","KONRADOWO – pw. św. Jakuba Ap. (8:00, 11:00) STARE DRZEWCE – pw. bł. Szymona z Lipnicy (18:00 – sobota, 9:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/831-konradowo-parafia-pw-sw-jakuba-apostola"
"świętych Apostołów Szymona i Judy Tadeusza","","Kosieczyn","ul. Główna 57, Kosieczyn, 66-210 Zbąszynek","","","68-384-97-18","ks. kan. Zdzisław PRZYBYSZ ","KOSIECZYN – pw. świętych Ap. Piotra i Pawła 9:30, 12:30; KRĘCKO – pw. Przemienienia Pańskiego 11:00; NOWA WIEŚ – kaplica pw. MB Częstochowskiej 8:00","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/613-kosieczyn-swietych-apostolow-szymona-i-judy-tadeusza"
"Parafia pw. Matki Bożej Rokitniańskiej","","Kostrzyn nad Odrą","ul. Jana Pawła II 52, 66-470 Kostrzyn nad Odrą","www.rokitnianska.pl","","95-752-22-37 odwiedź stronę www ","ks. kan. mgr Wojciech BŁASZCZYK ","KOSTRZYN NAD ODRĄ – pw. MB Rokitniańskiej (7:30, 9:30, 11:00, 12:30, 14:00 18:00) OSIEDLE DRZEWICE – pw. MB Częstochowskiej (8:30, 12:00)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/693-kostrzyn-nad-odra-parafia-pw-matki-bozej-rokitnianskiej"
"Parafia pw. Najświętszej Maryi Panny Matki Kościoła","","Kostrzyn nad Odrą","ul. Kard. St. Wyszyńskiego 2, 66-470 Kostrzyn nad Odrą","www.nmpkostrzyn.republika.pl","materdei.kostrzyn@wp.pl?subject=ze%20strony%20www","95-752-36-45 odwiedź stronę www Ten adres pocztowy jes...","ks. prałat kan. dr Wojciech SKÓRA ","KOSTRZYN NAD ODRĄ – pw. NMP Matki Kościoła (7:00, 9:30, 11:00, 12:30, 18:00, w VII i VIII także o 20:00) DĄBROSZYN – pw. św. Józefa (8:00, 11:00)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/692-kostrzyn-nad-odra-parafia-pw-najswietszej-maryi-panny-matki-kosciola"
"Parafia pw. św. Marcina","","Kotla","ul. Parafialna 7, 67-240 Kotla","","","kom. 662-164-863","ks. mgr Andrzej SKOCZYLAS ","KOTLA – pw. św. Marcina (8:45, 11:45) GŁOGÓWKO – pw. MB Królowej Polski (10:30) SKIDNIÓW – pw. św. Józefa Rzemieślnika (13:30)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/770-kotla-parafia-pw-sw-marcina"
"Parafia pw. świętych Apostołów Piotra i Pawła","","Kowalów","ul. Radowska 20, Kowalów, 69-110 Rzepin","","","95-759-93-12","ks. mgr Andrzej GWÓŹDŹ ","KOWALÓW – pw. św. Ap. Piotra i Pawła (8:00, 12:00) SERBÓW – pw. MB Królowej Polski (9:15) ŚWINIARY – pw. MB Częstochowskiej (10:30) STARKÓW – w budowie (19:00 - sobota) SUŁÓW – pw. św. Wojciecha (18:00 - sobota)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/760-kowalow-parafia-pw-swietych-apostolow-piotra-i-pawla"
"Parafia pw. św. Jadwigi Śląskiej","","Koźla","Kożla 110, 66-008 Świdnica","","par.kozla@duchzg.pl?subject=ze%20strony%20www","68-327-31-68","ks. kan. mgr Andrzej PALEWSKI ","KOŹLA – pw. św. Jadwigi Śl. (8:30, 12:30) BOGACZÓW – pw. św. Wawrzyńca (10:30) GRABOWIEC – kaplica pw. Najświętszego Serca Pana Jezusa (12:30) LETNICA – pw. świętych Apostołów Szymona i Judy Tadeusza (10:00) LIPNO – pw. MB Częstochowskiej (11:15) WYSOKA – pw. św. Teresy od Dzieciątka Jezus (9:00)","","","","http://www.kuria.zg.pl/index.php/diecezja/dekanaty/parafie/item/840-kozla-parafia-pw-sw-jadwigi-slaskiej"
